day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std,edgecount_mean,edgecount_min,edgecount_max,edgecount_std,suscedgecount_mean,suscedgecount_min,suscedgecount_max,suscedgecount_std,V,T,network
94,10.673333333333334,0,499,49.21320711697231,37.446666666666665,0,55,7.56557656216291,451.88,1,475,45.909161435152896,0.9991758740325594,0.9963170536429143,1.0,0.0006314475297798523,0.9652888477380505,0.8653175469032247,1.0,0.023657297065913404,0.04,3,Erdos-Renyi
95,10.463333333333333,0,499,49.23381511445804,36.14666666666667,0,55,7.451413788473012,453.39,1,475,46.04350748954515,0.9992607419268749,0.9966373098478783,1.0,0.000581930269121225,0.9675477027078747,0.8998783824870781,1.0,0.022678857540062644,0.04,3,Erdos-Renyi
96,10.223333333333333,0,499,49.25485008007086,34.906666666666666,0,53,7.176090612384023,454.87,1,476,46.159818704976026,0.9993354683746998,0.9971176941553243,1.0,0.0005587243107054448,0.969576561213943,0.8998783824870781,1.0,0.023024298671966453,0.04,3,Erdos-Renyi
97,10.01,0,499,49.274840772044804,33.723333333333336,0,52,7.00979645758788,456.26666666666665,1,478,46.29159673905255,0.9994016546570591,0.9971176941553243,1.0,0.000522062317631222,0.9712049518408825,0.8888888888888888,1.0,0.023203241865449753,0.04,3,Erdos-Renyi
98,9.866666666666667,0,499,49.28792842590649,32.46,0,51,6.769131194159691,457.67333333333335,1,479,46.40089906098567,0.9994587670136108,0.9974379503602883,1.0,0.0004862114038943919,0.972888247779778,0.8888888888888888,1.0,0.023001504833887163,0.04,3,Erdos-Renyi
99,9.726666666666667,0,499,49.30152896292869,31.33,0,49,6.699056490247845,458.9433333333333,1,479,46.52169043746606,0.9995190819322124,0.9974379503602883,1.0,0.0004563997759389128,0.9748535346935826,0.8888888888888888,1.0,0.022986422292740085,0.04,3,Erdos-Renyi
100,9.576666666666666,0,499,49.31603213602072,30.17,0,48,6.550123182992408,460.25333333333333,1,480,46.63330038256774,0.9995655190819323,0.9977582065652522,1.0,0.00043310258161159,0.976411318965792,0.8862116144724841,1.0,0.02299664057215556,0.04,3,Erdos-Renyi
101,9.426666666666666,0,499,49.33048019710679,29.113333333333333,0,46,6.404990389938632,461.46,1,481,46.738528361992934,0.999606618628236,0.9977582065652522,1.0,0.00041789523304349975,0.977905061798605,0.8862116144724841,1.0,0.022686954833021765,0.04,3,Erdos-Renyi
102,9.286666666666667,0,499,49.34356201772981,28.10333333333333,0,44,6.246817695966832,462.61,1,483,46.82970536259891,0.9996509207365892,0.9979183346677342,1.0,0.00039335432590804014,0.9800685354580331,0.8482821526299787,1.0,0.022282380963960863,0.04,3,Erdos-Renyi
103,9.18,0,499,49.353217391469336,27.096666666666668,0,43,6.1601254891733666,463.72333333333336,1,483,46.921696554801024,0.9996957566052843,0.9979183346677342,1.0,0.00036375998740446864,0.9823316858954843,0.8611026654504915,1.0,0.02057066603037938,0.04,3,Erdos-Renyi
104,9.033333333333333,0,499,49.36769645967565,26.203333333333333,0,42,6.06061816407021,464.7633333333333,1,484,47.01135551523862,0.9997384574326128,0.9982385908726982,1.0,0.0003220807878377157,0.9844120241314359,0.8739231782710043,1.0,0.019075145599634368,0.04,3,Erdos-Renyi
105,8.893333333333333,0,499,49.37897223060364,25.236666666666668,0,40,5.918113645350729,465.87,1,484,47.1087807534887,0.9997672804910595,0.9983987189751802,1.0,0.00030069324909150235,0.9855403547935048,0.8739231782710043,1.0,0.0187265500361772,0.04,3,Erdos-Renyi
106,8.8,0,499,49.38748572077139,24.35,0,40,5.746090717037808,466.85,1,486,47.193625568654724,0.9997902321857487,0.9983987189751802,1.0,0.0002902186352079214,0.9869199193049407,0.8884159318941928,1.0,0.017819838479095396,0.04,3,Erdos-Renyi
107,8.686666666666667,0,499,49.396780887987795,23.56,0,40,5.630162439662816,467.75333333333333,1,486,47.27482259858818,0.9998094475580466,0.9983987189751802,1.0,0.00027660228975103375,0.9878667735752428,0.8884159318941928,1.0,0.01727781027944256,0.04,3,Erdos-Renyi
108,8.573333333333334,0,499,49.40797962262967,22.713333333333335,0,39,5.56306100223647,468.7133333333333,1,488,47.36322842577277,0.9998356018147851,0.9983987189751802,1.0,0.00025153438637338585,0.9890480125673385,0.8770903010033444,1.0,0.017029242360269984,0.04,3,Erdos-Renyi
109,8.49,0,499,49.415207941682624,21.94,0,38,5.5430573648333095,469.57,1,488,47.451490103509656,0.9998521483853751,0.9985588470776622,1.0,0.00023486449014548623,0.9898332980983618,0.8695652173913043,1.0,0.016842723454773317,0.04,3,Erdos-Renyi
110,8.43,0,499,49.42064109141327,21.096666666666668,0,36,5.398561887862281,470.47333333333336,1,489,47.52597552976414,0.9998697624766479,0.9985588470776622,1.0,0.00021629571530609875,0.9907041377200595,0.8695652173913043,1.0,0.0160963615735485,0.04,3,Erdos-Renyi
111,8.35,0,499,49.427432365379005,20.346666666666668,0,35,5.193882002549755,471.30333333333334,1,490,47.58725120393113,0.9998831064851881,0.9985588470776622,1.0,0.00019885826766045673,0.9914486716903004,0.8695652173913043,1.0,0.015405692063981591,0.04,3,Erdos-Renyi
112,8.283333333333333,0,499,49.433206063954906,19.536666666666665,0,33,5.134510644070097,472.18,1,490,47.67210608937532,0.9998964504937282,0.9985588470776622,1.0,0.00018579759175273164,0.992164809107261,0.8695652173913043,1.0,0.014965937363016298,0.04,3,Erdos-Renyi
113,8.193333333333333,0,499,49.44233446159538,18.823333333333334,0,32,5.130939878392113,472.98333333333335,1,490,47.75105863634712,0.9999087269815853,0.9985588470776622,1.0,0.00017063614847938216,0.9929279928441501,0.8695652173913043,1.0,0.014393329643677535,0.04,3,Erdos-Renyi
114,8.153333333333334,0,499,49.44565432195882,18.02,0,31,4.92073627467982,473.82666666666665,1,490,47.81972091005208,0.9999156658660261,0.9985588470776622,1.0,0.0001616701887106225,0.9935365889881914,0.9130434782608695,1.0,0.012962961295535407,0.04,3,Erdos-Renyi
115,8.103333333333333,0,499,49.44967363861407,17.31,0,30,4.8316715707117455,474.58666666666664,1,491,47.88799455287875,0.9999220709901254,0.9985588470776622,1.0,0.0001568673482718142,0.9938888474108478,0.9125,1.0,0.013127362278523135,0.04,3,Erdos-Renyi
116,8.056666666666667,0,499,49.453536744544714,16.706666666666667,0,29,4.709694927479059,475.2366666666667,1,491,47.9443726114537,0.9999316786762743,0.9991993594875901,1.0,0.00013527439578214388,0.9944926604756164,0.9130434782608695,1.0,0.01223792651126533,0.04,3,Erdos-Renyi
117,8.006666666666666,0,499,49.45820121861988,16.123333333333335,0,28,4.577988877527419,475.87,1,492,47.9970013695463,0.999937550040032,0.9991993594875901,1.0,0.00012675993024295295,0.9950760427439875,0.9259259259259259,1.0,0.010348760448698485,0.04,3,Erdos-Renyi
118,7.943333333333333,0,499,49.46422093525104,15.473333333333333,0,27,4.4694378997088,476.5833333333333,1,492,48.059846911666284,0.9999460902054977,0.9993594875900721,1.0,0.00012109488117702214,0.9958643458481726,0.9527777777777778,1.0,0.00915157490841747,0.04,3,Erdos-Renyi
119,7.906666666666666,0,499,49.46771477342813,14.9,0,26,4.343526301956275,477.1933333333333,1,492,48.11047719164277,0.9999530290899385,0.9993594875900721,1.0,0.00011793413802848964,0.9966281704509556,0.9527777777777778,1.0,0.00836137593182345,0.04,3,Erdos-Renyi
120,7.886666666666667,0,499,49.469025025891334,14.326666666666666,0,26,4.177494515093269,477.7866666666667,1,493,48.157571171026966,0.9999594342140379,0.9993594875900721,1.0,0.00010342997935571372,0.9969289090607298,0.9527777777777778,1.0,0.007782742649670868,0.04,3,Erdos-Renyi
121,7.86,0,499,49.4711199154175,13.773333333333333,0,25,4.070690846623561,478.3666666666667,1,493,48.20842661691501,0.9999642380571123,0.9993594875900721,1.0,9.354274163373269e-05,0.9972427015019583,0.9527777777777778,1.0,0.007173380264796446,0.04,3,Erdos-Renyi
122,7.83,0,499,49.474101532094814,13.243333333333334,0,25,4.027180506466169,478.9266666666667,1,493,48.26066301039492,0.9999706431812116,0.9995196156925541,1.0,8.226523252807865e-05,0.9976740766924183,0.95,1.0,0.006851845853839969,0.04,3,Erdos-Renyi
123,7.8,0,499,49.47740269988331,12.766666666666667,0,25,3.983102548087881,479.43333333333334,1,493,48.308500905686735,0.9999733119829197,0.9995196156925541,1.0,7.617620883254078e-05,0.9978429416801906,0.95,1.0,0.006547283161197747,0.04,3,Erdos-Renyi
124,7.78,0,499,49.47907500020848,12.28,0,25,3.960710047487389,479.94,1,493,48.358987848026935,0.9999759807846277,0.9995196156925541,1.0,7.18804005868891e-05,0.998023694677845,0.95,1.0,0.0063381893001761055,0.04,3,Erdos-Renyi
125,7.743333333333333,0,499,49.482446354368264,11.793333333333333,0,23,3.8165221988791522,480.4633333333333,1,494,48.40128376177829,0.9999797171070188,0.9995196156925541,1.0,6.494648614565528e-05,0.9983954184555507,0.9565217391304348,1.0,0.005526433317099506,0.04,3,Erdos-Renyi
126,7.716666666666667,0,499,49.4851390369598,11.376666666666667,0,22,3.773005981443564,480.9066666666667,1,494,48.444271560688264,0.9999813183880438,0.9995196156925541,1.0,6.343012065915614e-05,0.9985169184454382,0.9565217391304348,1.0,0.0053289613884270025,0.04,3,Erdos-Renyi
127,7.703333333333333,0,499,49.486412332822574,10.906666666666666,0,21,3.718968222192972,481.39,1,494,48.48850396457294,0.9999829196690685,0.9995196156925541,1.0,6.043225323228148e-05,0.9985876248216341,0.9565217391304348,1.0,0.0052780943982822836,0.04,3,Erdos-Renyi
128,7.69,0,499,49.48781715556609,10.433333333333334,0,21,3.6738553226815474,481.87666666666667,1,494,48.53597213261951,0.9999855884707766,0.999679743795036,1.0,5.444796503992304e-05,0.9987935695126196,0.9565217391304348,1.0,0.004898116949549992,0.04,3,Erdos-Renyi
129,7.68,0,499,49.48893596157323,9.97,0,21,3.5905533805522665,482.35,1,495,48.57667283596839,0.9999866559914599,0.999679743795036,1.0,5.1490640594204963e-05,0.9988598762285426,0.9565217391304348,1.0,0.004794369103643386,0.04,3,Erdos-Renyi
130,7.676666666666667,0,499,49.48915075411412,9.566666666666666,0,18,3.4975704260490317,482.75666666666666,1,495,48.61160096159198,0.9999871897518015,0.999679743795036,1.0,4.907163347849356e-05,0.9988943399726838,0.9565217391304348,1.0,0.004697438567844328,0.04,3,Erdos-Renyi
131,7.663333333333333,0,499,49.49014281999362,9.196666666666667,0,19,3.394564150933799,483.14,1,495,48.64540043290416,0.9999871897518015,0.999679743795036,1.0,4.907163347849356e-05,0.9988828520579701,0.9565217391304348,1.0,0.004722178588409891,0.04,3,Erdos-Renyi
132,7.64,0,499,49.492444611057515,8.896666666666667,0,19,3.3250828775683,483.4633333333333,1,495,48.671054650151994,0.9999898585535095,0.999679743795036,1.0,4.120292031967963e-05,0.9990640241716735,0.9565217391304348,1.0,0.004267674126361224,0.04,3,Erdos-Renyi
133,7.62,0,499,49.494659689633636,8.523333333333333,0,18,3.2892022935633136,483.8566666666667,1,496,48.7092540178847,0.9999919935948759,0.999679743795036,1.0,3.7330056374739014e-05,0.9992743452693436,0.9583333333333333,1.0,0.0037704590450965744,0.04,3,Erdos-Renyi
134,7.6033333333333335,0,499,49.49598127893588,8.206666666666667,0,17,3.1902792712106884,484.19,1,496,48.73689413061041,0.9999935948759007,0.999839871897518,1.0,3.143100029242376e-05,0.9993954371870741,0.9772727272727273,1.0,0.003061836890994533,0.04,3,Erdos-Renyi
135,7.59,0,499,49.49722366458217,7.93,0,17,3.1397388213386055,484.48,1,497,48.763948523322874,0.9999941286362423,0.999839871897518,1.0,3.014509103489527e-05,0.9993794773802516,0.9655172413793104,1.0,0.0034627789240657975,0.04,3,Erdos-Renyi
136,7.583333333333333,0,499,49.49777592607216,7.62,0,17,3.0550577615523746,484.7966666666667,1,497,48.793352961233914,0.999994662396584,0.999839871897518,1.0,2.8791900627237677e-05,0.9994224548600521,0.9655172413793104,1.0,0.0033954416424526864,0.04,3,Erdos-Renyi
137,7.58,0,499,49.4980517166668,7.39,0,16,2.980073173665595,485.03,1,497,48.81275156881717,0.9999957299172673,0.999839871897518,1.0,2.5840907114676326e-05,0.9995700830731603,0.9772727272727273,1.0,0.002687232791945438,0.04,3,Erdos-Renyi
138,7.576666666666667,0,499,49.49832728049955,7.09,0,15,2.914942474922452,485.3333333333333,1,497,48.83994289817038,0.9999957299172673,0.999839871897518,1.0,2.5840907114676326e-05,0.9995700830731603,0.9772727272727273,1.0,0.002687232791945438,0.04,3,Erdos-Renyi
139,7.57,0,499,49.498877727894715,6.886666666666667,0,15,2.8590913884391744,485.54333333333335,1,497,48.858626055409054,0.9999957299172673,0.999839871897518,1.0,2.5840907114676326e-05,0.9995700830731603,0.9772727272727273,1.0,0.002687232791945438,0.04,3,Erdos-Renyi
140,7.56,0,499,49.499701698368085,6.653333333333333,0,15,2.810602636355268,485.7866666666667,1,497,48.880591201514605,0.9999967974379503,0.999839871897518,1.0,2.2455391239701234e-05,0.9996766859089266,0.9772727272727273,1.0,0.002335653668910048,0.04,3,Erdos-Renyi
141,7.55,0,499,49.500793885732044,6.3566666666666665,0,15,2.7896348202449905,486.0933333333333,1,497,48.91126996908637,0.9999973311982919,0.999839871897518,1.0,2.0533706302080988e-05,0.9997479782491762,0.9772727272727273,1.0,0.002015469247880053,0.04,3,Erdos-Renyi
142,7.543333333333333,0,499,49.50140826572367,6.15,0,15,2.7151562714870225,486.3066666666667,1,497,48.92878541680174,0.9999978649586336,0.999839871897518,1.0,1.839700756593951e-05,0.9997869372642922,0.9772727272727273,1.0,0.001913077088261381,0.04,3,Erdos-Renyi
143,7.54,0,499,49.501748896505774,5.883333333333334,0,14,2.620294263815709,486.57666666666665,1,498,48.95295798902392,0.9999978649586336,0.999839871897518,1.0,1.839700756593951e-05,0.9997869372642922,0.9772727272727273,1.0,0.001913077088261381,0.04,3,Erdos-Renyi
144,7.53,0,499,49.50256673862855,5.63,0,13,2.570692812932254,486.84,1,499,48.977652401708795,0.9999983987189752,0.999839871897518,1.0,1.5959165842020707e-05,0.999824678810186,0.9772727272727273,1.0,0.0018110783392471718,0.04,3,Erdos-Renyi
145,7.523333333333333,0,499,49.50311083318669,5.423333333333333,0,13,2.5585038653450396,487.05333333333334,1,499,48.999117685956634,0.9999983987189752,0.999839871897518,1.0,1.5959165842020707e-05,0.999824678810186,0.9772727272727273,1.0,0.0018110783392471718,0.04,3,Erdos-Renyi
146,7.516666666666667,0,499,49.50378914137178,5.176666666666667,0,13,2.4831449652844704,487.3066666666667,1,499,49.023364393014226,0.9999983987189752,0.999839871897518,1.0,1.5959165842020707e-05,0.999824678810186,0.9772727272727273,1.0,0.0018110783392471718,0.04,3,Erdos-Renyi
147,7.513333333333334,0,499,49.50406039448373,4.976666666666667,0,13,2.4377443564451453,487.51,1,499,49.044003516601826,0.9999989324793167,0.999839871897518,1.0,1.3052522954292239e-05,0.9999070240012268,0.9814814814814814,1.0,0.0011932690685705365,0.04,3,Erdos-Renyi
148,7.51,0,499,49.5041287423767,4.793333333333333,0,13,2.3838830824360153,487.69666666666666,1,499,49.0620178366412,0.9999989324793167,0.999839871897518,1.0,1.3052522954292239e-05,0.9999070240012268,0.9814814814814814,1.0,0.0011932690685705365,0.04,3,Erdos-Renyi
149,7.51,0,499,49.5041287423767,4.6,0,13,2.314705063668495,487.89,1,499,49.0778976062017,0.9999989324793167,0.999839871897518,1.0,1.3052522954292239e-05,0.9999070240012268,0.9814814814814814,1.0,0.0011932690685705365,0.04,3,Erdos-Renyi
150,7.5,0,499,49.50514314012655,4.433333333333334,0,11,2.210999158711199,488.06666666666666,1,499,49.091160395589625,0.9999994662396584,0.999839871897518,1.0,9.245000307278783e-06,0.9999741200828157,0.9928571428571429,1.0,0.0004299494753063184,0.04,3,Erdos-Renyi
151,7.496666666666667,0,499,49.50548081770543,4.24,0,11,2.1613200475232928,488.2633333333333,1,499,49.11069322989263,0.9999994662396584,0.999839871897518,1.0,9.245000307278783e-06,0.9999741200828157,0.9928571428571429,1.0,0.0004299494753063184,0.04,3,Erdos-Renyi
152,7.49,0,499,49.5061554903845,4.076666666666667,0,11,2.1084609507470065,488.43333333333334,1,499,49.12572317854404,0.9999994662396584,0.999839871897518,1.0,9.245000307278783e-06,0.9999741200828157,0.9928571428571429,1.0,0.0004299494753063184,0.04,3,Erdos-Renyi
153,7.483333333333333,0,499,49.506964364867926,3.93,0,10,2.0847671765935902,488.58666666666664,1,500,49.14080331786038,0.9999994662396584,0.999839871897518,1.0,9.245000307278783e-06,0.999974025974026,0.9928571428571429,1.0,0.0004307304922539479,0.04,3,Erdos-Renyi
154,7.473333333333334,0,499,49.50804085452251,3.7866666666666666,0,9,2.0612256206164914,488.74,1,500,49.156827728959286,0.9999994662396584,0.999839871897518,1.0,9.245000307278783e-06,0.9999739311783107,0.9928571428571429,1.0,0.0004315157809501262,0.04,3,Erdos-Renyi
155,7.473333333333334,0,499,49.50804085452251,3.61,0,9,1.9894117716863984,488.9166666666667,1,500,49.17333061427935,0.9999994662396584,0.999839871897518,1.0,9.245000307278783e-06,0.9999739311783107,0.9928571428571429,1.0,0.0004315157809501262,0.04,3,Erdos-Renyi
156,7.473333333333334,0,499,49.50804085452251,3.43,0,9,1.9709682186842956,489.0966666666667,1,500,49.19051070447205,0.9999994662396584,0.999839871897518,1.0,9.245000307278783e-06,0.9999739311783107,0.9928571428571429,1.0,0.0004315157809501262,0.04,3,Erdos-Renyi
157,7.47,0,499,49.508444264708075,3.29,0,9,1.9195961810567768,489.24,1,500,49.20351293981691,0.9999994662396584,0.999839871897518,1.0,9.245000307278783e-06,0.9999739311783107,0.9928571428571429,1.0,0.0004315157809501262,0.04,3,Erdos-Renyi
158,7.47,0,499,49.508444264708075,3.1433333333333335,0,9,1.8657596538251369,489.38666666666666,1,500,49.21712004211225,0.9999994662396584,0.999839871897518,1.0,9.245000307278783e-06,0.9999739311783107,0.9928571428571429,1.0,0.0004315157809501262,0.04,3,Erdos-Renyi
159,7.47,0,499,49.508444264708075,3.0,0,9,1.8030075208942804,489.53,1,500,49.23021919111625,0.9999994662396584,0.999839871897518,1.0,9.245000307278783e-06,0.9999739311783107,0.9928571428571429,1.0,0.0004315157809501262,0.04,3,Erdos-Renyi
160,7.47,0,499,49.508444264708075,2.89,0,9,1.7949855832700041,489.64,1,500,49.24164428380287,0.9999994662396584,0.999839871897518,1.0,9.245000307278783e-06,0.9999739311783107,0.9928571428571429,1.0,0.0004315157809501262,0.04,3,Erdos-Renyi
161,7.466666666666667,0,499,49.508644786382206,2.7733333333333334,0,9,1.7641796929031148,489.76,1,500,49.252768287137805,0.9999994662396584,0.999839871897518,1.0,9.245000307278783e-06,0.9999739311783107,0.9928571428571429,1.0,0.0004315157809501262,0.04,3,Erdos-Renyi
162,7.466666666666667,0,499,49.508644786382206,2.6766666666666667,0,9,1.7073877117445457,489.8566666666667,1,500,49.26078431972911,0.9999994662396584,0.999839871897518,1.0,9.245000307278783e-06,0.9999739311783107,0.9928571428571429,1.0,0.0004315157809501262,0.04,3,Erdos-Renyi
163,7.466666666666667,0,499,49.508644786382206,2.56,0,9,1.6760360944700907,489.97333333333336,1,500,49.27235708587744,0.9999994662396584,0.999839871897518,1.0,9.245000307278783e-06,0.9999739311783107,0.9928571428571429,1.0,0.0004315157809501262,0.04,3,Erdos-Renyi
164,7.466666666666667,0,499,49.508644786382206,2.4466666666666668,0,9,1.6317775221605173,490.08666666666664,1,500,49.282400566268464,0.9999994662396584,0.999839871897518,1.0,9.245000307278783e-06,0.9999739311783107,0.9928571428571429,1.0,0.0004315157809501262,0.04,3,Erdos-Renyi
165,7.466666666666667,0,499,49.508644786382206,2.3433333333333333,0,9,1.5876158127156705,490.19,1,500,49.291507812958166,0.9999994662396584,0.999839871897518,1.0,9.245000307278783e-06,0.9999739311783107,0.9928571428571429,1.0,0.0004315157809501262,0.04,3,Erdos-Renyi
166,7.466666666666667,0,499,49.508644786382206,2.236666666666667,0,8,1.5171226359561898,490.2966666666667,1,500,49.30034213543682,0.9999994662396584,0.999839871897518,1.0,9.245000307278783e-06,0.9999739311783107,0.9928571428571429,1.0,0.0004315157809501262,0.04,3,Erdos-Renyi
167,7.466666666666667,0,499,49.508644786382206,2.1333333333333333,0,8,1.4546277974057513,490.4,1,500,49.30927582386753,0.9999994662396584,0.999839871897518,1.0,9.245000307278783e-06,0.9999739311783107,0.9928571428571429,1.0,0.0004315157809501262,0.04,3,Erdos-Renyi
168,7.466666666666667,0,499,49.508644786382206,2.0566666666666666,0,8,1.4423557777194307,490.4766666666667,1,500,49.317442716302764,0.9999994662396584,0.999839871897518,1.0,9.245000307278783e-06,0.9999739311783107,0.9928571428571429,1.0,0.0004315157809501262,0.04,3,Erdos-Renyi
169,7.466666666666667,0,499,49.508644786382206,1.9933333333333334,0,8,1.4094599960589598,490.54,1,500,49.32346718059994,0.9999994662396584,0.999839871897518,1.0,9.245000307278783e-06,0.9999739311783107,0.9928571428571429,1.0,0.0004315157809501262,0.04,3,Erdos-Renyi
170,7.463333333333333,0,499,49.50884508206678,1.9233333333333333,0,8,1.3942508167551109,490.61333333333334,1,500,49.33121782803335,0.9999994662396584,0.999839871897518,1.0,9.245000307278783e-06,0.9999739311783107,0.9928571428571429,1.0,0.0004315157809501262,0.04,3,Erdos-Renyi
171,7.463333333333333,0,499,49.50884508206678,1.8633333333333333,0,7,1.3530550921884936,490.67333333333335,1,500,49.33639856095537,0.9999994662396584,0.999839871897518,1.0,9.245000307278783e-06,0.9999739311783107,0.9928571428571429,1.0,0.0004315157809501262,0.04,3,Erdos-Renyi
172,7.463333333333333,0,499,49.50884508206678,1.7766666666666666,0,7,1.343928085085593,490.76,1,500,49.34482857426309,0.9999994662396584,0.999839871897518,1.0,9.245000307278783e-06,0.9999739311783107,0.9928571428571429,1.0,0.0004315157809501262,0.04,3,Erdos-Renyi
173,7.463333333333333,0,499,49.50884508206678,1.73,0,7,1.3327995029448978,490.8066666666667,1,500,49.34977836123719,0.9999994662396584,0.999839871897518,1.0,9.245000307278783e-06,0.9999739311783107,0.9928571428571429,1.0,0.0004315157809501262,0.04,3,Erdos-Renyi
174,7.463333333333333,0,499,49.50884508206678,1.6633333333333333,0,7,1.3047336850299094,490.87333333333333,1,500,49.355687634711444,0.9999994662396584,0.999839871897518,1.0,9.245000307278783e-06,0.9999739311783107,0.9928571428571429,1.0,0.0004315157809501262,0.04,3,Erdos-Renyi
175,7.463333333333333,0,499,49.50884508206678,1.5866666666666667,0,7,1.2706444611736434,490.95,1,500,49.362567229412385,0.9999994662396584,0.999839871897518,1.0,9.245000307278783e-06,0.9999739311783107,0.9928571428571429,1.0,0.0004315157809501262,0.04,3,Erdos-Renyi
176,7.456666666666667,0,499,49.50944765306852,1.5233333333333334,0,7,1.2575347048897823,491.02,1,500,49.36899084977416,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04,3,Erdos-Renyi
177,7.456666666666667,0,499,49.50944765306852,1.4633333333333334,0,7,1.2221433372063264,491.08,1,500,49.374078205696236,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04,3,Erdos-Renyi
178,7.456666666666667,0,499,49.50944765306852,1.41,0,6,1.1859968923916042,491.1333333333333,1,500,49.37863628425962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04,3,Erdos-Renyi
179,7.456666666666667,0,499,49.50944765306852,1.3533333333333333,0,6,1.148718446408556,491.19,1,500,49.3839022286727,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04,3,Erdos-Renyi
180,7.456666666666667,0,499,49.50944765306852,1.3033333333333332,0,6,1.108490592442715,491.24,1,500,49.388729029849976,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04,3,Erdos-Renyi
181,7.456666666666667,0,499,49.50944765306852,1.2433333333333334,0,6,1.0899919711690231,491.3,1,500,49.3943587425253,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04,3,Erdos-Renyi
182,7.456666666666667,0,499,49.50944765306852,1.2066666666666668,0,6,1.0713456463104942,491.33666666666664,1,500,49.39727006480288,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04,3,Erdos-Renyi
183,7.456666666666667,0,499,49.50944765306852,1.1466666666666667,0,6,1.0337881546612677,491.39666666666665,1,500,49.40251021565177,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04,3,Erdos-Renyi
184,7.456666666666667,0,499,49.50944765306852,1.1033333333333333,0,6,1.0178945196167308,491.44,1,500,49.40603459275597,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04,3,Erdos-Renyi
185,7.456666666666667,0,499,49.50944765306852,1.0433333333333332,0,6,0.9923396674564515,491.5,1,500,49.41074179449522,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04,3,Erdos-Renyi
186,7.456666666666667,0,499,49.50944765306852,1.0033333333333334,0,6,0.9763022632633123,491.54,1,500,49.41492198769688,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04,3,Erdos-Renyi
187,7.456666666666667,0,499,49.50944765306852,0.97,0,5,0.9655088595448162,491.5733333333333,1,500,49.41826760215512,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04,3,Erdos-Renyi
188,7.453333333333333,0,499,49.50984992592738,0.9333333333333333,0,4,0.951440848318162,491.61333333333334,1,500,49.42231993659621,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04,3,Erdos-Renyi
189,7.453333333333333,0,499,49.50984992592738,0.8866666666666667,0,4,0.9327677853357126,491.66,1,500,49.426182924927865,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04,3,Erdos-Renyi
190,7.453333333333333,0,499,49.50984992592738,0.8333333333333334,0,4,0.9174391191499909,491.7133333333333,1,500,49.431461508284755,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04,3,Erdos-Renyi
191,7.453333333333333,0,499,49.50984992592738,0.7966666666666666,0,4,0.9118261779628194,491.75,1,500,49.43541612946104,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04,3,Erdos-Renyi
192,7.453333333333333,0,499,49.50984992592738,0.7633333333333333,0,4,0.8887943558056209,491.78333333333336,1,500,49.438415346051,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04,3,Erdos-Renyi
193,7.453333333333333,0,499,49.50984992592738,0.7466666666666667,0,4,0.8784804961766453,491.8,1,500,49.44014319555843,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04,3,Erdos-Renyi
194,7.453333333333333,0,499,49.50984992592738,0.72,0,4,0.8508897566232784,491.82666666666665,1,500,49.44267944523881,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04,3,Erdos-Renyi
195,7.453333333333333,0,499,49.50984992592738,0.71,0,4,0.8455470612425546,491.83666666666664,1,500,49.44369442727369,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04,3,Erdos-Renyi
196,7.453333333333333,0,499,49.50984992592738,0.6833333333333333,0,4,0.8318827955350723,491.86333333333334,1,500,49.44627829283275,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04,3,Erdos-Renyi
197,7.453333333333333,0,499,49.50984992592738,0.6533333333333333,0,4,0.8177517647293396,491.8933333333333,1,500,49.44895637433203,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04,3,Erdos-Renyi
198,7.453333333333333,0,499,49.50984992592738,0.63,0,4,0.8053541567073164,491.9166666666667,1,500,49.45167286066215,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04,3,Erdos-Renyi
