,day,s,s,s,i,i,i,r,r,r,edgecount,edgecount,edgecount,suscedgecount,suscedgecount,suscedgecount,m
,,mean,max,min,mean,max,min,mean,max,min,mean,max,min,mean,max,min,
862,63,0.0,0,0,48.45,61,36,451.55,464,439,1.0,1.0,1.0,,,,50
863,64,0.0,0,0,46.35,59,35,453.65,465,441,1.0,1.0,1.0,,,,50
864,65,0.0,0,0,44.8,58,33,455.2,467,442,1.0,1.0,1.0,,,,50
865,66,0.0,0,0,42.75,54,32,457.25,468,446,1.0,1.0,1.0,,,,50
866,67,0.0,0,0,40.8,51,29,459.2,471,449,1.0,1.0,1.0,,,,50
867,68,0.0,0,0,39.2,48,28,460.8,472,452,1.0,1.0,1.0,,,,50
868,69,0.0,0,0,37.5,47,27,462.5,473,453,1.0,1.0,1.0,,,,50
869,70,0.0,0,0,36.15,46,26,463.85,474,454,1.0,1.0,1.0,,,,50
870,71,0.0,0,0,34.4,44,23,465.6,477,456,1.0,1.0,1.0,,,,50
871,72,0.0,0,0,33.35,43,22,466.65,478,457,1.0,1.0,1.0,,,,50
872,73,0.0,0,0,32.4,41,21,467.6,479,459,1.0,1.0,1.0,,,,50
873,74,0.0,0,0,30.65,38,20,469.35,480,462,1.0,1.0,1.0,,,,50
874,75,0.0,0,0,29.25,36,19,470.75,481,464,1.0,1.0,1.0,,,,50
875,76,0.0,0,0,27.9,33,19,472.1,481,467,1.0,1.0,1.0,,,,50
876,77,0.0,0,0,26.9,33,19,473.1,481,467,1.0,1.0,1.0,,,,50
877,78,0.0,0,0,26.05,32,17,473.95,483,468,1.0,1.0,1.0,,,,50
878,79,0.0,0,0,25.15,32,16,474.85,484,468,1.0,1.0,1.0,,,,50
879,80,0.0,0,0,24.15,32,14,475.85,486,468,1.0,1.0,1.0,,,,50
880,81,0.0,0,0,23.0,32,14,477.0,486,468,1.0,1.0,1.0,,,,50
881,82,0.0,0,0,22.0,30,14,478.0,486,470,1.0,1.0,1.0,,,,50
882,83,0.0,0,0,21.4,30,13,478.6,487,470,1.0,1.0,1.0,,,,50
883,84,0.0,0,0,20.9,28,12,479.1,488,472,1.0,1.0,1.0,,,,50
884,85,0.0,0,0,20.45,28,10,479.55,490,472,1.0,1.0,1.0,,,,50
885,86,0.0,0,0,19.5,27,10,480.5,490,473,1.0,1.0,1.0,,,,50
886,87,0.0,0,0,18.8,26,10,481.2,490,474,1.0,1.0,1.0,,,,50
887,88,0.0,0,0,17.6,24,10,482.4,490,476,1.0,1.0,1.0,,,,50
888,89,0.0,0,0,16.85,24,9,483.15,491,476,1.0,1.0,1.0,,,,50
889,90,0.0,0,0,16.05,23,9,483.95,491,477,1.0,1.0,1.0,,,,50
890,91,0.0,0,0,15.45,22,9,484.55,491,478,1.0,1.0,1.0,,,,50
891,92,0.0,0,0,15.0,21,9,485.0,491,479,1.0,1.0,1.0,,,,50
892,93,0.0,0,0,14.35,21,9,485.65,491,479,1.0,1.0,1.0,,,,50
893,94,0.0,0,0,13.85,20,9,486.15,491,480,1.0,1.0,1.0,,,,50
894,95,0.0,0,0,13.25,18,9,486.75,491,482,1.0,1.0,1.0,,,,50
895,96,0.0,0,0,12.55,18,9,487.45,491,482,1.0,1.0,1.0,,,,50
896,97,0.0,0,0,12.05,17,7,487.95,493,483,1.0,1.0,1.0,,,,50
897,98,0.0,0,0,11.4,16,7,488.6,493,484,1.0,1.0,1.0,,,,50
898,99,0.0,0,0,10.95,16,6,489.05,494,484,1.0,1.0,1.0,,,,50
899,100,0.0,0,0,10.55,16,6,489.45,494,484,1.0,1.0,1.0,,,,50
900,101,0.0,0,0,10.25,15,6,489.75,494,485,1.0,1.0,1.0,,,,50
901,102,0.0,0,0,9.9,14,5,490.1,495,486,1.0,1.0,1.0,,,,50
902,103,0.0,0,0,9.7,14,5,490.3,495,486,1.0,1.0,1.0,,,,50
903,104,0.0,0,0,9.45,14,5,490.55,495,486,1.0,1.0,1.0,,,,50
904,105,0.0,0,0,9.25,14,4,490.75,496,486,1.0,1.0,1.0,,,,50
905,106,0.0,0,0,9.1,14,4,490.9,496,486,1.0,1.0,1.0,,,,50
906,107,0.0,0,0,8.95,13,4,491.05,496,487,1.0,1.0,1.0,,,,50
907,108,0.0,0,0,8.65,13,3,491.35,497,487,1.0,1.0,1.0,,,,50
908,109,0.0,0,0,8.2,13,3,491.8,497,487,1.0,1.0,1.0,,,,50
909,110,0.0,0,0,7.85,13,3,492.15,497,487,1.0,1.0,1.0,,,,50
910,111,0.0,0,0,7.45,13,2,492.55,498,487,1.0,1.0,1.0,,,,50
911,112,0.0,0,0,7.1,13,2,492.9,498,487,1.0,1.0,1.0,,,,50
912,113,0.0,0,0,7.05,13,2,492.95,498,487,1.0,1.0,1.0,,,,50
913,114,0.0,0,0,6.7,12,2,493.3,498,488,1.0,1.0,1.0,,,,50
914,115,0.0,0,0,6.4,11,2,493.6,498,489,1.0,1.0,1.0,,,,50
915,116,0.0,0,0,6.1,10,2,493.9,498,490,1.0,1.0,1.0,,,,50
916,117,0.0,0,0,5.85,10,2,494.15,498,490,1.0,1.0,1.0,,,,50
917,118,0.0,0,0,5.6,10,2,494.4,498,490,1.0,1.0,1.0,,,,50
918,119,0.0,0,0,5.4,10,2,494.6,498,490,1.0,1.0,1.0,,,,50
919,120,0.0,0,0,5.3,10,2,494.7,498,490,1.0,1.0,1.0,,,,50
920,121,0.0,0,0,5.15,10,2,494.85,498,490,1.0,1.0,1.0,,,,50
921,122,0.0,0,0,5.0,9,2,495.0,498,491,1.0,1.0,1.0,,,,50
922,123,0.0,0,0,4.8,9,2,495.2,498,491,1.0,1.0,1.0,,,,50
923,124,0.0,0,0,4.55,9,2,495.45,498,491,1.0,1.0,1.0,,,,50
924,125,0.0,0,0,4.15,8,2,495.85,498,492,1.0,1.0,1.0,,,,50
925,126,0.0,0,0,4.15,8,2,495.85,498,492,1.0,1.0,1.0,,,,50
926,127,0.0,0,0,3.9,8,1,496.1,499,492,1.0,1.0,1.0,,,,50
927,128,0.0,0,0,3.6,8,1,496.4,499,492,1.0,1.0,1.0,,,,50
928,129,0.0,0,0,3.4,8,1,496.6,499,492,1.0,1.0,1.0,,,,50
929,130,0.0,0,0,3.3,7,1,496.7,499,493,1.0,1.0,1.0,,,,50
930,131,0.0,0,0,3.2,6,1,496.8,499,494,1.0,1.0,1.0,,,,50
931,132,0.0,0,0,3.0,6,1,497.0,499,494,1.0,1.0,1.0,,,,50
932,133,0.0,0,0,2.9,6,1,497.1,499,494,1.0,1.0,1.0,,,,50
933,134,0.0,0,0,2.7,6,1,497.3,499,494,1.0,1.0,1.0,,,,50
934,135,0.0,0,0,2.65,6,1,497.35,499,494,1.0,1.0,1.0,,,,50
935,136,0.0,0,0,2.5,6,1,497.5,499,494,1.0,1.0,1.0,,,,50
936,137,0.0,0,0,2.4,6,0,497.6,500,494,1.0,1.0,1.0,,,,50
937,138,0.0,0,0,2.35,6,0,497.65,500,494,1.0,1.0,1.0,,,,50
938,139,0.0,0,0,2.35,6,0,497.65,500,494,1.0,1.0,1.0,,,,50
939,140,0.0,0,0,2.25,6,0,497.75,500,494,1.0,1.0,1.0,,,,50
940,141,0.0,0,0,2.25,6,0,497.75,500,494,1.0,1.0,1.0,,,,50
941,142,0.0,0,0,2.2,6,0,497.8,500,494,1.0,1.0,1.0,,,,50
942,143,0.0,0,0,2.2,6,0,497.8,500,494,1.0,1.0,1.0,,,,50
943,144,0.0,0,0,2.15,5,0,497.85,500,495,1.0,1.0,1.0,,,,50
944,145,0.0,0,0,2.1,5,0,497.9,500,495,1.0,1.0,1.0,,,,50
945,146,0.0,0,0,2.05,5,0,497.95,500,495,1.0,1.0,1.0,,,,50
946,147,0.0,0,0,1.95,5,0,498.05,500,495,1.0,1.0,1.0,,,,50
947,148,0.0,0,0,1.85,4,0,498.15,500,496,1.0,1.0,1.0,,,,50
948,149,0.0,0,0,1.75,4,0,498.25,500,496,1.0,1.0,1.0,,,,50
949,150,0.0,0,0,1.7,4,0,498.3,500,496,1.0,1.0,1.0,,,,50
950,151,0.0,0,0,1.6,4,0,498.4,500,496,1.0,1.0,1.0,,,,50
951,152,0.0,0,0,1.55,4,0,498.45,500,496,1.0,1.0,1.0,,,,50
952,153,0.0,0,0,1.55,4,0,498.45,500,496,1.0,1.0,1.0,,,,50
953,154,0.0,0,0,1.55,4,0,498.45,500,496,1.0,1.0,1.0,,,,50
954,155,0.0,0,0,1.5,4,0,498.5,500,496,1.0,1.0,1.0,,,,50
955,156,0.0,0,0,1.45,4,0,498.55,500,496,1.0,1.0,1.0,,,,50
956,157,0.0,0,0,1.4,4,0,498.6,500,496,1.0,1.0,1.0,,,,50
957,158,0.0,0,0,1.2,3,0,498.8,500,497,1.0,1.0,1.0,,,,50
958,159,0.0,0,0,1.05,3,0,498.95,500,497,1.0,1.0,1.0,,,,50
959,160,0.0,0,0,0.95,3,0,499.05,500,497,1.0,1.0,1.0,,,,50
960,161,0.0,0,0,0.9,3,0,499.1,500,497,1.0,1.0,1.0,,,,50
961,162,0.0,0,0,0.9,3,0,499.1,500,497,1.0,1.0,1.0,,,,50
962,163,0.0,0,0,0.9,3,0,499.1,500,497,1.0,1.0,1.0,,,,50
963,164,0.0,0,0,0.9,3,0,499.1,500,497,1.0,1.0,1.0,,,,50
964,165,0.0,0,0,0.9,3,0,499.1,500,497,1.0,1.0,1.0,,,,50
965,166,0.0,0,0,0.9,3,0,499.1,500,497,1.0,1.0,1.0,,,,50
966,167,0.0,0,0,0.9,3,0,499.1,500,497,1.0,1.0,1.0,,,,50
967,168,0.0,0,0,0.9,3,0,499.1,500,497,1.0,1.0,1.0,,,,50
968,169,0.0,0,0,0.85,3,0,499.15,500,497,1.0,1.0,1.0,,,,50
969,170,0.0,0,0,0.8,3,0,499.2,500,497,1.0,1.0,1.0,,,,50
970,171,0.0,0,0,0.8,3,0,499.2,500,497,1.0,1.0,1.0,,,,50
971,172,0.0,0,0,0.8,3,0,499.2,500,497,1.0,1.0,1.0,,,,50
972,173,0.0,0,0,0.7,3,0,499.3,500,497,1.0,1.0,1.0,,,,50
973,174,0.0,0,0,0.7,3,0,499.3,500,497,1.0,1.0,1.0,,,,50
974,175,0.0,0,0,0.7,3,0,499.3,500,497,1.0,1.0,1.0,,,,50
975,176,0.0,0,0,0.7,3,0,499.3,500,497,1.0,1.0,1.0,,,,50
976,177,0.0,0,0,0.7,3,0,499.3,500,497,1.0,1.0,1.0,,,,50
977,178,0.0,0,0,0.55,2,0,499.45,500,498,1.0,1.0,1.0,,,,50
978,179,0.0,0,0,0.55,2,0,499.45,500,498,1.0,1.0,1.0,,,,50
979,180,0.0,0,0,0.55,2,0,499.45,500,498,1.0,1.0,1.0,,,,50
980,181,0.0,0,0,0.55,2,0,499.45,500,498,1.0,1.0,1.0,,,,50
981,182,0.0,0,0,0.55,2,0,499.45,500,498,1.0,1.0,1.0,,,,50
982,183,0.0,0,0,0.55,2,0,499.45,500,498,1.0,1.0,1.0,,,,50
983,184,0.0,0,0,0.45,2,0,499.55,500,498,1.0,1.0,1.0,,,,50
984,185,0.0,0,0,0.45,2,0,499.55,500,498,1.0,1.0,1.0,,,,50
985,186,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,50
986,187,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,50
987,188,0.0,0,0,0.35,2,0,499.65,500,498,1.0,1.0,1.0,,,,50
988,189,0.0,0,0,0.3,2,0,499.7,500,498,1.0,1.0,1.0,,,,50
989,190,0.0,0,0,0.3,2,0,499.7,500,498,1.0,1.0,1.0,,,,50
990,191,0.0,0,0,0.25,1,0,499.75,500,499,1.0,1.0,1.0,,,,50
991,192,0.0,0,0,0.25,1,0,499.75,500,499,1.0,1.0,1.0,,,,50
992,193,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,50
993,194,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,50
994,195,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,50
995,196,0.0,0,0,0.15,1,0,499.85,500,499,1.0,1.0,1.0,,,,50
996,197,0.0,0,0,0.15,1,0,499.85,500,499,1.0,1.0,1.0,,,,50
997,198,0.0,0,0,0.15,1,0,499.85,500,499,1.0,1.0,1.0,,,,50
998,199,0.0,0,0,0.15,1,0,499.85,500,499,1.0,1.0,1.0,,,,50
999,200,0.0,0,0,0.15,1,0,499.85,500,499,1.0,1.0,1.0,,,,50
