,day,s,s,s,i,i,i,r,r,r,V,T
,,mean,max,min,mean,max,min,mean,max,min,,
15349,150,0.0,0,0,1.6,5,0,498.4,500,495,0.09,35
15350,151,0.0,0,0,1.6,5,0,498.4,500,495,0.09,35
15351,152,0.0,0,0,1.5,5,0,498.5,500,495,0.09,35
15352,153,0.0,0,0,1.4,5,0,498.6,500,495,0.09,35
15353,154,0.0,0,0,1.4,5,0,498.6,500,495,0.09,35
15354,155,0.0,0,0,1.3,5,0,498.7,500,495,0.09,35
15355,156,0.0,0,0,1.3,5,0,498.7,500,495,0.09,35
15356,157,0.0,0,0,1.2,5,0,498.8,500,495,0.09,35
15357,158,0.0,0,0,1.1,5,0,498.9,500,495,0.09,35
15358,159,0.0,0,0,1.1,5,0,498.9,500,495,0.09,35
15359,160,0.0,0,0,1.1,5,0,498.9,500,495,0.09,35
15360,161,0.0,0,0,1.0,5,0,499.0,500,495,0.09,35
15361,162,0.0,0,0,1.0,5,0,499.0,500,495,0.09,35
15362,163,0.0,0,0,0.9,4,0,499.1,500,496,0.09,35
15363,164,0.0,0,0,0.9,4,0,499.1,500,496,0.09,35
15364,165,0.0,0,0,0.9,4,0,499.1,500,496,0.09,35
15365,166,0.0,0,0,0.8,4,0,499.2,500,496,0.09,35
15366,167,0.0,0,0,0.8,4,0,499.2,500,496,0.09,35
15367,168,0.0,0,0,0.8,4,0,499.2,500,496,0.09,35
15368,169,0.0,0,0,0.7,3,0,499.3,500,497,0.09,35
15369,170,0.0,0,0,0.7,3,0,499.3,500,497,0.09,35
15370,171,0.0,0,0,0.7,3,0,499.3,500,497,0.09,35
15371,172,0.0,0,0,0.7,3,0,499.3,500,497,0.09,35
15372,173,0.0,0,0,0.6,3,0,499.4,500,497,0.09,35
15373,174,0.0,0,0,0.6,3,0,499.4,500,497,0.09,35
15374,175,0.0,0,0,0.6,3,0,499.4,500,497,0.09,35
15375,176,0.0,0,0,0.6,3,0,499.4,500,497,0.09,35
15376,177,0.0,0,0,0.6,3,0,499.4,500,497,0.09,35
15377,178,0.0,0,0,0.6,3,0,499.4,500,497,0.09,35
15378,179,0.0,0,0,0.6,3,0,499.4,500,497,0.09,35
15379,180,0.0,0,0,0.6,3,0,499.4,500,497,0.09,35
15380,181,0.0,0,0,0.6,3,0,499.4,500,497,0.09,35
15381,182,0.0,0,0,0.6,3,0,499.4,500,497,0.09,35
15382,183,0.0,0,0,0.6,3,0,499.4,500,497,0.09,35
15383,184,0.0,0,0,0.6,3,0,499.4,500,497,0.09,35
15384,185,0.0,0,0,0.6,3,0,499.4,500,497,0.09,35
15385,186,0.0,0,0,0.6,3,0,499.4,500,497,0.09,35
15386,187,0.0,0,0,0.6,3,0,499.4,500,497,0.09,35
15387,188,0.0,0,0,0.6,3,0,499.4,500,497,0.09,35
15388,189,0.0,0,0,0.6,3,0,499.4,500,497,0.09,35
15389,190,0.0,0,0,0.6,3,0,499.4,500,497,0.09,35
15390,191,0.0,0,0,0.6,3,0,499.4,500,497,0.09,35
15391,192,0.0,0,0,0.6,3,0,499.4,500,497,0.09,35
15392,193,0.0,0,0,0.4,3,0,499.6,500,497,0.09,35
15393,194,0.0,0,0,0.4,3,0,499.6,500,497,0.09,35
15394,195,0.0,0,0,0.4,3,0,499.6,500,497,0.09,35
15395,196,0.0,0,0,0.4,3,0,499.6,500,497,0.09,35
15396,197,0.0,0,0,0.4,3,0,499.6,500,497,0.09,35
15397,198,0.0,0,0,0.4,3,0,499.6,500,497,0.09,35
15398,199,0.0,0,0,0.4,3,0,499.6,500,497,0.09,35
15399,200,0.0,0,0,0.4,3,0,499.6,500,497,0.09,35
15400,1,498.0,499,496,1.9,4,1,0.1,1,0,0.09,42
15401,2,495.9,499,491,3.7,9,0,0.4,1,0,0.09,42
15402,3,491.8,499,484,7.6,16,0,0.6,1,0,0.09,42
15403,4,483.8,499,464,14.9,36,0,1.3,4,0,0.09,42
15404,5,467.3,499,427,30.2,69,0,2.5,5,1,0.09,42
15405,6,435.5,499,365,59.6,127,0,4.9,8,1,0.09,42
15406,7,382.9,499,273,107.1,206,0,10.0,21,1,0.09,42
15407,8,306.2,499,174,177.8,293,0,16.0,33,1,0.09,42
15408,9,218.5,499,83,254.5,380,0,27.0,52,1,0.09,42
15409,10,146.3,499,36,313.4,413,0,40.3,65,1,0.09,42
15410,11,97.6,499,15,347.7,420,0,54.7,84,1,0.09,42
15411,12,70.7,499,4,356.5,413,0,72.8,107,1,0.09,42
15412,13,60.0,499,3,354.1,409,0,85.9,122,1,0.09,42
15413,14,54.1,499,1,346.9,406,0,99.0,130,1,0.09,42
15414,15,52.3,499,0,334.9,392,0,112.8,145,1,0.09,42
15415,16,51.5,499,0,321.5,377,0,127.0,157,1,0.09,42
15416,17,50.8,499,0,308.4,361,0,140.8,177,1,0.09,42
15417,18,50.5,499,0,297.9,348,0,151.6,189,1,0.09,42
15418,19,50.1,499,0,286.9,336,0,163.0,200,1,0.09,42
15419,20,50.1,499,0,274.3,326,0,175.6,220,1,0.09,42
15420,21,50.0,499,0,264.0,313,0,186.0,241,1,0.09,42
15421,22,50.0,499,0,252.2,302,0,197.8,248,1,0.09,42
15422,23,50.0,499,0,242.9,291,0,207.1,256,1,0.09,42
15423,24,49.9,499,0,234.3,284,0,215.8,270,1,0.09,42
15424,25,49.9,499,0,225.2,275,0,224.9,283,1,0.09,42
15425,26,49.9,499,0,216.4,271,0,233.7,295,1,0.09,42
15426,27,49.9,499,0,208.7,261,0,241.4,299,1,0.09,42
15427,28,49.9,499,0,201.8,252,0,248.3,306,1,0.09,42
15428,29,49.9,499,0,192.9,239,0,257.2,316,1,0.09,42
15429,30,49.9,499,0,185.2,230,0,264.9,324,1,0.09,42
15430,31,49.9,499,0,177.3,223,0,272.8,335,1,0.09,42
15431,32,49.9,499,0,169.2,215,0,280.9,343,1,0.09,42
15432,33,49.9,499,0,162.3,208,0,287.8,348,1,0.09,42
15433,34,49.9,499,0,156.3,203,0,293.8,355,1,0.09,42
15434,35,49.9,499,0,150.2,193,0,299.9,358,1,0.09,42
15435,36,49.9,499,0,142.5,180,0,307.6,364,1,0.09,42
15436,37,49.9,499,0,137.5,173,0,312.6,369,1,0.09,42
15437,38,49.9,499,0,133.3,165,0,316.8,372,1,0.09,42
15438,39,49.9,499,0,128.2,160,0,321.9,378,1,0.09,42
15439,40,49.9,499,0,122.8,152,0,327.3,380,1,0.09,42
15440,41,49.9,499,0,118.1,151,0,332.0,386,1,0.09,42
15441,42,49.9,499,0,112.3,144,0,337.8,392,1,0.09,42
15442,43,49.9,499,0,109.2,143,0,340.9,394,1,0.09,42
15443,44,49.9,499,0,106.7,139,0,343.4,397,1,0.09,42
15444,45,49.9,499,0,104.5,133,0,345.6,399,1,0.09,42
15445,46,49.9,499,0,100.6,129,0,349.5,402,1,0.09,42
15446,47,49.9,499,0,97.3,125,0,352.8,405,1,0.09,42
15447,48,49.9,499,0,92.1,117,0,358.0,409,1,0.09,42
15448,49,49.9,499,0,88.6,112,0,361.5,412,1,0.09,42
15449,50,49.9,499,0,85.1,107,0,365.0,414,1,0.09,42
15450,51,49.9,499,0,82.1,103,0,368.0,415,1,0.09,42
15451,52,49.9,499,0,79.3,99,0,370.8,421,1,0.09,42
15452,53,49.9,499,0,77.0,97,0,373.1,422,1,0.09,42
15453,54,49.9,499,0,73.1,93,0,377.0,426,1,0.09,42
15454,55,49.9,499,0,70.8,89,0,379.3,430,1,0.09,42
15455,56,49.9,499,0,67.6,86,0,382.5,434,1,0.09,42
15456,57,49.9,499,0,64.9,83,0,385.2,438,1,0.09,42
15457,58,49.9,499,0,62.2,82,0,387.9,438,1,0.09,42
15458,59,49.9,499,0,59.4,79,0,390.7,442,1,0.09,42
15459,60,49.9,499,0,57.2,74,0,392.9,444,1,0.09,42
15460,61,49.9,499,0,54.9,71,0,395.2,447,1,0.09,42
15461,62,49.9,499,0,52.5,68,0,397.6,450,1,0.09,42
15462,63,49.9,499,0,51.1,66,0,399.0,450,1,0.09,42
15463,64,49.9,499,0,48.6,62,0,401.5,453,1,0.09,42
15464,65,49.9,499,0,46.8,60,0,403.3,454,1,0.09,42
15465,66,49.9,499,0,45.5,57,0,404.6,455,1,0.09,42
15466,67,49.9,499,0,43.2,55,0,406.9,458,1,0.09,42
15467,68,49.9,499,0,41.4,53,0,408.7,462,1,0.09,42
15468,69,49.9,499,0,39.7,52,0,410.4,464,1,0.09,42
15469,70,49.9,499,0,38.4,51,0,411.7,468,1,0.09,42
15470,71,49.9,499,0,36.9,49,0,413.2,471,1,0.09,42
15471,72,49.9,499,0,35.6,49,0,414.5,473,1,0.09,42
15472,73,49.9,499,0,33.5,47,0,416.6,475,1,0.09,42
15473,74,49.9,499,0,32.1,44,0,418.0,475,1,0.09,42
15474,75,49.9,499,0,31.1,42,0,419.0,479,1,0.09,42
15475,76,49.9,499,0,29.6,39,0,420.5,480,1,0.09,42
15476,77,49.9,499,0,28.2,38,0,421.9,480,1,0.09,42
15477,78,49.9,499,0,27.3,38,0,422.8,481,1,0.09,42
15478,79,49.9,499,0,26.3,37,0,423.8,481,1,0.09,42
15479,80,49.9,499,0,25.6,37,0,424.5,482,1,0.09,42
15480,81,49.9,499,0,24.7,36,0,425.4,482,1,0.09,42
15481,82,49.9,499,0,23.6,33,0,426.5,482,1,0.09,42
15482,83,49.9,499,0,22.4,31,0,427.7,483,1,0.09,42
15483,84,49.9,499,0,21.9,30,0,428.2,483,1,0.09,42
15484,85,49.9,499,0,21.1,28,0,429.0,483,1,0.09,42
15485,86,49.9,499,0,20.6,28,0,429.5,485,1,0.09,42
15486,87,49.9,499,0,19.6,27,0,430.5,485,1,0.09,42
15487,88,49.9,499,0,18.6,26,0,431.5,487,1,0.09,42
15488,89,49.9,499,0,17.9,24,0,432.2,487,1,0.09,42
15489,90,49.9,499,0,17.6,24,0,432.5,487,1,0.09,42
15490,91,49.9,499,0,17.0,24,0,433.1,488,1,0.09,42
15491,92,49.9,499,0,16.9,24,0,433.2,488,1,0.09,42
15492,93,49.9,499,0,16.1,23,0,434.0,489,1,0.09,42
15493,94,49.9,499,0,15.5,23,0,434.6,490,1,0.09,42
15494,95,49.9,499,0,15.4,23,0,434.7,490,1,0.09,42
15495,96,49.9,499,0,14.5,22,0,435.6,491,1,0.09,42
15496,97,49.9,499,0,14.0,21,0,436.1,491,1,0.09,42
15497,98,49.9,499,0,13.6,21,0,436.5,491,1,0.09,42
15498,99,49.9,499,0,12.9,20,0,437.2,492,1,0.09,42
15499,100,49.9,499,0,12.3,19,0,437.8,492,1,0.09,42
15500,101,49.9,499,0,11.8,19,0,438.3,492,1,0.09,42
15501,102,49.9,499,0,11.4,18,0,438.7,492,1,0.09,42
15502,103,49.9,499,0,11.0,18,0,439.1,493,1,0.09,42
15503,104,49.9,499,0,10.8,18,0,439.3,493,1,0.09,42
15504,105,49.9,499,0,10.1,18,0,440.0,495,1,0.09,42
15505,106,49.9,499,0,9.8,18,0,440.3,495,1,0.09,42
15506,107,49.9,499,0,9.5,17,0,440.6,495,1,0.09,42
15507,108,49.9,499,0,9.3,16,0,440.8,495,1,0.09,42
15508,109,49.9,499,0,9.0,16,0,441.1,495,1,0.09,42
15509,110,49.9,499,0,8.4,16,0,441.7,495,1,0.09,42
15510,111,49.9,499,0,8.1,15,0,442.0,496,1,0.09,42
15511,112,49.9,499,0,7.7,15,0,442.4,496,1,0.09,42
15512,113,49.9,499,0,7.3,13,0,442.8,496,1,0.09,42
15513,114,49.9,499,0,7.2,13,0,442.9,496,1,0.09,42
15514,115,49.9,499,0,7.0,13,0,443.1,497,1,0.09,42
15515,116,49.9,499,0,6.8,12,0,443.3,497,1,0.09,42
15516,117,49.9,499,0,6.3,12,0,443.8,497,1,0.09,42
15517,118,49.9,499,0,6.0,11,0,444.1,497,1,0.09,42
15518,119,49.9,499,0,5.7,11,0,444.4,498,1,0.09,42
15519,120,49.9,499,0,5.4,10,0,444.7,498,1,0.09,42
15520,121,49.9,499,0,5.3,10,0,444.8,498,1,0.09,42
15521,122,49.9,499,0,5.1,10,0,445.0,498,1,0.09,42
15522,123,49.9,499,0,4.9,9,0,445.2,498,1,0.09,42
15523,124,49.9,499,0,4.7,9,0,445.4,498,1,0.09,42
15524,125,49.9,499,0,4.7,9,0,445.4,498,1,0.09,42
15525,126,49.9,499,0,4.3,7,0,445.8,498,1,0.09,42
15526,127,49.9,499,0,4.3,7,0,445.8,498,1,0.09,42
15527,128,49.9,499,0,4.1,7,0,446.0,498,1,0.09,42
15528,129,49.9,499,0,4.0,7,0,446.1,498,1,0.09,42
15529,130,49.9,499,0,4.0,7,0,446.1,498,1,0.09,42
15530,131,49.9,499,0,4.0,7,0,446.1,498,1,0.09,42
15531,132,49.9,499,0,3.4,5,0,446.7,498,1,0.09,42
15532,133,49.9,499,0,3.3,5,0,446.8,498,1,0.09,42
15533,134,49.9,499,0,3.1,5,0,447.0,498,1,0.09,42
15534,135,49.9,499,0,3.1,5,0,447.0,498,1,0.09,42
15535,136,49.9,499,0,3.0,5,0,447.1,498,1,0.09,42
15536,137,49.9,499,0,2.9,5,0,447.2,498,1,0.09,42
15537,138,49.9,499,0,2.9,5,0,447.2,498,1,0.09,42
15538,139,49.9,499,0,2.8,5,0,447.3,498,1,0.09,42
15539,140,49.9,499,0,2.5,4,0,447.6,498,1,0.09,42
15540,141,49.9,499,0,2.4,4,0,447.7,499,1,0.09,42
15541,142,49.9,499,0,2.4,4,0,447.7,499,1,0.09,42
15542,143,49.9,499,0,2.4,4,0,447.7,499,1,0.09,42
15543,144,49.9,499,0,2.3,4,0,447.8,499,1,0.09,42
15544,145,49.9,499,0,2.2,4,0,447.9,499,1,0.09,42
15545,146,49.9,499,0,2.1,4,0,448.0,499,1,0.09,42
15546,147,49.9,499,0,1.9,4,0,448.2,499,1,0.09,42
15547,148,49.9,499,0,1.8,4,0,448.3,499,1,0.09,42
15548,149,49.9,499,0,1.8,4,0,448.3,499,1,0.09,42
15549,150,49.9,499,0,1.8,4,0,448.3,499,1,0.09,42
15550,151,49.9,499,0,1.5,4,0,448.6,499,1,0.09,42
15551,152,49.9,499,0,1.5,4,0,448.6,499,1,0.09,42
15552,153,49.9,499,0,1.4,3,0,448.7,499,1,0.09,42
15553,154,49.9,499,0,1.2,3,0,448.9,500,1,0.09,42
15554,155,49.9,499,0,1.2,3,0,448.9,500,1,0.09,42
15555,156,49.9,499,0,1.2,3,0,448.9,500,1,0.09,42
15556,157,49.9,499,0,1.0,3,0,449.1,500,1,0.09,42
15557,158,49.9,499,0,1.0,3,0,449.1,500,1,0.09,42
15558,159,49.9,499,0,1.0,3,0,449.1,500,1,0.09,42
15559,160,49.9,499,0,1.0,3,0,449.1,500,1,0.09,42
15560,161,49.9,499,0,1.0,3,0,449.1,500,1,0.09,42
15561,162,49.9,499,0,1.0,3,0,449.1,500,1,0.09,42
15562,163,49.9,499,0,1.0,3,0,449.1,500,1,0.09,42
15563,164,49.9,499,0,1.0,3,0,449.1,500,1,0.09,42
15564,165,49.9,499,0,0.9,2,0,449.2,500,1,0.09,42
15565,166,49.9,499,0,0.8,2,0,449.3,500,1,0.09,42
15566,167,49.9,499,0,0.8,2,0,449.3,500,1,0.09,42
15567,168,49.9,499,0,0.8,2,0,449.3,500,1,0.09,42
15568,169,49.9,499,0,0.5,2,0,449.6,500,1,0.09,42
15569,170,49.9,499,0,0.5,2,0,449.6,500,1,0.09,42
15570,171,49.9,499,0,0.5,2,0,449.6,500,1,0.09,42
15571,172,49.9,499,0,0.5,2,0,449.6,500,1,0.09,42
15572,173,49.9,499,0,0.5,2,0,449.6,500,1,0.09,42
15573,174,49.9,499,0,0.5,2,0,449.6,500,1,0.09,42
15574,175,49.9,499,0,0.5,2,0,449.6,500,1,0.09,42
15575,176,49.9,499,0,0.5,2,0,449.6,500,1,0.09,42
15576,177,49.9,499,0,0.5,2,0,449.6,500,1,0.09,42
15577,178,49.9,499,0,0.5,2,0,449.6,500,1,0.09,42
15578,179,49.9,499,0,0.5,2,0,449.6,500,1,0.09,42
15579,180,49.9,499,0,0.4,1,0,449.7,500,1,0.09,42
15580,181,49.9,499,0,0.4,1,0,449.7,500,1,0.09,42
15581,182,49.9,499,0,0.4,1,0,449.7,500,1,0.09,42
15582,183,49.9,499,0,0.3,1,0,449.8,500,1,0.09,42
15583,184,49.9,499,0,0.3,1,0,449.8,500,1,0.09,42
15584,185,49.9,499,0,0.3,1,0,449.8,500,1,0.09,42
15585,186,49.9,499,0,0.3,1,0,449.8,500,1,0.09,42
15586,187,49.9,499,0,0.3,1,0,449.8,500,1,0.09,42
15587,188,49.9,499,0,0.3,1,0,449.8,500,1,0.09,42
15588,189,49.9,499,0,0.3,1,0,449.8,500,1,0.09,42
15589,190,49.9,499,0,0.3,1,0,449.8,500,1,0.09,42
15590,191,49.9,499,0,0.3,1,0,449.8,500,1,0.09,42
15591,192,49.9,499,0,0.2,1,0,449.9,500,1,0.09,42
15592,193,49.9,499,0,0.2,1,0,449.9,500,1,0.09,42
15593,194,49.9,499,0,0.2,1,0,449.9,500,1,0.09,42
15594,195,49.9,499,0,0.2,1,0,449.9,500,1,0.09,42
15595,196,49.9,499,0,0.2,1,0,449.9,500,1,0.09,42
15596,197,49.9,499,0,0.2,1,0,449.9,500,1,0.09,42
15597,198,49.9,499,0,0.2,1,0,449.9,500,1,0.09,42
15598,199,49.9,499,0,0.2,1,0,449.9,500,1,0.09,42
15599,200,49.9,499,0,0.2,1,0,449.9,500,1,0.09,42
15600,1,497.7,499,495,2.3,5,1,0.0,0,0,0.09,49
15601,2,496.0,499,493,3.8,7,1,0.2,1,0,0.09,49
15602,3,491.1,497,484,8.7,15,3,0.2,1,0,0.09,49
15603,4,480.4,492,468,18.6,31,7,1.0,3,0,0.09,49
15604,5,461.1,484,440,35.7,55,14,3.2,8,1,0.09,49
15605,6,422.0,467,382,71.8,111,31,6.2,14,2,0.09,49
15606,7,358.1,430,295,130.0,192,64,11.9,18,6,0.09,49
15607,8,271.4,373,186,207.6,286,116,21.0,31,11,0.09,49
15608,9,177.1,285,107,287.4,354,194,35.5,59,20,0.09,49
15609,10,96.7,178,47,354.6,399,289,48.7,75,30,0.09,49
15610,11,45.0,99,17,389.0,425,355,66.0,94,46,0.09,49
15611,12,18.7,47,6,399.3,417,385,82.0,105,56,0.09,49
15612,13,8.3,16,3,391.7,411,372,100.0,125,74,0.09,49
15613,14,3.3,9,0,379.1,400,349,117.6,149,91,0.09,49
15614,15,1.6,5,0,365.0,389,341,133.4,157,106,0.09,49
15615,16,0.7,2,0,351.6,381,329,147.7,169,117,0.09,49
15616,17,0.6,2,0,336.0,371,314,163.4,186,127,0.09,49
15617,18,0.2,1,0,322.2,357,297,177.6,203,142,0.09,49
15618,19,0.1,1,0,309.6,345,288,190.3,212,155,0.09,49
15619,20,0.1,1,0,296.5,329,272,203.4,228,171,0.09,49
15620,21,0.1,1,0,283.9,316,263,216.0,237,184,0.09,49
15621,22,0.0,0,0,273.7,302,252,226.3,248,198,0.09,49
15622,23,0.0,0,0,261.8,289,245,238.2,255,211,0.09,49
15623,24,0.0,0,0,251.9,273,232,248.1,268,227,0.09,49
15624,25,0.0,0,0,241.6,261,221,258.4,279,239,0.09,49
15625,26,0.0,0,0,232.6,250,213,267.4,287,250,0.09,49
15626,27,0.0,0,0,223.5,245,198,276.5,302,255,0.09,49
15627,28,0.0,0,0,214.1,234,193,285.9,307,266,0.09,49
15628,29,0.0,0,0,207.0,227,191,293.0,309,273,0.09,49
15629,30,0.0,0,0,199.7,216,187,300.3,313,284,0.09,49
15630,31,0.0,0,0,190.2,207,178,309.8,322,293,0.09,49
15631,32,0.0,0,0,181.5,200,169,318.5,331,300,0.09,49
15632,33,0.0,0,0,173.2,190,160,326.8,340,310,0.09,49
15633,34,0.0,0,0,167.1,184,154,332.9,346,316,0.09,49
15634,35,0.0,0,0,161.3,180,146,338.7,354,320,0.09,49
15635,36,0.0,0,0,154.9,173,137,345.1,363,327,0.09,49
15636,37,0.0,0,0,150.2,168,130,349.8,370,332,0.09,49
15637,38,0.0,0,0,144.5,162,125,355.5,375,338,0.09,49
15638,39,0.0,0,0,138.6,152,120,361.4,380,348,0.09,49
15639,40,0.0,0,0,132.3,145,117,367.7,383,355,0.09,49
15640,41,0.0,0,0,127.2,138,115,372.8,385,362,0.09,49
15641,42,0.0,0,0,122.7,134,111,377.3,389,366,0.09,49
15642,43,0.0,0,0,117.7,130,107,382.3,393,370,0.09,49
15643,44,0.0,0,0,113.4,125,100,386.6,400,375,0.09,49
15644,45,0.0,0,0,109.2,124,96,390.8,404,376,0.09,49
15645,46,0.0,0,0,104.6,120,89,395.4,411,380,0.09,49
15646,47,0.0,0,0,100.7,117,86,399.3,414,383,0.09,49
15647,48,0.0,0,0,97.0,111,82,403.0,418,389,0.09,49
15648,49,0.0,0,0,93.0,106,76,407.0,424,394,0.09,49
15649,50,0.0,0,0,88.7,104,71,411.3,429,396,0.09,49
15650,51,0.0,0,0,84.2,98,69,415.8,431,402,0.09,49
15651,52,0.0,0,0,79.8,94,63,420.2,437,406,0.09,49
15652,53,0.0,0,0,76.1,90,63,423.9,437,410,0.09,49
15653,54,0.0,0,0,72.7,82,60,427.3,440,418,0.09,49
15654,55,0.0,0,0,70.1,80,57,429.9,443,420,0.09,49
15655,56,0.0,0,0,67.4,78,54,432.6,446,422,0.09,49
15656,57,0.0,0,0,63.9,76,48,436.1,452,424,0.09,49
15657,58,0.0,0,0,61.5,74,47,438.5,453,426,0.09,49
15658,59,0.0,0,0,59.4,72,46,440.6,454,428,0.09,49
15659,60,0.0,0,0,56.3,66,42,443.7,458,434,0.09,49
15660,61,0.0,0,0,53.5,64,36,446.5,464,436,0.09,49
15661,62,0.0,0,0,51.0,58,35,449.0,465,442,0.09,49
15662,63,0.0,0,0,49.1,56,33,450.9,467,444,0.09,49
15663,64,0.0,0,0,47.3,55,31,452.7,469,445,0.09,49
15664,65,0.0,0,0,45.8,55,31,454.2,469,445,0.09,49
15665,66,0.0,0,0,44.3,54,26,455.7,474,446,0.09,49
15666,67,0.0,0,0,42.8,52,23,457.2,477,448,0.09,49
15667,68,0.0,0,0,41.4,51,22,458.6,478,449,0.09,49
15668,69,0.0,0,0,40.1,51,21,459.9,479,449,0.09,49
15669,70,0.0,0,0,37.7,49,18,462.3,482,451,0.09,49
15670,71,0.0,0,0,35.6,45,17,464.4,483,455,0.09,49
15671,72,0.0,0,0,34.6,44,17,465.4,483,456,0.09,49
15672,73,0.0,0,0,32.6,39,16,467.4,484,461,0.09,49
15673,74,0.0,0,0,31.7,37,16,468.3,484,463,0.09,49
15674,75,0.0,0,0,30.6,36,16,469.4,484,464,0.09,49
15675,76,0.0,0,0,29.4,34,16,470.6,484,466,0.09,49
15676,77,0.0,0,0,28.3,33,15,471.7,485,467,0.09,49
15677,78,0.0,0,0,27.0,32,15,473.0,485,468,0.09,49
15678,79,0.0,0,0,26.2,31,14,473.8,486,469,0.09,49
15679,80,0.0,0,0,24.9,29,14,475.1,486,471,0.09,49
15680,81,0.0,0,0,23.7,27,12,476.3,488,473,0.09,49
15681,82,0.0,0,0,22.8,27,12,477.2,488,473,0.09,49
15682,83,0.0,0,0,22.2,27,12,477.8,488,473,0.09,49
15683,84,0.0,0,0,21.3,26,11,478.7,489,474,0.09,49
15684,85,0.0,0,0,20.3,25,10,479.7,490,475,0.09,49
15685,86,0.0,0,0,19.9,25,10,480.1,490,475,0.09,49
15686,87,0.0,0,0,18.8,23,10,481.2,490,477,0.09,49
15687,88,0.0,0,0,17.9,22,8,482.1,492,478,0.09,49
15688,89,0.0,0,0,17.4,21,8,482.6,492,479,0.09,49
15689,90,0.0,0,0,16.4,20,8,483.6,492,480,0.09,49
15690,91,0.0,0,0,15.2,19,7,484.8,493,481,0.09,49
15691,92,0.0,0,0,14.6,18,7,485.4,493,482,0.09,49
15692,93,0.0,0,0,14.2,17,7,485.8,493,483,0.09,49
15693,94,0.0,0,0,13.6,16,6,486.4,494,484,0.09,49
15694,95,0.0,0,0,13.1,16,5,486.9,495,484,0.09,49
15695,96,0.0,0,0,12.8,16,5,487.2,495,484,0.09,49
15696,97,0.0,0,0,12.3,16,5,487.7,495,484,0.09,49
15697,98,0.0,0,0,11.8,16,5,488.2,495,484,0.09,49
15698,99,0.0,0,0,11.4,16,4,488.6,496,484,0.09,49
15699,100,0.0,0,0,10.9,15,4,489.1,496,485,0.09,49
15700,101,0.0,0,0,10.0,14,2,490.0,498,486,0.09,49
15701,102,0.0,0,0,9.9,14,2,490.1,498,486,0.09,49
15702,103,0.0,0,0,9.3,14,2,490.7,498,486,0.09,49
15703,104,0.0,0,0,9.0,14,2,491.0,498,486,0.09,49
15704,105,0.0,0,0,8.4,13,2,491.6,498,487,0.09,49
15705,106,0.0,0,0,7.8,13,2,492.2,498,487,0.09,49
15706,107,0.0,0,0,7.6,13,1,492.4,499,487,0.09,49
15707,108,0.0,0,0,7.2,13,1,492.8,499,487,0.09,49
15708,109,0.0,0,0,6.8,11,1,493.2,499,489,0.09,49
15709,110,0.0,0,0,6.6,11,1,493.4,499,489,0.09,49
15710,111,0.0,0,0,6.3,11,1,493.7,499,489,0.09,49
15711,112,0.0,0,0,6.0,11,1,494.0,499,489,0.09,49
15712,113,0.0,0,0,5.7,11,1,494.3,499,489,0.09,49
15713,114,0.0,0,0,5.3,10,1,494.7,499,490,0.09,49
15714,115,0.0,0,0,5.0,9,1,495.0,499,491,0.09,49
15715,116,0.0,0,0,5.0,9,1,495.0,499,491,0.09,49
15716,117,0.0,0,0,4.8,9,1,495.2,499,491,0.09,49
15717,118,0.0,0,0,4.8,9,1,495.2,499,491,0.09,49
15718,119,0.0,0,0,4.7,9,1,495.3,499,491,0.09,49
15719,120,0.0,0,0,4.5,8,1,495.5,499,492,0.09,49
15720,121,0.0,0,0,4.5,8,1,495.5,499,492,0.09,49
15721,122,0.0,0,0,4.4,8,1,495.6,499,492,0.09,49
15722,123,0.0,0,0,4.3,8,1,495.7,499,492,0.09,49
15723,124,0.0,0,0,4.2,8,1,495.8,499,492,0.09,49
15724,125,0.0,0,0,4.1,8,1,495.9,499,492,0.09,49
15725,126,0.0,0,0,3.8,8,1,496.2,499,492,0.09,49
15726,127,0.0,0,0,3.8,8,1,496.2,499,492,0.09,49
15727,128,0.0,0,0,3.7,7,1,496.3,499,493,0.09,49
15728,129,0.0,0,0,3.5,7,1,496.5,499,493,0.09,49
15729,130,0.0,0,0,3.2,7,1,496.8,499,493,0.09,49
15730,131,0.0,0,0,3.1,7,1,496.9,499,493,0.09,49
15731,132,0.0,0,0,3.0,6,1,497.0,499,494,0.09,49
15732,133,0.0,0,0,2.7,6,1,497.3,499,494,0.09,49
15733,134,0.0,0,0,2.7,6,1,497.3,499,494,0.09,49
15734,135,0.0,0,0,2.6,6,1,497.4,499,494,0.09,49
15735,136,0.0,0,0,2.6,6,1,497.4,499,494,0.09,49
15736,137,0.0,0,0,2.5,6,0,497.5,500,494,0.09,49
15737,138,0.0,0,0,2.3,6,0,497.7,500,494,0.09,49
15738,139,0.0,0,0,2.1,6,0,497.9,500,494,0.09,49
15739,140,0.0,0,0,2.1,6,0,497.9,500,494,0.09,49
15740,141,0.0,0,0,1.9,6,0,498.1,500,494,0.09,49
15741,142,0.0,0,0,1.9,6,0,498.1,500,494,0.09,49
15742,143,0.0,0,0,1.9,6,0,498.1,500,494,0.09,49
15743,144,0.0,0,0,1.8,6,0,498.2,500,494,0.09,49
15744,145,0.0,0,0,1.7,6,0,498.3,500,494,0.09,49
15745,146,0.0,0,0,1.6,6,0,498.4,500,494,0.09,49
15746,147,0.0,0,0,1.6,6,0,498.4,500,494,0.09,49
