day,s_mean,s_max,s_min,s_std,i_mean,i_max,i_min,i_std,r_mean,r_max,r_min,r_std,edgecount1_mean,edgecount1_max,edgecount1_min,edgecount1_std,suscedgecount1_mean,suscedgecount1_max,suscedgecount1_min,suscedgecount1_std,edgecount2_mean,edgecount2_max,edgecount2_min,edgecount2_std,suscedgecount2_mean,suscedgecount2_max,suscedgecount2_min,suscedgecount2_std
35,0.5342800000000001,0.998,0.316,0.19005305811262072,0.37272,0.536,0.0,0.14831062824012176,0.09300000000000001,0.184,0.002,0.04604035496946442,0.8359788460206277,1.0,0.7902830034353018,0.058891766901676565,0.8177967370259921,1.0,0.7294767893004064,0.07658136932108407,0.7780805095709428,1.0,0.7138211382113822,0.0800300770869986,0.7607772664025357,1.0,0.6317446897841831,0.10130512256017854
36,0.5108400000000001,0.998,0.294,0.19639322902830247,0.38744,0.552,0.0,0.15172318510352722,0.10171999999999999,0.196,0.002,0.04892144473645521,0.8383652621676322,1.0,0.7930639620480943,0.05751349146996701,0.8102039000543135,1.0,0.7203666785207413,0.07803481984898318,0.7802224395469769,1.0,0.7195121951219512,0.07850080714805156,0.748978103427556,1.0,0.6236962817971538,0.104020211452688
37,0.48724000000000006,0.998,0.276,0.20198965016928516,0.40252000000000004,0.562,0.0,0.15421681530380849,0.11024,0.204,0.002,0.05191459234125974,0.8408421502807413,1.0,0.7867389225374561,0.05663487954820259,0.8018479017877614,1.0,0.7109689865330685,0.07932632293666869,0.7831320810862686,1.0,0.7164781906300485,0.07703745348110566,0.737728746007212,1.0,0.6081337017852698,0.10604757694522145
38,0.46520000000000006,0.998,0.25,0.20718127722517074,0.4171999999999999,0.576,0.0,0.15711688096991452,0.11759999999999998,0.208,0.002,0.054751386153359484,0.8435126451274733,1.0,0.7861013707363723,0.0557488277126808,0.793327235818229,1.0,0.7027284141487613,0.08107052297999333,0.7860996747526222,1.0,0.7152665589660743,0.07592693697073331,0.7254046370102053,1.0,0.6007266789166823,0.10892533080198764
39,0.44472,0.998,0.23,0.21122104100506964,0.42804000000000025,0.582,0.0,0.15817607858565308,0.12724,0.23,0.002,0.05825053560233744,0.8477470314275871,1.0,0.7884921899904367,0.054745222949232994,0.7874538568377875,1.0,0.6993528005851058,0.08143235418226787,0.7909218960410658,1.0,0.7110933758978452,0.07459047110976638,0.716060010015319,1.0,0.6075628948831938,0.11023362746278391
40,0.4234400000000001,0.998,0.216,0.2155520828202856,0.43996,0.6,0.0,0.15974698872956344,0.13660000000000005,0.234,0.002,0.060675449764147876,0.8530666931749881,1.0,0.7948677080012752,0.052901453088330275,0.7817699613225844,1.0,0.6914751055522933,0.08203241365177241,0.797302498166191,1.0,0.7130885873902634,0.0723022707719282,0.7079350407393166,1.0,0.5853631100865315,0.11104131190198857
41,0.4050800000000001,0.998,0.204,0.21931291967117184,0.44907999999999987,0.612,0.0,0.16078999359666735,0.14584,0.242,0.002,0.0635209623121472,0.8579729026509892,1.0,0.8008763388510224,0.05151883852606761,0.7769092472664145,1.0,0.689681534454876,0.08236972239013372,0.8039762865864079,1.0,0.7230646448523543,0.06991110938017964,0.7012803768465248,1.0,0.5861705040121995,0.11163482629057453
42,0.3864,0.998,0.18,0.223585622552625,0.4578,0.63,0.0,0.16189754885893304,0.15580000000000002,0.254,0.002,0.06673401360197491,0.863525858247166,1.0,0.8020123336579033,0.05010445277723468,0.7721030399546042,1.0,0.686028105520991,0.08280586193535183,0.8114674204357566,1.0,0.7270550678371908,0.06791171909549902,0.6954196593803984,1.0,0.5728542934915484,0.11223390802633669
43,0.3679200000000001,0.998,0.17,0.22743609463508016,0.46651999999999993,0.632,0.0,0.1630078550755347,0.16556,0.264,0.002,0.06996242723412185,0.8696232488798024,1.0,0.8052580331061344,0.04905726048989747,0.7677424219525629,1.0,0.6860197392625764,0.08333847421723455,0.8204368065021035,1.0,0.7314445331205107,0.06561396310383068,0.6906781415121587,1.0,0.5714003768242522,0.11234347749976706
44,0.34968000000000005,0.998,0.158,0.2301734430327509,0.4749599999999999,0.632,0.0,0.1629504694997964,0.17536,0.28,0.002,0.07319578442193825,0.8753766657201163,1.0,0.8047203362431297,0.04783656213528702,0.7636459629162405,1.0,0.6863506487010873,0.0830116518294356,0.8276906427107051,1.0,0.7351263243683781,0.06351015866009928,0.6832741759700017,1.0,0.5687863906590638,0.11343849816524638
45,0.3332,0.998,0.15,0.23259494440607537,0.4811999999999999,0.63,0.0,0.16270168018399156,0.18560000000000007,0.284,0.002,0.07611806082444211,0.8812429873316221,1.0,0.8077360637087599,0.04604101135832767,0.7598124496166637,1.0,0.6832641594124356,0.08296253222432834,0.8349909016955209,1.0,0.732681336593317,0.06161789847975314,0.6779066967941563,1.0,0.563867975419833,0.1134963157883768
46,0.3179199999999999,0.998,0.136,0.23508850612968238,0.48795999999999995,0.628,0.0,0.16319988495394105,0.19411999999999996,0.296,0.002,0.07889586006054992,0.8865886891531157,1.0,0.8038355273850154,0.04510694213904438,0.7562804478748287,1.0,0.679924439001428,0.08312809558823013,0.842398670381864,1.0,0.7416462917685411,0.05974294717220849,0.6729435650882704,1.0,0.5568549746101649,0.11404868469097035
47,0.30272000000000004,0.998,0.126,0.23766680844563612,0.49228,0.63,0.0,0.16285163399204058,0.2050000000000001,0.306,0.002,0.08206443461434089,0.8929109165637688,1.0,0.8055421298533914,0.04373674510742055,0.7540300069267047,1.0,0.6781183773632727,0.08299223061419815,0.850593528998179,1.0,0.7444987775061125,0.05772819559712813,0.669793786185073,1.0,0.5630421865715983,0.11342342244803415
48,0.28715999999999997,0.998,0.112,0.23972436212433304,0.49748000000000003,0.624,0.0,0.16227807326075971,0.21536000000000002,0.32,0.002,0.08529367275621855,0.8992432355515376,1.0,0.8002255517963589,0.04290778783763427,0.7517904777704519,1.0,0.6835773414018291,0.08228671540036928,0.8585998133007571,1.0,0.7417322834645669,0.05684324877486299,0.6654336001652175,1.0,0.5552538439618272,0.11269075063386808
49,0.27371999999999996,0.998,0.104,0.24201804958831188,0.50148,0.616,0.0,0.16229919964091513,0.22480000000000008,0.33,0.002,0.08799350625391138,0.9051960503284403,1.0,0.8013533107781537,0.04192978333390618,0.7507089534002774,1.0,0.690539277571033,0.08161567095175855,0.8664247672928624,1.0,0.7417322834645669,0.0555992001630904,0.6628655016388,1.0,0.5639942183420444,0.11237346405404323
50,0.26072,0.998,0.096,0.24345531710885143,0.5043599999999998,0.622,0.0,0.1614372639884659,0.23492000000000007,0.35,0.002,0.09082677839420147,0.9106813311633172,1.0,0.8039310455936846,0.04079042965718573,0.7490241692639158,1.0,0.6883461117994377,0.08135613659593753,0.8743937136714821,1.0,0.7429133858267717,0.05437898203939443,0.6609770761738232,1.0,0.5648906648906649,0.11146631655619361
51,0.24931999999999996,0.998,0.088,0.24434422356961238,0.5049200000000001,0.624,0.0,0.15989905489120954,0.24576,0.364,0.002,0.09391236905341326,0.9159047782267836,1.0,0.8084420815208635,0.0396298684464572,0.7487718631230241,1.0,0.6907941341203055,0.08039313270755981,0.8818157376972298,1.0,0.7456692913385827,0.052350004324285236,0.6614158161444769,1.0,0.5570575350575352,0.11054106736138467
52,0.23879999999999996,0.998,0.084,0.24569069654210948,0.5049199999999999,0.614,0.0,0.15880071454113648,0.25628,0.372,0.002,0.09643101372568508,0.9210303752558932,1.0,0.8135975511519252,0.03877976295402902,0.7486823627595329,1.0,0.694625449928026,0.07995856059236667,0.8888703694073176,1.0,0.7492125984251968,0.05133430151461102,0.661405842182358,1.0,0.5664149859802033,0.10979973154470854
53,0.22864,0.998,0.076,0.24759725032267008,0.5051999999999999,0.626,0.0,0.15846869258819626,0.26615999999999995,0.382,0.002,0.09938573790015941,0.92632237683674,1.0,0.8185919123570162,0.03763716323385384,0.7490015765021714,1.0,0.6899498427221015,0.0797606417772124,0.8959514361982093,1.0,0.75748031496063,0.05009593269177462,0.6619906896572787,1.0,0.5572225922225922,0.10984881333978028
54,0.21911999999999993,0.998,0.07,0.24840919500546937,0.5046400000000001,0.624,0.0,0.15732064747657562,0.27624000000000004,0.398,0.002,0.10241064995638781,0.9310225083295147,1.0,0.8248751409698727,0.03642791728015366,0.7495987531529604,1.0,0.6921804658839548,0.07908905215893863,0.9021351511292376,1.0,0.7531496062992126,0.04972898289935512,0.6627918410054161,1.0,0.5639573967698968,0.10870102610156084
55,0.21043999999999993,0.998,0.068,0.24951554366534412,0.5032000000000001,0.622,0.0,0.1559937204387617,0.28636,0.41,0.002,0.1053163863056922,0.9355079759592739,1.0,0.8216529724504592,0.036120299851354794,0.7517475461721561,1.0,0.6878858448811657,0.07787381657489151,0.9081440320856164,1.0,0.7559055118110236,0.04937802949456459,0.663887582027228,1.0,0.5680784379967683,0.10778575995391651
56,0.20012,0.998,0.062,0.25062742817796707,0.5032799999999997,0.62,0.0,0.15525923548723802,0.2966,0.422,0.002,0.10790944805526452,0.9404350613532313,1.0,0.8214918640244885,0.0347570237448863,0.7516243403122174,1.0,0.6927905975482751,0.07754964662500367,0.9149804300876769,1.0,0.7531262605889472,0.048584451509636056,0.6636569773160924,1.0,0.5502247197247196,0.10736892252650168
57,0.19199999999999995,0.998,0.056,0.25123466548797985,0.5014,0.612,0.0,0.15417681341861483,0.30659999999999993,0.432,0.002,0.1106465230417318,0.9445312798380955,1.0,0.8156919606895441,0.03391177176343059,0.7536583667954453,1.0,0.6955865135092217,0.07654926738841392,0.9203150212848326,1.0,0.745865268253328,0.04781239833810517,0.663982007928492,1.0,0.5612167594310451,0.10711850674283961
58,0.18404,0.998,0.05,0.2524914191308169,0.4980800000000002,0.61,0.0,0.15285685447235817,0.31788000000000005,0.446,0.002,0.11397701880785675,0.9486492879213679,1.0,0.8090865152247463,0.03363552191267849,0.755788147475578,1.0,0.6989834459119268,0.07563777211734163,0.9265782277306548,1.0,0.7446551028640581,0.04661299174936844,0.6693794071048587,1.0,0.5552432709409454,0.10526429125981548
59,0.17731999999999995,0.998,0.048,0.2529733744156988,0.49532,0.616,0.0,0.15166268156534699,0.32736000000000004,0.464,0.002,0.11647926328540288,0.9520024145110394,1.0,0.8074754309650395,0.03307737050364342,0.7580517300254876,1.0,0.702338627128001,0.07485757047387237,0.9313995108257005,1.0,0.7438483259378782,0.045423432419257545,0.6716059759223256,1.0,0.5495627910101594,0.10389687691973153
60,0.17143999999999998,0.998,0.042,0.2539088829015766,0.49152000000000007,0.608,0.0,0.15073618527420818,0.33704,0.482,0.002,0.11928442428729334,0.9551547213040799,1.0,0.8126309005961012,0.03178920601259985,0.7600110787545838,1.0,0.6992492464864322,0.07455798646920296,0.9361209575853365,1.0,0.7507059298104074,0.043715337395581824,0.6747939944665038,1.0,0.5654424279424279,0.10289787313759763
61,0.16415999999999997,0.998,0.038,0.2548301843525269,0.48896000000000006,0.604,0.0,0.14963806129376012,0.34687999999999997,0.492,0.002,0.1220519528056535,0.9586608974530257,1.0,0.8155308522635734,0.030853988324632847,0.761231118898637,1.0,0.6972316772643788,0.07420205599576962,0.9413187617670363,1.0,0.7559499798305769,0.04205268361084816,0.6786414729747798,1.0,0.5705731606894398,0.10239923315323539
62,0.15868,0.998,0.03,0.25584708762246633,0.48399999999999993,0.602,0.0,0.1485412057171961,0.35731999999999997,0.506,0.002,0.12484740726999828,0.9617342898791947,1.0,0.8200418881907524,0.029709347335333945,0.7634191486593231,1.0,0.6940754167761632,0.07352060729540638,0.9456607911652583,1.0,0.7648245260185559,0.04043479663399066,0.6841193768358954,1.0,0.570867582709688,0.10122006897652369
63,0.15283999999999998,0.998,0.03,0.2571174876374215,0.47975999999999996,0.6,0.0,0.14728489122674282,0.3673999999999999,0.512,0.002,0.1270187194945722,0.9647960865746265,1.0,0.8222974061543419,0.028560120837245514,0.7656568859913194,1.0,0.6908765411847727,0.07318781495290516,0.9500009355670767,1.0,0.7656313029447358,0.03875099544285748,0.6868434512455436,1.0,0.5821033904367238,0.10056886413969156
64,0.1476,0.998,0.026,0.2579568070156597,0.4753599999999999,0.604,0.0,0.14616034806656275,0.37704,0.52,0.002,0.12919799075963423,0.9675570391944912,1.0,0.8306750443048171,0.026928750294484074,0.7677612061993427,1.0,0.6910699708300836,0.0729610940283197,0.9541488629099706,1.0,0.7777329568374345,0.0361511254594142,0.692018398187703,1.0,0.5801401931401932,0.09939194563280478
65,0.14343999999999998,0.998,0.022,0.2585510773364457,0.4680800000000002,0.592,0.0,0.1437985893036308,0.38848000000000016,0.536,0.002,0.1315307428950761,0.9699368164106634,1.0,0.8396971161591751,0.02547879043251673,0.7718169100051167,1.0,0.6941227672921566,0.07200403596151016,0.9573252525061804,1.0,0.7870108914885035,0.034386216233926785,0.6970068296628896,1.0,0.5969595097884571,0.09810045926537034
66,0.1392,0.998,0.02,0.2593520969725937,0.46192000000000016,0.588,0.0,0.14220534735489568,0.39888000000000007,0.546,0.002,0.13417816970166868,0.9724136216053261,1.0,0.8482358627356211,0.024054923364427886,0.7761202736274049,1.0,0.6915606942065419,0.07140483942881617,0.9606017176239335,1.0,0.790641387656313,0.03326341488548835,0.7026133967311243,1.0,0.588507203580733,0.09666494092063774
67,0.13571999999999998,0.998,0.02,0.259892288520943,0.4557999999999999,0.58,0.0,0.14055937811298896,0.4084799999999999,0.554,0.002,0.1365161633549041,0.9742452433155647,1.0,0.8569357177380377,0.022625982312999924,0.7788994006422785,1.0,0.6998840744419987,0.07057631508292049,0.9635039605688246,1.0,0.8059701492537313,0.030874710231977208,0.707403049568124,1.0,0.5783947533947534,0.09562552291136761
68,0.13159999999999994,0.998,0.016,0.2606306323719686,0.45104,0.578,0.0,0.13967907239563887,0.4173600000000001,0.568,0.002,0.13931578576480597,0.9762299185504537,1.0,0.8624134042210407,0.02150958872084921,0.7801567368671168,1.0,0.693726483847662,0.07060395703224188,0.9662975462496651,1.0,0.8144413069786204,0.02939906740042569,0.7089884404749758,1.0,0.5838409674616571,0.0957780884212884
69,0.12843999999999997,0.998,0.016,0.2612613954159586,0.4451600000000002,0.58,0.0,0.13831291940187432,0.42639999999999995,0.572,0.002,0.14127581938483721,0.9780677984802955,1.0,0.8711132592234574,0.019983750767344165,0.7838025547541223,1.0,0.6931333993789014,0.06987115693975493,0.9689064950895552,1.0,0.8249294070189592,0.027284994384422598,0.714106747294997,1.0,0.5980951041295868,0.09566735335236125
70,0.12556,0.998,0.016,0.2617209263037752,0.4387600000000001,0.572,0.0,0.13685976138264414,0.4356800000000001,0.576,0.002,0.14378916538332315,0.979593663027185,1.0,0.8825519574673756,0.018535204338397584,0.7862122443188304,1.0,0.6913376294275068,0.06973665105935918,0.9709500565868787,1.0,0.8370310609116579,0.025685688675607582,0.716335164475042,1.0,0.5767206751581752,0.09534907908714213
71,0.12279999999999998,0.998,0.016,0.2623093671252185,0.43355999999999995,0.57,0.0,0.1355456335538338,0.44364,0.58,0.002,0.14574212059073968,0.9811086845943245,1.0,0.8881907523763493,0.01751258042016187,0.7904095028870703,1.0,0.7027810848337636,0.06855343764968316,0.973045488165057,1.0,0.845502218636547,0.024144280222477135,0.7201606405293692,1.0,0.6068760108938679,0.094346581673015
72,0.11983999999999995,0.998,0.014,0.26292354440803056,0.42783999999999994,0.572,0.0,0.13393866400067497,0.45231999999999994,0.582,0.002,0.14730912104434382,0.9826721594171559,1.0,0.8986628000644433,0.015845502529360345,0.7934776414770558,1.0,0.7127203697560931,0.06776642208764032,0.9753732241186757,1.0,0.8567970956030657,0.022255676994136327,0.7245043540226984,1.0,0.5976548813505335,0.09374448323242071
73,0.11791999999999998,0.998,0.014,0.26329310430679764,0.42144000000000015,0.57,0.0,0.13234589189710733,0.46063999999999994,0.586,0.002,0.1490615213355115,0.9838357643565843,1.0,0.9084904140486547,0.014311757478494783,0.7971449745396222,1.0,0.7186010578060488,0.06708295047818914,0.9771256782710452,1.0,0.8672851956434046,0.02043790406231217,0.731040005604723,1.0,0.6065596684017737,0.09264063620802064
74,0.11579999999999996,0.998,0.014,0.26375939871057347,0.4145999999999999,0.562,0.0,0.13068375912086086,0.4696000000000001,0.602,0.002,0.15143989176015193,0.9850009717411626,1.0,0.9134847752537457,0.013400415755084483,0.8013916890093156,1.0,0.7195363265353951,0.06672155953176173,0.9788654371080883,1.0,0.8773699072206534,0.01891529212250228,0.738064924975886,1.0,0.6170859841912474,0.09246714671484457
75,0.11383999999999998,0.998,0.012,0.26427037484441607,0.40896,0.566,0.0,0.12937415443872355,0.4771999999999999,0.606,0.002,0.15359209163314658,0.9861067253347454,1.0,0.9179958111809248,0.012767938388244006,0.8060450146333661,1.0,0.7195967229845517,0.06618022921792369,0.98024650961695,1.0,0.8810004033884631,0.01835347584925447,0.7432096892095165,1.0,0.6057498873675344,0.09207478806084224
76,0.11175999999999997,0.998,0.01,0.26483191126540967,0.40304,0.552,0.0,0.12738579679261655,0.48519999999999996,0.616,0.002,0.15516574416818069,0.9872232764700769,1.0,0.9223457386821331,0.012033112374635276,0.810247965335936,1.0,0.7227785249000449,0.0649463561710375,0.9817489753690356,1.0,0.8898749495764421,0.017150176188965586,0.7486803725137036,1.0,0.6188033701191596,0.08993247117244166
77,0.10995999999999997,0.998,0.01,0.26527259449056384,0.39659999999999995,0.548,0.0,0.12561180888201653,0.49344000000000016,0.62,0.002,0.15720001038583337,0.988069420818326,1.0,0.9273400998872241,0.011304723463229126,0.8125148322244163,1.0,0.7243179410236806,0.06485385306561403,0.9829296580854794,1.0,0.8963291649858814,0.01610987094047566,0.7519813133742802,1.0,0.6298080678719776,0.0902238875638288
78,0.10795999999999996,0.998,0.01,0.2657955298222101,0.3904799999999999,0.536,0.0,0.12368198852587343,0.5015599999999999,0.638,0.002,0.15887733170786902,0.9890983023154858,1.0,0.9336233285000806,0.010276463650799789,0.8148668067356012,1.0,0.7347407345264801,0.06452887925067724,0.9843008207035118,1.0,0.9027833803953207,0.015078322843219139,0.7558576978135916,1.0,0.6362200299700299,0.08854444343271832
79,0.10628,0.998,0.008,0.26618821329645526,0.38427999999999995,0.53,0.0,0.12198829652796993,0.50944,0.646,0.002,0.16059584969349464,0.9900247665581555,1.0,0.9389399065571129,0.00933837307750094,0.8190339565537212,1.0,0.7339271417645645,0.06312041024095694,0.9854086768739536,1.0,0.9112545381202097,0.013763553082888324,0.7570427180014133,1.0,0.6369047619047619,0.08937659025881937
80,0.10511999999999996,0.998,0.008,0.26641387473827494,0.37784000000000006,0.544,0.0,0.12045955541091755,0.5170399999999999,0.66,0.002,0.1626084517220079,0.9906008776561437,1.0,0.9450620267439988,0.008468641028421892,0.8213429215340452,1.0,0.7282333984382698,0.06252317487694546,0.986308758791822,1.0,0.9193223073820089,0.012626056366732655,0.7617300161574143,1.0,0.6308534426614012,0.09013497292873525
81,0.10399999999999997,0.998,0.008,0.2667059834961583,0.3718000000000001,0.542,0.0,0.11894931179082206,0.5242000000000001,0.664,0.002,0.1645641119405307,0.9911770434353754,1.0,0.9469953278556469,0.00806655781975842,0.8239636872502883,1.0,0.7274253625365722,0.06204285160354436,0.9873552620126687,1.0,0.9229528035498185,0.011826195210568288,0.7703881283278811,1.0,0.6367819072350884,0.08762558599225002
82,0.10255999999999993,0.998,0.008,0.26706203208167173,0.36528000000000005,0.546,0.0,0.11728615625460487,0.5321600000000001,0.674,0.002,0.16655346141766036,0.9918851927036725,1.0,0.9544063154502981,0.007169846511023789,0.8268140478832122,1.0,0.728443062252036,0.06120266520019342,0.9884087470004129,1.0,0.9346510689794272,0.010424772654702092,0.7721685613340123,1.0,0.6307934245959456,0.08831156943461038
83,0.10151999999999996,0.998,0.006,0.26731424906858603,0.35928,0.546,0.0,0.11546375701350388,0.5392,0.68,0.002,0.1680908403579591,0.9924413802517412,1.0,0.9614950861930079,0.006342559204021389,0.8305994878359219,1.0,0.7313131210690084,0.0606071051637786,0.9891795991333668,1.0,0.9463493344090359,0.009108135189465563,0.776572329069256,1.0,0.647410305743639,0.08593552655291843
84,0.10035999999999998,0.998,0.006,0.2676231557047853,0.3535199999999999,0.538,0.0,0.11356167792824105,0.54612,0.684,0.002,0.169663970415474,0.992988261349275,1.0,0.9676172063798937,0.005646337481226665,0.8329060315059387,1.0,0.7404325502343089,0.05920946382439251,0.9899806030210166,1.0,0.9519967728922952,0.00828449741134293,0.7819717982608371,1.0,0.6407066049759065,0.08415231503777248
85,0.09987999999999998,0.998,0.004,0.2677526760094175,0.34696000000000005,0.542,0.0,0.11179663753112302,0.5531599999999999,0.692,0.002,0.17158330635702346,0.9933421240051713,1.0,0.9692282906396005,0.005403446449873754,0.8370699908010691,1.0,0.7357364616277765,0.05854229419073123,0.9903971279575039,1.0,0.9532069382815651,0.008024081754756019,0.7870675670428952,1.0,0.6313477290683174,0.08244762677602044
86,0.09907999999999997,0.998,0.004,0.2679720393577491,0.34071999999999997,0.528,0.0,0.11019741839266547,0.5602,0.7,0.002,0.17345151648639043,0.9937854200082625,1.0,0.9713227001772192,0.004963047750991894,0.8410821240545395,1.0,0.7459464541001822,0.057930325377247904,0.9909350706648518,1.0,0.9568374344493747,0.007469131511811264,0.7893266045900192,1.0,0.6463316405253525,0.08211123009762052
87,0.09819999999999993,0.998,0.004,0.26821868933040893,0.33460000000000006,0.526,0.0,0.10854078514925314,0.5672,0.702,0.002,0.17543648190633976,0.9942060505752558,1.0,0.9745448686966328,0.004671217385924845,0.8464672312608763,1.0,0.7439372874422305,0.05861941098794087,0.9915374686390863,1.0,0.9608713190802743,0.006985610428590506,0.7943404621821917,1.0,0.6484442938911266,0.08209115653190058
88,0.09707999999999997,0.998,0.004,0.2685386636548842,0.32963999999999993,0.518,0.0,0.10750885298145338,0.57328,0.708,0.002,0.17728094157268554,0.9947334581964604,1.0,0.976478169808281,0.004372311918353188,0.8500310002792911,1.0,0.7544238201885262,0.05821797358664757,0.9921652689795092,1.0,0.9620814844695442,0.00669376217145815,0.796004407719324,1.0,0.6480487323134382,0.08215023110833518
89,0.09659999999999995,0.998,0.004,0.2686720935965457,0.32371999999999995,0.504,0.0,0.10524219686038487,0.5796799999999999,0.714,0.002,0.178645863343644,0.9950105143681767,1.0,0.976961495086193,0.004177440295907408,0.8537698140999084,1.0,0.7587690582837641,0.057466353564566884,0.9925482172191648,1.0,0.963695038321904,0.006372940045863354,0.8008776126769322,1.0,0.6608461179343531,0.08030811245784189
90,0.09579999999999994,0.998,0.004,0.2688925891314149,0.3182,0.502,0.0,0.10371881139279747,0.5860000000000001,0.718,0.002,0.18037738217415175,0.9953677362998001,1.0,0.9793781214757532,0.0038612250044221825,0.8570024766052434,1.0,0.7591242724075206,0.05702018221540671,0.9929708928623839,1.0,0.9661153691004437,0.006055942290968456,0.8023391354040763,1.0,0.6530159666988311,0.08019908624382137
91,0.09507999999999994,0.998,0.004,0.26910439822280335,0.31324,0.488,0.0,0.10149003369186312,0.5916800000000001,0.72,0.002,0.1814325578864623,0.9957120707256475,1.0,0.9811503141614306,0.0036543438432044143,0.8613022544398646,1.0,0.7592261904761906,0.055853906965688815,0.9935119736811597,1.0,0.9697458652682533,0.005613860914772679,0.8085898330802849,1.0,0.6808465301780808,0.07784251820321718
92,0.09435999999999996,0.998,0.004,0.26931559212801864,0.3072,0.474,0.0,0.09944006501713604,0.59844,0.72,0.002,0.1830745537886081,0.9960006906262012,1.0,0.9830836152730787,0.00347451205542267,0.8622635291389448,1.0,0.7696428571428572,0.05578197001119218,0.9939377060961122,1.0,0.972972972972973,0.0053142994298502715,0.8134504558178289,1.0,0.6957168974816033,0.0761099835975015
93,0.09387999999999996,0.998,0.004,0.26944187514496076,0.30143999999999993,0.46,0.0,0.09749686755826295,0.60468,0.726,0.002,0.18451640488983465,0.9962523098582865,1.0,0.9858224585145803,0.003098756009968575,0.8655645412641203,1.0,0.7696428571428572,0.05455506850093296,0.9942982135550542,1.0,0.9762000806776926,0.004812938310033109,0.8168969294897489,1.0,0.6735129949415664,0.07417270162464844
94,0.09351999999999995,0.998,0.004,0.26954581905759284,0.29544,0.442,0.0,0.09542090645008096,0.61104,0.728,0.002,0.18610738177466365,0.9964456437601058,1.0,0.9864668922184631,0.0029816867170555325,0.8695537212911553,1.0,0.7800595238095238,0.05392163185317536,0.9946283125813622,1.0,0.9778136345300524,0.004586427152423729,0.8236120384621013,1.0,0.6973225187510901,0.07485852977170165
95,0.09287999999999993,0.998,0.002,0.26973219068898235,0.29044,0.432,0.0,0.09385554684444276,0.61668,0.736,0.002,0.18763995484187587,0.9966954154253572,1.0,0.9866280006444337,0.002864213068820254,0.8738472916662765,1.0,0.7904367883653977,0.052726153958364136,0.9949412292465631,1.0,0.9810407422347721,0.00434060357868458,0.8249934709994357,1.0,0.6706959706959708,0.07743952803404804
96,0.09243999999999997,0.998,0.002,0.26985507523975355,0.28436000000000006,0.432,0.0,0.0922469533814709,0.6231999999999999,0.746,0.002,0.18950504812618088,0.9969116797558126,1.0,0.9874335427742871,0.002634425635140308,0.8771504001443471,1.0,0.7995482778091474,0.05188806368895515,0.9953563489925625,1.0,0.9810407422347721,0.003932918862987515,0.8326227681485052,1.0,0.6860805860805861,0.07822186633130397
97,0.09195999999999996,0.998,0.002,0.26998881004778774,0.2791599999999999,0.426,0.0,0.09079970331696563,0.6288800000000001,0.75,0.002,0.19109487332800137,0.997104213679902,1.0,0.9890446270339939,0.002428740134186174,0.879981432376502,1.0,0.805020512676611,0.05138449613880194,0.9956691474254541,1.0,0.9830576845502219,0.003613239520539729,0.8367527123718319,1.0,0.6860805860805861,0.0787988377052112
98,0.09159999999999996,0.998,0.002,0.2700923500416485,0.27336000000000005,0.408,0.0,0.08854418014039485,0.63504,0.756,0.002,0.19252447074783685,0.9972458387002819,1.0,0.9892057354599646,0.0023305367757741973,0.882416099439507,1.0,0.8086969832648463,0.0502458138716251,0.9958938861114889,1.0,0.9850393700787402,0.0034595312214880398,0.8424706569687334,1.0,0.7,0.07990893632011901
99,0.09083999999999995,0.998,0.002,0.27030023820838595,0.26876,0.408,0.0,0.08741632967516738,0.6403999999999997,0.756,0.002,0.19407341341852666,0.9974616028455308,1.0,0.9896890607378765,0.002147999583825607,0.8850112440375192,1.0,0.8098471921313443,0.052458286454962845,0.9962633947271472,1.0,0.9850746268656716,0.0031489253034997517,0.8451309846182482,1.0,0.6603174603174603,0.08370728692989766
100,0.09055999999999993,0.998,0.002,0.27037722401361053,0.2635999999999999,0.404,0.0,0.08571714280952539,0.6458399999999999,0.764,0.002,0.1954669302371287,0.9976283387142929,1.0,0.9914322664080181,0.001927402779240178,0.8896352060349371,1.0,0.809964944475814,0.04981485954770992,0.9964947472169419,1.0,0.9854780153287616,0.002853568344501314,0.8500876230471812,1.0,0.6571428571428571,0.08217385309628313
101,0.08995999999999992,0.998,0.002,0.2705469863752592,0.2588,0.396,0.0,0.08415825714033033,0.6512399999999998,0.766,0.002,0.19684154613727836,0.9978406147760798,1.0,0.9924279039793781,0.0016677381144942916,0.8932524690198094,1.0,0.809964944475814,0.04938204461100877,0.9967670727284392,1.0,0.9854780153287616,0.0027067596208069744,0.8511958490143355,1.0,0.625,0.08766925615912141
102,0.08947999999999992,0.998,0.002,0.2706876534204797,0.2541199999999999,0.382,0.0,0.08255057571586286,0.6563999999999999,0.772,0.002,0.19820377063486347,0.9980337336998981,1.0,0.9924279039793781,0.0015808303550868493,0.8964908570830358,1.0,0.8218697063805759,0.04851897421720121,0.9969850031026016,1.0,0.9866881807180314,0.002554009014382496,0.8553167387364511,1.0,0.625,0.08506769865784379
