day_lags,ped
8,0.006
18,0.006
12,0.006
13,0.006
17,0.006
7,0.006
7,0.006
11,0.006
6,0.006
21,0.006
13,0.006
9,0.006
8,0.006
0,0.006
10,0.006
18,0.006
0,0.006
13,0.006
14,0.006
14,0.006
16,0.006
0,0.006
2,0.006
7,0.006
15,0.006
11,0.006
9,0.006
7,0.006
14,0.006
15,0.006
11,0.006
11,0.006
15,0.006
10,0.006
0,0.006
15,0.006
0,0.006
19,0.006
14,0.006
9,0.006
6,0.006
6,0.007
9,0.007
8,0.007
10,0.007
7,0.007
15,0.007
13,0.007
2,0.007
15,0.007
7,0.007
11,0.007
0,0.007
7,0.007
0,0.007
16,0.007
18,0.007
4,0.007
10,0.007
13,0.007
0,0.007
12,0.007
8,0.007
13,0.007
0,0.007
6,0.007
11,0.007
5,0.007
13,0.007
6,0.007
14,0.007
7,0.007
6,0.007
15,0.007
12,0.007
0,0.007
12,0.007
0,0.007
11,0.007
18,0.007
10,0.007
5,0.007
21,0.007
18,0.007
7,0.007
11,0.007
8,0.007
11,0.007
7,0.007
14,0.007
9,0.007
13,0.008
13,0.008
11,0.008
7,0.008
14,0.008
15,0.008
0,0.008
5,0.008
10,0.008
6,0.008
10,0.008
7,0.008
5,0.008
17,0.008
11,0.008
9,0.008
10,0.008
7,0.008
7,0.008
10,0.008
10,0.008
19,0.008
8,0.008
15,0.008
5,0.008
6,0.008
15,0.008
7,0.008
13,0.008
2,0.008
16,0.008
15,0.008
11,0.008
2,0.008
11,0.008
0,0.008
10,0.008
12,0.008
9,0.008
5,0.008
9,0.008
7,0.008
5,0.008
9,0.008
5,0.008
11,0.008
10,0.008
18,0.008
18,0.008
13,0.008
13,0.009
8,0.009
11,0.009
12,0.009
9,0.009
13,0.009
10,0.009
13,0.009
4,0.009
8,0.009
14,0.009
11,0.009
9,0.009
15,0.009
0,0.009
4,0.009
10,0.009
13,0.009
0,0.009
5,0.009
10,0.009
7,0.009
10,0.009
5,0.009
13,0.009
2,0.009
10,0.009
10,0.009
11,0.009
5,0.009
0,0.009
16,0.009
12,0.009
11,0.009
13,0.009
7,0.009
9,0.009
12,0.009
12,0.009
7,0.009
11,0.009
15,0.009
11,0.009
5,0.009
9,0.009
14,0.009
11,0.009
13,0.009
13,0.009
9,0.009
11,0.01
10,0.01
13,0.01
11,0.01
8,0.01
11,0.01
10,0.01
6,0.01
20,0.01
11,0.01
13,0.01
9,0.01
8,0.01
13,0.01
0,0.01
0,0.01
8,0.01
9,0.01
12,0.01
11,0.01
12,0.01
17,0.01
10,0.01
0,0.01
10,0.01
7,0.01
14,0.01
9,0.01
8,0.01
12,0.01
13,0.01
14,0.01
12,0.01
6,0.01
9,0.01
12,0.01
7,0.01
9,0.01
7,0.01
0,0.01
12,0.01
0,0.01
9,0.01
11,0.01
13,0.01
0,0.01
7,0.01
8,0.01
11,0.01
9,0.01
6,0.011
13,0.011
11,0.011
7,0.011
7,0.011
12,0.011
7,0.011
0,0.011
11,0.011
11,0.011
10,0.011
12,0.011
11,0.011
8,0.011
10,0.011
12,0.011
11,0.011
10,0.011
7,0.011
7,0.011
12,0.011
7,0.011
0,0.011
4,0.011
10,0.011
0,0.011
7,0.011
11,0.011
14,0.011
9,0.011
10,0.011
11,0.011
8,0.011
12,0.011
5,0.011
10,0.011
14,0.011
11,0.011
7,0.011
7,0.011
8,0.011
14,0.011
14,0.011
13,0.011
10,0.011
10,0.011
11,0.011
10,0.011
13,0.011
7,0.011
8,0.012
10,0.012
9,0.012
10,0.012
16,0.012
10,0.012
8,0.012
8,0.012
9,0.012
8,0.012
10,0.012
12,0.012
12,0.012
11,0.012
5,0.012
6,0.012
6,0.012
9,0.012
9,0.012
10,0.012
10,0.012
6,0.012
7,0.012
8,0.012
12,0.012
10,0.012
10,0.012
12,0.012
10,0.012
9,0.012
10,0.012
9,0.012
12,0.012
18,0.012
7,0.012
0,0.012
6,0.012
12,0.012
10,0.012
7,0.012
12,0.012
9,0.012
8,0.012
8,0.012
12,0.012
10,0.012
14,0.012
11,0.012
7,0.012
6,0.012
11,0.013
9,0.013
9,0.013
11,0.013
9,0.013
10,0.013
10,0.013
9,0.013
7,0.013
13,0.013
12,0.013
8,0.013
9,0.013
12,0.013
11,0.013
10,0.013
11,0.013
8,0.013
8,0.013
9,0.013
14,0.013
7,0.013
8,0.013
11,0.013
10,0.013
5,0.013
9,0.013
4,0.013
0,0.013
11,0.013
9,0.013
12,0.013
9,0.013
12,0.013
9,0.013
7,0.013
7,0.013
12,0.013
8,0.013
9,0.013
9,0.013
9,0.013
5,0.013
8,0.013
8,0.013
8,0.013
9,0.013
6,0.013
3,0.013
11,0.013
11,0.014
7,0.014
10,0.014
11,0.014
10,0.014
7,0.014
0,0.014
8,0.014
11,0.014
11,0.014
9,0.014
7,0.014
12,0.014
6,0.014
8,0.014
12,0.014
10,0.014
8,0.014
8,0.014
9,0.014
6,0.014
7,0.014
8,0.014
8,0.014
7,0.014
6,0.014
7,0.014
9,0.014
8,0.014
12,0.014
7,0.014
4,0.014
11,0.014
8,0.014
11,0.014
9,0.014
7,0.014
10,0.014
10,0.014
8,0.014
7,0.014
5,0.014
9,0.014
10,0.014
9,0.014
11,0.014
10,0.014
8,0.014
11,0.014
9,0.014
12,0.015
9,0.015
12,0.015
8,0.015
10,0.015
6,0.015
5,0.015
10,0.015
8,0.015
9,0.015
10,0.015
8,0.015
8,0.015
8,0.015
8,0.015
9,0.015
8,0.015
5,0.015
0,0.015
9,0.015
11,0.015
8,0.015
7,0.015
11,0.015
10,0.015
0,0.015
12,0.015
12,0.015
8,0.015
6,0.015
7,0.015
0,0.015
8,0.015
13,0.015
9,0.015
9,0.015
9,0.015
9,0.015
9,0.015
7,0.015
11,0.015
0,0.015
10,0.015
14,0.015
8,0.015
9,0.015
7,0.015
0,0.015
7,0.015
12,0.015
8,0.016
8,0.016
8,0.016
7,0.016
9,0.016
8,0.016
10,0.016
8,0.016
9,0.016
10,0.016
9,0.016
5,0.016
8,0.016
12,0.016
10,0.016
8,0.016
10,0.016
10,0.016
7,0.016
9,0.016
7,0.016
9,0.016
7,0.016
11,0.016
6,0.016
11,0.016
10,0.016
11,0.016
10,0.016
7,0.016
9,0.016
11,0.016
9,0.016
5,0.016
5,0.016
10,0.016
10,0.016
9,0.016
7,0.016
10,0.016
9,0.016
6,0.016
8,0.016
6,0.016
11,0.016
10,0.016
9,0.016
8,0.016
0,0.016
9,0.016
9,0.017
8,0.017
11,0.017
6,0.017
8,0.017
8,0.017
12,0.017
8,0.017
10,0.017
7,0.017
8,0.017
9,0.017
7,0.017
8,0.017
10,0.017
7,0.017
10,0.017
7,0.017
8,0.017
8,0.017
7,0.017
8,0.017
9,0.017
8,0.017
8,0.017
5,0.017
9,0.017
7,0.017
9,0.017
13,0.017
8,0.017
7,0.017
10,0.017
8,0.017
8,0.017
8,0.017
7,0.017
10,0.017
10,0.017
7,0.017
7,0.017
8,0.017
9,0.017
9,0.017
14,0.017
9,0.017
9,0.017
10,0.017
0,0.017
11,0.017
11,0.018
9,0.018
7,0.018
0,0.018
7,0.018
8,0.018
7,0.018
10,0.018
7,0.018
10,0.018
6,0.018
7,0.018
9,0.018
9,0.018
11,0.018
7,0.018
8,0.018
7,0.018
8,0.018
9,0.018
8,0.018
8,0.018
7,0.018
9,0.018
7,0.018
8,0.018
8,0.018
8,0.018
7,0.018
0,0.018
7,0.018
8,0.018
10,0.018
9,0.018
9,0.018
9,0.018
9,0.018
9,0.018
9,0.018
8,0.018
0,0.018
6,0.018
8,0.018
9,0.018
11,0.018
6,0.018
9,0.018
9,0.018
8,0.018
7,0.018
10,0.019
6,0.019
9,0.019
8,0.019
9,0.019
10,0.019
9,0.019
8,0.019
10,0.019
8,0.019
6,0.019
9,0.019
10,0.019
7,0.019
10,0.019
10,0.019
8,0.019
8,0.019
9,0.019
8,0.019
7,0.019
7,0.019
8,0.019
12,0.019
9,0.019
0,0.019
9,0.019
11,0.019
0,0.019
9,0.019
9,0.019
5,0.019
9,0.019
7,0.019
6,0.019
12,0.019
10,0.019
0,0.019
12,0.019
9,0.019
8,0.019
7,0.019
6,0.019
8,0.019
13,0.019
7,0.019
7,0.019
5,0.019
12,0.019
9,0.019
11,0.02
8,0.02
6,0.02
8,0.02
9,0.02
7,0.02
9,0.02
9,0.02
8,0.02
9,0.02
11,0.02
7,0.02
11,0.02
10,0.02
8,0.02
7,0.02
8,0.02
7,0.02
6,0.02
8,0.02
10,0.02
8,0.02
8,0.02
7,0.02
8,0.02
0,0.02
7,0.02
8,0.02
10,0.02
7,0.02
7,0.02
9,0.02
12,0.02
9,0.02
8,0.02
9,0.02
6,0.02
8,0.02
9,0.02
7,0.02
0,0.02
9,0.02
7,0.02
7,0.02
7,0.02
8,0.02
8,0.02
9,0.02
10,0.02
8,0.02
9,0.021
10,0.021
8,0.021
7,0.021
8,0.021
10,0.021
8,0.021
8,0.021
9,0.021
7,0.021
9,0.021
8,0.021
7,0.021
11,0.021
8,0.021
9,0.021
6,0.021
8,0.021
7,0.021
8,0.021
10,0.021
6,0.021
7,0.021
8,0.021
11,0.021
10,0.021
8,0.021
5,0.021
8,0.021
8,0.021
9,0.021
8,0.021
10,0.021
7,0.021
9,0.021
8,0.021
10,0.021
7,0.021
8,0.021
9,0.021
7,0.021
11,0.021
11,0.021
10,0.021
8,0.021
10,0.021
7,0.021
9,0.021
10,0.021
10,0.021
10,0.022
10,0.022
8,0.022
10,0.022
6,0.022
8,0.022
8,0.022
8,0.022
7,0.022
8,0.022
6,0.022
10,0.022
9,0.022
9,0.022
8,0.022
6,0.022
8,0.022
9,0.022
8,0.022
6,0.022
9,0.022
7,0.022
10,0.022
8,0.022
9,0.022
6,0.022
11,0.022
7,0.022
9,0.022
7,0.022
8,0.022
10,0.022
7,0.022
8,0.022
10,0.022
10,0.022
8,0.022
9,0.022
8,0.022
9,0.022
9,0.022
9,0.022
6,0.022
10,0.022
11,0.022
10,0.022
8,0.022
6,0.022
7,0.022
11,0.022
9,0.023
8,0.023
7,0.023
7,0.023
9,0.023
9,0.023
9,0.023
9,0.023
8,0.023
12,0.023
10,0.023
9,0.023
8,0.023
9,0.023
7,0.023
8,0.023
6,0.023
10,0.023
8,0.023
8,0.023
8,0.023
9,0.023
9,0.023
6,0.023
6,0.023
7,0.023
8,0.023
10,0.023
10,0.023
8,0.023
8,0.023
11,0.023
9,0.023
9,0.023
9,0.023
5,0.023
6,0.023
9,0.023
6,0.023
9,0.023
10,0.023
7,0.023
9,0.023
11,0.023
10,0.023
6,0.023
7,0.023
9,0.023
7,0.023
8,0.023
9,0.024
8,0.024
9,0.024
8,0.024
6,0.024
6,0.024
10,0.024
9,0.024
8,0.024
9,0.024
7,0.024
7,0.024
7,0.024
10,0.024
7,0.024
9,0.024
8,0.024
6,0.024
9,0.024
8,0.024
10,0.024
7,0.024
7,0.024
10,0.024
7,0.024
6,0.024
9,0.024
10,0.024
9,0.024
8,0.024
8,0.024
7,0.024
7,0.024
7,0.024
11,0.024
8,0.024
7,0.024
7,0.024
7,0.024
6,0.024
8,0.024
8,0.024
9,0.024
10,0.024
9,0.024
8,0.024
7,0.024
7,0.024
9,0.024
8,0.024
7,0.025
8,0.025
7,0.025
6,0.025
6,0.025
8,0.025
8,0.025
7,0.025
10,0.025
7,0.025
7,0.025
6,0.025
8,0.025
9,0.025
7,0.025
8,0.025
8,0.025
8,0.025
11,0.025
9,0.025
8,0.025
9,0.025
7,0.025
9,0.025
7,0.025
8,0.025
9,0.025
8,0.025
6,0.025
6,0.025
7,0.025
8,0.025
7,0.025
7,0.025
7,0.025
8,0.025
9,0.025
7,0.025
8,0.025
7,0.025
6,0.025
8,0.025
8,0.025
9,0.025
10,0.025
10,0.025
10,0.025
9,0.025
10,0.025
0,0.025
8,0.026
9,0.026
9,0.026
7,0.026
7,0.026
6,0.026
7,0.026
9,0.026
11,0.026
6,0.026
8,0.026
8,0.026
8,0.026
6,0.026
7,0.026
9,0.026
10,0.026
9,0.026
8,0.026
9,0.026
8,0.026
8,0.026
7,0.026
6,0.026
9,0.026
6,0.026
8,0.026
10,0.026
6,0.026
10,0.026
8,0.026
8,0.026
8,0.026
8,0.026
7,0.026
9,0.026
9,0.026
8,0.026
8,0.026
10,0.026
8,0.026
7,0.026
9,0.026
7,0.026
8,0.026
7,0.026
9,0.026
8,0.026
10,0.026
6,0.026
12,0.027
7,0.027
8,0.027
8,0.027
9,0.027
10,0.027
8,0.027
9,0.027
6,0.027
7,0.027
8,0.027
8,0.027
8,0.027
7,0.027
8,0.027
8,0.027
7,0.027
7,0.027
9,0.027
9,0.027
7,0.027
7,0.027
6,0.027
8,0.027
9,0.027
6,0.027
5,0.027
7,0.027
8,0.027
7,0.027
0,0.027
8,0.027
9,0.027
8,0.027
8,0.027
8,0.027
10,0.027
9,0.027
8,0.027
7,0.027
9,0.027
9,0.027
9,0.027
8,0.027
7,0.027
8,0.027
8,0.027
8,0.027
9,0.027
8,0.027
8,0.028
9,0.028
10,0.028
8,0.028
8,0.028
7,0.028
7,0.028
10,0.028
8,0.028
7,0.028
9,0.028
7,0.028
9,0.028
8,0.028
6,0.028
7,0.028
8,0.028
10,0.028
8,0.028
9,0.028
6,0.028
7,0.028
7,0.028
8,0.028
8,0.028
7,0.028
7,0.028
7,0.028
10,0.028
7,0.028
7,0.028
8,0.028
6,0.028
7,0.028
10,0.028
8,0.028
6,0.028
8,0.028
8,0.028
7,0.028
7,0.028
8,0.028
10,0.028
9,0.028
7,0.028
9,0.028
6,0.028
11,0.028
8,0.028
8,0.028
11,0.029
7,0.029
8,0.029
9,0.029
6,0.029
9,0.029
10,0.029
7,0.029
9,0.029
8,0.029
8,0.029
9,0.029
7,0.029
8,0.029
9,0.029
8,0.029
7,0.029
8,0.029
7,0.029
7,0.029
5,0.029
7,0.029
8,0.029
8,0.029
7,0.029
10,0.029
9,0.029
10,0.029
6,0.029
8,0.029
8,0.029
9,0.029
8,0.029
7,0.029
7,0.029
8,0.029
7,0.029
7,0.029
7,0.029
9,0.029
9,0.029
7,0.029
9,0.029
7,0.029
9,0.029
9,0.029
7,0.029
9,0.029
8,0.029
8,0.029
7,0.03
8,0.03
10,0.03
6,0.03
9,0.03
8,0.03
9,0.03
6,0.03
10,0.03
7,0.03
8,0.03
8,0.03
8,0.03
8,0.03
7,0.03
8,0.03
9,0.03
8,0.03
7,0.03
9,0.03
8,0.03
7,0.03
9,0.03
7,0.03
10,0.03
7,0.03
8,0.03
7,0.03
6,0.03
6,0.03
8,0.03
8,0.03
9,0.03
8,0.03
6,0.03
6,0.03
9,0.03
8,0.03
7,0.03
6,0.03
8,0.03
7,0.03
8,0.03
9,0.03
6,0.03
9,0.03
10,0.03
8,0.03
9,0.03
6,0.03
7,0.031
7,0.031
10,0.031
6,0.031
10,0.031
8,0.031
10,0.031
8,0.031
8,0.031
7,0.031
7,0.031
6,0.031
7,0.031
8,0.031
7,0.031
9,0.031
10,0.031
10,0.031
7,0.031
6,0.031
9,0.031
7,0.031
8,0.031
7,0.031
9,0.031
8,0.031
8,0.031
10,0.031
7,0.031
8,0.031
0,0.031
9,0.031
7,0.031
6,0.031
9,0.031
10,0.031
8,0.031
10,0.031
8,0.031
7,0.031
8,0.031
8,0.031
7,0.031
8,0.031
10,0.031
8,0.031
6,0.031
7,0.031
8,0.031
8,0.031
9,0.032
9,0.032
10,0.032
6,0.032
9,0.032
7,0.032
7,0.032
7,0.032
8,0.032
7,0.032
6,0.032
6,0.032
11,0.032
8,0.032
7,0.032
8,0.032
8,0.032
10,0.032
8,0.032
7,0.032
8,0.032
6,0.032
8,0.032
8,0.032
9,0.032
9,0.032
10,0.032
7,0.032
8,0.032
9,0.032
8,0.032
9,0.032
9,0.032
8,0.032
6,0.032
8,0.032
11,0.032
9,0.032
5,0.032
10,0.032
10,0.032
9,0.032
7,0.032
10,0.032
8,0.032
6,0.032
7,0.032
8,0.032
9,0.032
8,0.032
9,0.033
10,0.033
6,0.033
7,0.033
9,0.033
8,0.033
9,0.033
7,0.033
10,0.033
8,0.033
11,0.033
0,0.033
7,0.033
9,0.033
7,0.033
10,0.033
8,0.033
7,0.033
8,0.033
7,0.033
8,0.033
8,0.033
10,0.033
14,0.033
8,0.033
8,0.033
10,0.033
8,0.033
7,0.033
9,0.033
7,0.033
6,0.033
6,0.033
11,0.033
9,0.033
11,0.033
8,0.033
8,0.033
8,0.033
6,0.033
9,0.033
9,0.033
10,0.033
6,0.033
9,0.033
7,0.033
8,0.033
8,0.033
7,0.033
9,0.033
0,0.034
13,0.034
8,0.034
11,0.034
7,0.034
8,0.034
8,0.034
9,0.034
10,0.034
9,0.034
7,0.034
9,0.034
8,0.034
9,0.034
9,0.034
10,0.034
7,0.034
9,0.034
8,0.034
9,0.034
8,0.034
7,0.034
8,0.034
7,0.034
9,0.034
9,0.034
8,0.034
11,0.034
7,0.034
11,0.034
9,0.034
8,0.034
9,0.034
7,0.034
10,0.034
7,0.034
9,0.034
6,0.034
10,0.034
8,0.034
9,0.034
9,0.034
9,0.034
10,0.034
7,0.034
9,0.034
9,0.034
8,0.034
6,0.034
8,0.034
10,0.035
9,0.035
8,0.035
8,0.035
7,0.035
9,0.035
10,0.035
8,0.035
7,0.035
8,0.035
8,0.035
8,0.035
0,0.035
8,0.035
10,0.035
7,0.035
9,0.035
8,0.035
9,0.035
7,0.035
9,0.035
9,0.035
7,0.035
8,0.035
7,0.035
10,0.035
8,0.035
10,0.035
11,0.035
20,0.035
7,0.035
9,0.035
11,0.035
9,0.035
8,0.035
9,0.035
8,0.035
11,0.035
8,0.035
13,0.035
12,0.035
10,0.035
9,0.035
9,0.035
10,0.035
10,0.035
8,0.035
9,0.035
7,0.035
9,0.035
10,0.036
6,0.036
7,0.036
11,0.036
10,0.036
9,0.036
7,0.036
8,0.036
16,0.036
10,0.036
8,0.036
8,0.036
8,0.036
8,0.036
10,0.036
8,0.036
9,0.036
9,0.036
9,0.036
9,0.036
9,0.036
9,0.036
8,0.036
9,0.036
7,0.036
10,0.036
15,0.036
7,0.036
9,0.036
19,0.036
8,0.036
12,0.036
9,0.036
8,0.036
8,0.036
9,0.036
11,0.036
7,0.036
9,0.036
12,0.036
0,0.036
8,0.036
10,0.036
11,0.036
13,0.036
9,0.036
17,0.036
9,0.036
6,0.036
7,0.036
13,0.037
7,0.037
7,0.037
9,0.037
9,0.037
8,0.037
8,0.037
7,0.037
8,0.037
9,0.037
8,0.037
12,0.037
9,0.037
11,0.037
11,0.037
11,0.037
15,0.037
19,0.037
7,0.037
9,0.037
12,0.037
7,0.037
13,0.037
9,0.037
9,0.037
9,0.037
12,0.037
14,0.037
9,0.037
12,0.037
8,0.037
8,0.037
10,0.037
11,0.037
7,0.037
8,0.037
10,0.037
8,0.037
10,0.037
10,0.037
9,0.037
9,0.037
9,0.037
9,0.037
9,0.037
8,0.037
14,0.037
14,0.037
8,0.037
9,0.037
9,0.038
9,0.038
8,0.038
9,0.038
8,0.038
10,0.038
7,0.038
7,0.038
11,0.038
10,0.038
9,0.038
11,0.038
7,0.038
19,0.038
8,0.038
8,0.038
9,0.038
9,0.038
10,0.038
7,0.038
9,0.038
12,0.038
13,0.038
9,0.038
8,0.038
8,0.038
8,0.038
8,0.038
8,0.038
8,0.038
9,0.038
15,0.038
8,0.038
14,0.038
7,0.038
9,0.038
9,0.038
10,0.038
9,0.038
13,0.038
8,0.038
8,0.038
10,0.038
9,0.038
7,0.038
10,0.038
9,0.038
7,0.038
10,0.038
13,0.038
11,0.039
9,0.039
10,0.039
8,0.039
12,0.039
10,0.039
8,0.039
12,0.039
12,0.039
11,0.039
8,0.039
7,0.039
9,0.039
9,0.039
9,0.039
10,0.039
8,0.039
10,0.039
8,0.039
11,0.039
9,0.039
10,0.039
13,0.039
8,0.039
17,0.039
13,0.039
7,0.039
11,0.039
8,0.039
8,0.039
9,0.039
13,0.039
10,0.039
8,0.039
8,0.039
7,0.039
9,0.039
9,0.039
9,0.039
9,0.039
14,0.039
9,0.039
10,0.039
8,0.039
10,0.039
10,0.039
8,0.039
8,0.039
8,0.039
8,0.039
9,0.04
10,0.04
9,0.04
11,0.04
9,0.04
9,0.04
8,0.04
8,0.04
11,0.04
7,0.04
11,0.04
11,0.04
10,0.04
12,0.04
10,0.04
7,0.04
7,0.04
8,0.04
10,0.04
10,0.04
9,0.04
7,0.04
9,0.04
9,0.04
8,0.04
11,0.04
10,0.04
9,0.04
8,0.04
11,0.04
8,0.04
7,0.04
8,0.04
10,0.04
9,0.04
10,0.04
9,0.04
9,0.04
9,0.04
13,0.04
9,0.04
13,0.04
7,0.04
10,0.04
7,0.04
8,0.04
7,0.04
11,0.04
13,0.04
10,0.04
13,0.041
8,0.041
8,0.041
11,0.041
12,0.041
10,0.041
10,0.041
10,0.041
8,0.041
7,0.041
12,0.041
8,0.041
10,0.041
9,0.041
9,0.041
9,0.041
11,0.041
0,0.041
8,0.041
9,0.041
12,0.041
9,0.041
8,0.041
9,0.041
9,0.041
10,0.041
6,0.041
10,0.041
9,0.041
11,0.041
11,0.041
7,0.041
8,0.041
12,0.041
10,0.041
9,0.041
8,0.041
9,0.041
10,0.041
10,0.041
8,0.041
8,0.041
9,0.041
8,0.041
8,0.041
10,0.041
8,0.041
8,0.041
13,0.041
8,0.041
8,0.042
9,0.042
9,0.042
9,0.042
10,0.042
8,0.042
11,0.042
9,0.042
7,0.042
13,0.042
9,0.042
9,0.042
8,0.042
8,0.042
9,0.042
10,0.042
8,0.042
8,0.042
7,0.042
7,0.042
8,0.042
12,0.042
10,0.042
7,0.042
8,0.042
8,0.042
9,0.042
8,0.042
9,0.042
8,0.042
9,0.042
7,0.042
12,0.042
8,0.042
7,0.042
10,0.042
8,0.042
10,0.042
9,0.042
9,0.042
9,0.042
8,0.042
10,0.042
9,0.042
9,0.042
11,0.042
9,0.042
8,0.042
13,0.042
9,0.042
8,0.043
9,0.043
8,0.043
8,0.043
12,0.043
7,0.043
9,0.043
9,0.043
8,0.043
7,0.043
9,0.043
9,0.043
7,0.043
10,0.043
9,0.043
9,0.043
6,0.043
7,0.043
8,0.043
8,0.043
10,0.043
11,0.043
12,0.043
7,0.043
10,0.043
10,0.043
8,0.043
8,0.043
9,0.043
7,0.043
8,0.043
9,0.043
7,0.043
1,0.043
9,0.043
10,0.043
7,0.043
8,0.043
8,0.043
9,0.043
11,0.043
8,0.043
8,0.043
12,0.043
7,0.043
10,0.043
10,0.043
9,0.043
9,0.043
7,0.043
9,0.044
10,0.044
7,0.044
7,0.044
8,0.044
11,0.044
10,0.044
7,0.044
7,0.044
7,0.044
7,0.044
9,0.044
8,0.044
7,0.044
8,0.044
8,0.044
2,0.044
7,0.044
10,0.044
7,0.044
8,0.044
7,0.044
8,0.044
8,0.044
9,0.044
6,0.044
7,0.044
8,0.044
8,0.044
7,0.044
7,0.044
1,0.044
8,0.044
7,0.044
7,0.044
10,0.044
7,0.044
7,0.044
8,0.044
9,0.044
8,0.044
6,0.044
6,0.044
10,0.044
7,0.044
8,0.044
9,0.044
8,0.044
9,0.044
7,0.044
8,0.045
9,0.045
8,0.045
9,0.045
10,0.045
8,0.045
8,0.045
8,0.045
7,0.045
9,0.045
9,0.045
9,0.045
8,0.045
8,0.045
7,0.045
9,0.045
10,0.045
6,0.045
8,0.045
1,0.045
7,0.045
8,0.045
8,0.045
7,0.045
7,0.045
9,0.045
10,0.045
12,0.045
10,0.045
1,0.045
10,0.045
8,0.045
7,0.045
1,0.045
8,0.045
7,0.045
7,0.045
9,0.045
10,0.045
9,0.045
9,0.045
6,0.045
7,0.045
10,0.045
7,0.045
9,0.045
7,0.045
1,0.045
7,0.045
1,0.045
6,0.046
8,0.046
10,0.046
7,0.046
7,0.046
6,0.046
1,0.046
7,0.046
7,0.046
9,0.046
5,0.046
8,0.046
8,0.046
2,0.046
7,0.046
7,0.046
7,0.046
6,0.046
8,0.046
7,0.046
7,0.046
8,0.046
7,0.046
7,0.046
6,0.046
6,0.046
7,0.046
6,0.046
7,0.046
6,0.046
1,0.046
0,0.046
7,0.046
11,0.046
8,0.046
12,0.046
1,0.046
7,0.046
9,0.046
8,0.046
7,0.046
7,0.046
9,0.046
6,0.046
9,0.046
7,0.046
7,0.046
8,0.046
11,0.046
1,0.046
6,0.047
7,0.047
8,0.047
7,0.047
5,0.047
6,0.047
7,0.047
7,0.047
0,0.047
1,0.047
1,0.047
8,0.047
9,0.047
8,0.047
6,0.047
7,0.047
1,0.047
0,0.047
9,0.047
1,0.047
7,0.047
1,0.047
1,0.047
1,0.047
8,0.047
7,0.047
10,0.047
1,0.047
9,0.047
1,0.047
