day_lags,m
5,35
6,35
6,35
8,35
9,35
7,35
5,35
5,35
1,35
1,35
1,35
5,35
1,35
8,35
5,35
8,35
1,35
1,35
1,35
1,35
6,35
5,35
7,35
7,35
7,35
7,35
6,35
6,35
4,35
0,35
1,35
8,35
5,35
7,35
6,35
4,35
6,35
5,35
5,35
8,35
6,35
7,35
1,35
7,35
5,35
1,35
1,35
5,36
0,36
6,36
7,36
1,36
7,36
8,36
5,36
4,36
1,36
5,36
6,36
1,36
7,36
5,36
5,36
1,36
1,36
1,36
6,36
7,36
1,36
0,36
6,36
1,36
7,36
6,36
1,36
1,36
7,36
7,36
1,36
5,36
8,36
1,36
5,36
5,36
6,36
8,36
5,36
0,36
0,36
1,36
1,36
6,36
6,36
5,36
6,36
7,36
1,36
1,37
1,37
0,37
7,37
5,37
5,37
9,37
4,37
5,37
1,37
0,37
6,37
5,37
7,37
6,37
5,37
6,37
5,37
7,37
1,37
6,37
1,37
1,37
5,37
1,37
7,37
1,37
5,37
6,37
6,37
6,37
1,37
1,37
1,37
5,37
0,37
0,37
6,37
8,37
0,37
1,37
0,37
7,37
0,37
5,37
7,37
0,37
6,37
8,37
1,37
5,38
6,38
0,38
7,38
1,38
9,38
6,38
1,38
0,38
0,38
0,38
0,38
5,38
5,38
1,38
1,38
8,38
1,38
5,38
1,38
0,38
1,38
0,38
5,38
4,38
0,38
1,38
1,38
1,38
0,38
1,38
0,38
1,38
1,38
0,38
1,38
1,38
1,38
1,38
1,38
8,38
5,38
0,38
5,38
7,38
0,38
0,38
0,38
0,38
1,38
4,39
1,39
8,39
1,39
0,39
1,39
0,39
1,39
0,39
1,39
0,39
5,39
6,39
0,39
1,39
1,39
1,39
1,39
5,39
1,39
5,39
0,39
1,39
0,39
0,39
1,39
5,39
0,39
1,39
7,39
0,39
1,39
0,39
1,39
1,39
1,39
0,39
1,39
4,39
1,39
1,39
0,39
1,39
1,39
1,39
1,39
1,39
1,39
1,39
0,39
0,40
5,40
1,40
0,40
6,40
1,40
4,40
1,40
1,40
1,40
0,40
1,40
1,40
6,40
5,40
0,40
1,40
1,40
4,40
0,40
0,40
5,40
5,40
1,40
5,40
5,40
5,40
1,40
1,40
5,40
1,40
1,40
6,40
5,40
5,40
0,40
0,40
0,40
1,40
1,40
1,40
0,40
4,40
4,40
0,40
4,40
1,40
1,40
4,40
0,40
0,41
1,41
1,41
4,41
1,41
7,41
1,41
1,41
8,41
0,41
1,41
1,41
0,41
0,41
1,41
0,41
0,41
7,41
1,41
1,41
0,41
1,41
1,41
1,41
1,41
0,41
0,41
1,41
1,41
0,41
0,41
0,41
1,41
0,41
1,41
1,41
1,41
1,41
1,41
1,41
1,41
1,41
0,41
5,41
0,41
1,41
0,41
1,41
1,41
9,41
1,42
0,42
1,42
1,42
1,42
1,42
0,42
1,42
1,42
1,42
0,42
0,42
1,42
1,42
1,42
1,42
0,42
0,42
1,42
0,42
0,42
0,42
0,42
0,42
1,42
1,42
1,42
1,42
1,42
1,42
1,42
1,42
1,42
0,42
1,42
1,42
0,42
0,42
1,42
1,42
1,42
1,42
1,42
0,42
0,42
0,42
0,42
0,42
0,42
1,42
1,43
1,43
0,43
0,43
1,43
1,43
0,43
0,43
1,43
1,43
1,43
0,43
1,43
0,43
0,43
1,43
0,43
0,43
1,43
0,43
1,43
1,43
1,43
0,43
1,43
0,43
1,43
1,43
1,43
1,43
1,43
0,43
1,43
0,43
0,43
0,43
1,43
0,43
0,43
0,43
0,43
1,43
0,43
0,43
0,43
0,43
1,43
0,43
5,43
0,43
0,44
0,44
0,44
0,44
0,44
0,44
0,44
0,44
1,44
0,44
0,44
1,44
0,44
0,44
0,44
1,44
0,44
0,44
0,44
1,44
1,44
0,44
0,44
1,44
0,44
0,44
1,44
1,44
1,44
1,44
0,44
0,44
0,44
1,44
1,44
1,44
0,44
0,44
0,44
0,44
0,44
0,44
0,44
1,44
0,44
0,44
1,44
1,44
1,44
0,44
1,45
1,45
0,45
1,45
1,45
1,45
0,45
1,45
1,45
0,45
0,45
0,45
1,45
1,45
1,45
1,45
1,45
1,45
1,45
0,45
0,45
0,45
1,45
0,45
1,45
0,45
0,45
0,45
0,45
1,45
1,45
0,45
1,45
1,45
0,45
1,45
1,45
0,45
0,45
0,45
1,45
0,45
1,45
1,45
1,45
1,45
1,45
1,45
1,45
1,45
1,46
0,46
1,46
0,46
1,46
0,46
1,46
0,46
0,46
0,46
1,46
1,46
1,46
0,46
0,46
1,46
0,46
0,46
0,46
0,46
1,46
1,46
1,46
0,46
1,46
1,46
1,46
0,46
0,46
0,46
1,46
0,46
1,46
0,46
1,46
0,46
1,46
0,46
1,46
0,46
1,46
0,46
1,46
1,46
1,46
1,46
1,46
1,46
1,46
0,46
0,47
0,47
0,47
0,47
1,47
0,47
1,47
1,47
0,47
0,47
0,47
0,47
1,47
1,47
0,47
0,47
1,47
0,47
0,47
1,47
0,47
0,47
0,47
1,47
1,47
1,47
1,47
0,47
1,47
0,47
0,47
0,47
1,47
1,47
0,47
0,47
0,47
1,47
0,47
0,47
0,47
0,47
1,47
0,47
1,47
0,47
1,47
0,47
1,47
0,47
0,48
0,48
1,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
1,48
0,48
1,48
0,48
0,48
1,48
1,48
1,48
1,48
0,48
0,48
0,48
1,48
0,48
0,48
6,48
0,48
0,48
0,48
0,48
0,48
0,48
1,48
1,48
0,48
0,48
0,48
0,48
1,48
0,48
0,48
0,48
0,48
0,48
0,48
0,48
0,49
1,49
0,49
1,49
0,49
0,49
1,49
1,49
0,49
0,49
1,49
0,49
0,49
0,49
0,49
0,49
0,49
0,49
0,49
0,49
0,49
0,49
0,49
0,49
0,49
0,49
0,49
1,49
0,49
0,49
0,49
0,49
0,49
0,49
1,49
0,49
1,49
0,49
1,49
0,49
0,49
1,49
1,49
0,49
1,49
0,49
0,49
0,49
1,49
1,49
0,50
0,50
1,50
0,50
1,50
1,50
0,50
0,50
0,50
0,50
0,50
1,50
1,50
0,50
0,50
0,50
0,50
0,50
1,50
1,50
1,50
0,50
1,50
0,50
0,50
1,50
0,50
1,50
0,50
1,50
0,50
0,50
0,50
1,50
0,50
1,50
1,50
0,50
1,50
0,50
0,50
0,50
1,50
1,50
1,50
0,50
0,50
1,50
1,50
1,50
