,day,s,s,s,i,i,i,r,r,r,edgecount,edgecount,edgecount,suscedgecount,suscedgecount,suscedgecount,ped
,,mean,max,min,mean,max,min,mean,max,min,mean,max,min,mean,max,min,
210,11,498.55,499,497,0.9,2,0,0.55,1,0,1.0,1.0,1.0,0.9970157910219177,1.0,0.9946698826499369,0.002
211,12,498.55,499,497,0.9,2,0,0.55,1,0,1.0,1.0,1.0,0.9970157910219177,1.0,0.9946698826499369,0.002
212,13,498.45,499,497,0.95,2,0,0.6,1,0,1.0,1.0,1.0,0.9969045646575202,1.0,0.9946698826499369,0.002
213,14,498.45,499,497,0.95,2,0,0.6,1,0,1.0,1.0,1.0,0.9969045646575202,1.0,0.9946698826499369,0.002
214,15,498.45,499,497,0.95,2,0,0.6,1,0,1.0,1.0,1.0,0.9969045646575202,1.0,0.9946698826499369,0.002
215,16,498.45,499,497,0.85,2,0,0.7,2,0,1.0,1.0,1.0,0.9969045646575202,1.0,0.9946698826499369,0.002
216,17,498.45,499,497,0.8,2,0,0.75,2,0,1.0,1.0,1.0,0.9969045646575202,1.0,0.9946698826499369,0.002
217,18,498.4,499,496,0.8,3,0,0.8,2,0,1.0,1.0,1.0,0.9968486151052678,1.0,0.9935508916048889,0.002
218,19,498.4,499,496,0.8,3,0,0.8,2,0,1.0,1.0,1.0,0.9968486151052678,1.0,0.9935508916048889,0.002
219,20,498.35,499,496,0.8,2,0,0.85,2,0,1.0,1.0,1.0,0.9967931135961257,1.0,0.9935508916048889,0.002
220,21,498.35,499,496,0.7,2,0,0.95,2,0,1.0,1.0,1.0,0.9967931135961257,1.0,0.9935508916048889,0.002
221,22,498.35,499,496,0.65,2,0,1.0,2,0,1.0,1.0,1.0,0.9967931135961257,1.0,0.9935508916048889,0.002
222,23,498.35,499,496,0.65,2,0,1.0,2,0,1.0,1.0,1.0,0.9967931135961257,1.0,0.9935508916048889,0.002
223,24,498.3,499,496,0.7,2,0,1.0,2,0,1.0,1.0,1.0,0.9967373887408704,1.0,0.9935508916048889,0.002
224,25,498.3,499,496,0.65,2,0,1.05,2,0,1.0,1.0,1.0,0.9967373887408704,1.0,0.9935508916048889,0.002
225,26,498.3,499,496,0.65,2,0,1.05,2,0,1.0,1.0,1.0,0.9967373887408704,1.0,0.9935508916048889,0.002
226,27,498.25,499,496,0.7,3,0,1.05,2,0,1.0,1.0,1.0,0.9966816638856149,1.0,0.9935508916048889,0.002
227,28,498.25,499,496,0.7,3,0,1.05,2,0,1.0,1.0,1.0,0.9966816638856149,1.0,0.9935508916048889,0.002
228,29,498.2,499,496,0.7,3,0,1.1,2,0,1.0,1.0,1.0,0.9966257143333624,1.0,0.9935508916048889,0.002
229,30,498.2,499,496,0.65,3,0,1.15,3,0,1.0,1.0,1.0,0.9966257143333624,1.0,0.9935508916048889,0.002
230,31,498.2,499,496,0.65,3,0,1.15,3,0,1.0,1.0,1.0,0.9966257143333624,1.0,0.9935508916048889,0.002
231,32,498.2,499,496,0.65,3,0,1.15,3,0,1.0,1.0,1.0,0.9966257143333624,1.0,0.9935508916048889,0.002
232,33,498.2,499,496,0.6,3,0,1.2,3,0,1.0,1.0,1.0,0.9966257143333624,1.0,0.9935508916048889,0.002
233,34,498.2,499,496,0.6,3,0,1.2,3,0,1.0,1.0,1.0,0.9966257143333624,1.0,0.9935508916048889,0.002
234,35,498.2,499,496,0.6,3,0,1.2,3,0,1.0,1.0,1.0,0.9966257143333624,1.0,0.9935508916048889,0.002
235,36,498.2,499,496,0.55,3,0,1.25,4,0,1.0,1.0,1.0,0.9966257143333624,1.0,0.9935508916048889,0.002
236,37,498.2,499,496,0.55,3,0,1.25,4,0,1.0,1.0,1.0,0.9966257143333624,1.0,0.9935508916048889,0.002
237,38,498.2,499,496,0.55,3,0,1.25,4,0,1.0,1.0,1.0,0.9966257143333624,1.0,0.9935508916048889,0.002
238,39,498.2,499,496,0.5,3,0,1.3,4,0,1.0,1.0,1.0,0.9966257143333624,1.0,0.9935508916048889,0.002
239,40,498.2,499,496,0.5,3,0,1.3,4,0,1.0,1.0,1.0,0.9966257143333624,1.0,0.9935508916048889,0.002
240,41,498.15,499,495,0.5,4,0,1.35,4,0,1.0,1.0,1.0,0.996569538722313,1.0,0.9924273793839011,0.002
241,42,498.15,499,495,0.5,4,0,1.35,4,0,1.0,1.0,1.0,0.996569538722313,1.0,0.9924273793839011,0.002
242,43,498.15,499,495,0.45,3,0,1.4,4,0,1.0,1.0,1.0,0.996569538722313,1.0,0.9924273793839011,0.002
243,44,498.15,499,495,0.4,3,0,1.45,4,0,1.0,1.0,1.0,0.996569538722313,1.0,0.9924273793839011,0.002
244,45,498.15,499,495,0.4,3,0,1.45,4,0,1.0,1.0,1.0,0.996569538722313,1.0,0.9924273793839011,0.002
245,46,498.15,499,495,0.4,3,0,1.45,4,0,1.0,1.0,1.0,0.996569538722313,1.0,0.9924273793839011,0.002
246,47,498.15,499,495,0.4,3,0,1.45,4,0,1.0,1.0,1.0,0.996569538722313,1.0,0.9924273793839011,0.002
247,48,498.15,499,495,0.35,2,0,1.5,4,0,1.0,1.0,1.0,0.996569538722313,1.0,0.9924273793839011,0.002
248,49,498.15,499,495,0.35,2,0,1.5,4,0,1.0,1.0,1.0,0.996569538722313,1.0,0.9924273793839011,0.002
249,50,498.15,499,495,0.35,2,0,1.5,4,0,1.0,1.0,1.0,0.996569538722313,1.0,0.9924273793839011,0.002
250,51,498.15,499,495,0.35,2,0,1.5,4,0,1.0,1.0,1.0,0.996569538722313,1.0,0.9924273793839011,0.002
251,52,498.15,499,495,0.35,2,0,1.5,4,0,1.0,1.0,1.0,0.996569538722313,1.0,0.9924273793839011,0.002
252,53,498.1,499,494,0.4,3,0,1.5,4,0,1.0,1.0,1.0,0.99651313567964,1.0,0.99129931853044,0.002
253,54,498.05,499,493,0.4,4,0,1.55,4,0,1.0,1.0,1.0,0.9964565038213781,1.0,0.9901666813651997,0.002
254,55,498.05,499,493,0.4,4,0,1.55,4,0,1.0,1.0,1.0,0.9964565038213781,1.0,0.9901666813651997,0.002
255,56,498.05,499,493,0.4,4,0,1.55,4,0,1.0,1.0,1.0,0.9964565038213781,1.0,0.9901666813651997,0.002
256,57,498.05,499,493,0.4,4,0,1.55,4,0,1.0,1.0,1.0,0.9964565038213781,1.0,0.9901666813651997,0.002
257,58,498.05,499,493,0.35,4,0,1.6,4,0,1.0,1.0,1.0,0.9964565038213781,1.0,0.9901666813651997,0.002
258,59,498.05,499,493,0.35,4,0,1.6,4,0,1.0,1.0,1.0,0.9964565038213781,1.0,0.9901666813651997,0.002
259,60,498.05,499,493,0.35,4,0,1.6,4,0,1.0,1.0,1.0,0.9964565038213781,1.0,0.9901666813651997,0.002
260,61,498.05,499,493,0.35,4,0,1.6,4,0,1.0,1.0,1.0,0.9964565038213781,1.0,0.9901666813651997,0.002
261,62,498.05,499,493,0.35,4,0,1.6,4,0,1.0,1.0,1.0,0.9964565038213781,1.0,0.9901666813651997,0.002
262,63,498.05,499,493,0.35,4,0,1.6,4,0,1.0,1.0,1.0,0.9964565038213781,1.0,0.9901666813651997,0.002
263,64,498.05,499,493,0.35,4,0,1.6,4,0,1.0,1.0,1.0,0.9964565038213781,1.0,0.9901666813651997,0.002
264,65,498.0,499,492,0.4,5,0,1.6,4,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
265,66,498.0,499,492,0.4,5,0,1.6,4,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
266,67,498.0,499,492,0.35,4,0,1.65,4,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
267,68,498.0,499,492,0.35,4,0,1.65,4,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
268,69,498.0,499,492,0.35,4,0,1.65,4,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
269,70,498.0,499,492,0.35,4,0,1.65,4,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
270,71,498.0,499,492,0.35,4,0,1.65,4,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
271,72,498.0,499,492,0.35,4,0,1.65,4,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
272,73,498.0,499,492,0.3,3,0,1.7,5,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
273,74,498.0,499,492,0.3,3,0,1.7,5,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
274,75,498.0,499,492,0.3,3,0,1.7,5,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
275,76,498.0,499,492,0.3,3,0,1.7,5,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
276,77,498.0,499,492,0.25,3,0,1.75,5,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
277,78,498.0,499,492,0.25,3,0,1.75,5,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
278,79,498.0,499,492,0.25,3,0,1.75,5,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
279,80,498.0,499,492,0.2,2,0,1.8,6,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
280,81,498.0,499,492,0.2,2,0,1.8,6,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
281,82,498.0,499,492,0.2,2,0,1.8,6,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
282,83,498.0,499,492,0.2,2,0,1.8,6,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
283,84,498.0,499,492,0.15,1,0,1.85,7,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
284,85,498.0,499,492,0.1,1,0,1.9,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
285,86,498.0,499,492,0.1,1,0,1.9,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
286,87,498.0,499,492,0.1,1,0,1.9,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
287,88,498.0,499,492,0.1,1,0,1.9,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
288,89,498.0,499,492,0.1,1,0,1.9,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
289,90,498.0,499,492,0.1,1,0,1.9,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
290,91,498.0,499,492,0.1,1,0,1.9,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
291,92,498.0,499,492,0.1,1,0,1.9,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
292,93,498.0,499,492,0.1,1,0,1.9,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
293,94,498.0,499,492,0.1,1,0,1.9,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
294,95,498.0,499,492,0.1,1,0,1.9,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
295,96,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
296,97,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
297,98,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
298,99,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
299,100,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
300,101,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
301,102,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
302,103,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
303,104,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
304,105,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
305,106,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
306,107,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
307,108,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
308,109,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
309,110,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
310,111,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
311,112,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
312,113,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
313,114,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
314,115,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
315,116,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
316,117,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
317,118,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
318,119,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
319,120,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
320,121,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
321,122,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
322,123,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
323,124,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
324,125,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
325,126,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
326,127,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
327,128,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
328,129,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
329,130,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
330,131,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
331,132,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
332,133,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
333,134,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
334,135,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
335,136,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
336,137,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
337,138,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
338,139,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
339,140,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
340,141,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
341,142,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
342,143,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
343,144,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
344,145,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
345,146,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
346,147,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
347,148,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
348,149,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
349,150,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
350,151,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
351,152,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
352,153,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
353,154,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
354,155,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
355,156,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
356,157,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
357,158,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
358,159,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
359,160,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
360,161,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
361,162,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
362,163,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
363,164,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
364,165,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
365,166,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
366,167,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
367,168,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
368,169,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
369,170,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
370,171,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
371,172,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
372,173,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
373,174,498.0,499,492,0.05,1,0,1.95,8,0,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
374,175,498.0,499,492,0.0,0,0,2.0,8,1,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
375,176,498.0,499,492,0.0,0,0,2.0,8,1,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
376,177,498.0,499,492,0.0,0,0,2.0,8,1,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
377,178,498.0,499,492,0.0,0,0,2.0,8,1,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
378,179,498.0,499,492,0.0,0,0,2.0,8,1,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
379,180,498.0,499,492,0.0,0,0,2.0,8,1,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
380,181,498.0,499,492,0.0,0,0,2.0,8,1,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
381,182,498.0,499,492,0.0,0,0,2.0,8,1,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
382,183,498.0,499,492,0.0,0,0,2.0,8,1,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
383,184,498.0,499,492,0.0,0,0,2.0,8,1,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
384,185,498.0,499,492,0.0,0,0,2.0,8,1,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
385,186,498.0,499,492,0.0,0,0,2.0,8,1,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
386,187,498.0,499,492,0.0,0,0,2.0,8,1,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
387,188,498.0,499,492,0.0,0,0,2.0,8,1,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
388,189,498.0,499,492,0.0,0,0,2.0,8,1,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
389,190,498.0,499,492,0.0,0,0,2.0,8,1,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
390,191,498.0,499,492,0.0,0,0,2.0,8,1,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
391,192,498.0,499,492,0.0,0,0,2.0,8,1,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
392,193,498.0,499,492,0.0,0,0,2.0,8,1,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
393,194,498.0,499,492,0.0,0,0,2.0,8,1,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
394,195,498.0,499,492,0.0,0,0,2.0,8,1,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
395,196,498.0,499,492,0.0,0,0,2.0,8,1,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
396,197,498.0,499,492,0.0,0,0,2.0,8,1,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
397,198,498.0,499,492,0.0,0,0,2.0,8,1,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
398,199,498.0,499,492,0.0,0,0,2.0,8,1,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
399,200,498.0,499,492,0.0,0,0,2.0,8,1,1.0,1.0,1.0,0.99639964175231,1.0,0.9890294399838409,0.002
400,1,498.95,499,498,0.95,2,0,0.1,1,0,1.0,1.0,1.0,0.9980450569400894,1.0,0.9965175771579469,0.003
401,2,498.95,499,498,0.95,2,0,0.1,1,0,1.0,1.0,1.0,0.9980450569400894,1.0,0.9965175771579469,0.003
402,3,498.85,499,498,0.85,2,0,0.3,1,0,1.0,1.0,1.0,0.9979707872586238,1.0,0.9965175771579469,0.003
403,4,498.85,499,498,0.8,2,0,0.35,1,0,1.0,1.0,1.0,0.9979707872586238,1.0,0.9965175771579469,0.003
404,5,498.85,499,498,0.75,2,0,0.4,1,0,1.0,1.0,1.0,0.9979707872586238,1.0,0.9965175771579469,0.003
405,6,498.85,499,498,0.75,2,0,0.4,1,0,1.0,1.0,1.0,0.9979707872586238,1.0,0.9965175771579469,0.003
406,7,498.8,499,497,0.7,2,0,0.5,1,0,1.0,1.0,1.0,0.9979335029819122,1.0,0.9957718916237149,0.003
407,8,498.75,499,497,0.75,2,0,0.5,1,0,1.0,1.0,1.0,0.9978963681411794,1.0,0.9957718916237149,0.003
408,9,498.75,499,497,0.7,2,0,0.55,1,0,1.0,1.0,1.0,0.9978963681411794,1.0,0.9957718916237149,0.003
409,10,498.75,499,497,0.65,2,0,0.6,1,0,1.0,1.0,1.0,0.9978963681411794,1.0,0.9957718916237149,0.003
410,11,498.7,499,496,0.7,3,0,0.6,1,0,1.0,1.0,1.0,0.9978589335246424,1.0,0.9950231992929739,0.003
411,12,498.6,499,495,0.8,4,0,0.6,1,0,1.0,1.0,1.0,0.9977842128163965,1.0,0.9942714819427149,0.003
412,13,498.6,499,495,0.75,3,0,0.65,2,0,1.0,1.0,1.0,0.9977842128163965,1.0,0.9942714819427149,0.003
413,14,498.5,499,495,0.75,3,0,0.75,2,0,1.0,1.0,1.0,0.9977097936989523,1.0,0.9942714819427149,0.003
414,15,498.45,499,495,0.8,3,0,0.75,2,0,1.0,1.0,1.0,0.9976725094222406,1.0,0.9942714819427149,0.003
415,16,498.45,499,495,0.8,3,0,0.75,2,0,1.0,1.0,1.0,0.9976725094222406,1.0,0.9942714819427149,0.003
416,17,498.4,499,495,0.85,4,0,0.75,2,0,1.0,1.0,1.0,0.9976350748057035,1.0,0.9942714819427149,0.003
417,18,498.35,499,494,0.8,3,0,0.85,3,0,1.0,1.0,1.0,0.9975973367686866,1.0,0.9935167212023738,0.003
418,19,498.3,499,494,0.85,4,0,0.85,3,0,1.0,1.0,1.0,0.9975597509011737,1.0,0.9935167212023738,0.003
419,20,498.25,499,494,0.9,4,0,0.85,3,0,1.0,1.0,1.0,0.9975226160604407,1.0,0.9935167212023738,0.003
420,21,498.25,499,494,0.85,4,0,0.9,3,0,1.0,1.0,1.0,0.9975226160604407,1.0,0.9935167212023738,0.003
421,22,498.25,499,494,0.8,3,0,0.95,3,0,1.0,1.0,1.0,0.9975226160604407,1.0,0.9935167212023738,0.003
