,day,s,s,s,i,i,i,r,r,r,edgecount,edgecount,edgecount,suscedgecount,suscedgecount,suscedgecount,ped
,,mean,max,min,mean,max,min,mean,max,min,mean,max,min,mean,max,min,
11215,16,101.5,196,49,307.05,344,248,91.45,129,49,0.8499228611500701,0.9213183730715288,0.7360448807854137,0.5895184495784933,0.6606536236841851,0.5420615196527226,0.057
11216,17,79.15,158,37,315.0,348,268,105.85,137,71,0.8812692847124823,0.9426367461430575,0.7782608695652173,0.5794564994877189,0.6345595488999886,0.5423405269006538,0.057
11217,18,60.5,124,27,319.5,349,288,120.0,152,83,0.9081977559607293,0.9598877980364656,0.8185133239831697,0.5736735061092438,0.6111042825263239,0.5411579931524109,0.057
11218,19,45.75,98,16,319.15,344,295,135.1,169,102,0.9311921458625527,0.9767180925666199,0.8594670406732118,0.5745905394540435,0.6033977276086668,0.5316266001463475,0.057
11219,20,34.75,77,11,317.0,340,296,148.25,182,111,0.948288920056101,0.982468443197756,0.891164095371669,0.5735364116731755,0.5992825801136186,0.5291247768329072,0.057
11220,21,27.4,64,8,310.45,335,294,162.15,193,125,0.9601823281907432,0.98835904628331,0.9099579242636746,0.5785440219046737,0.6191336697303412,0.5170957298290871,0.057
11221,22,22.25,58,5,302.6,326,281,175.15,207,141,0.9688499298737728,0.9929873772791024,0.923702664796634,0.5892342770256296,0.6372780718342312,0.5190868370759675,0.057
11222,23,17.1,44,3,295.7,319,264,187.2,222,155,0.9768232819074335,0.9963534361851333,0.9433380084151473,0.5997961816630126,0.6600253852653671,0.5338001672240802,0.057
11223,24,13.85,36,3,288.35,314,260,197.8,229,163,0.9816900420757364,0.9963534361851333,0.9534361851332398,0.6065720888612818,0.6625814958282548,0.5338668577799013,0.057
11224,25,11.95,33,2,277.9,308,246,210.15,245,176,0.984796633941094,0.9976157082748948,0.958765778401122,0.6228321806641197,0.6821539961013645,0.5663322185061315,0.057
11225,26,9.95,29,2,270.3,303,244,219.75,250,184,0.9877559607293126,0.9977559607293127,0.9639551192145862,0.6355501089905417,0.7000877192982455,0.5635597041847042,0.057
11226,27,7.95,25,1,261.4,296,237,230.65,259,195,0.990631136044881,0.9988779803646564,0.9697054698457223,0.6479180136002806,0.7174740890255765,0.5754644660894661,0.057
11227,28,6.8,22,1,252.2,286,221,241.0,276,205,0.9923702664796634,0.9991584852734923,0.9747545582047685,0.6632525352285328,0.7391304347826086,0.5695786366076221,0.057
11228,29,6.15,20,1,242.7,272,212,251.15,285,221,0.9933309957924268,0.9991584852734923,0.9772791023842917,0.6785703045215726,0.7555555555555555,0.5603864734299517,0.057
11229,30,5.25,17,1,235.1,263,207,259.65,291,230,0.9945511921458626,0.9991584852734923,0.9810659186535764,0.6881677781534757,0.8,0.5789049919484701,0.057
11230,31,4.2,15,1,226.0,254,198,269.8,300,240,0.9959256661991585,0.9991584852734923,0.9851332398316971,0.697057338959151,0.8,0.5647058823529412,0.057
11231,32,3.65,12,1,216.85,242,189,279.5,309,252,0.9966339410939691,0.9994389901823282,0.9892005610098177,0.7175410085012175,0.8260869565217391,0.6296296296296297,0.057
11232,33,3.4,12,0,207.85,236,180,288.75,318,258,0.9969424964936888,1.0,0.9894810659186536,0.7181196255427192,0.8116883116883117,0.6111111111111112,0.057
11233,34,3.1,10,0,199.6,226,170,297.3,328,268,0.9973071528751755,1.0,0.991304347826087,0.7272466252014992,0.8458333333333333,0.6111111111111112,0.057
11234,35,2.45,8,0,191.6,223,160,305.95,338,273,0.9979523141654981,1.0,0.9925666199158485,0.73737272883026,0.8666666666666667,0.6363636363636364,0.057
11235,36,2.1,8,0,183.6,210,157,314.3,343,286,0.9983800841514728,1.0,0.9929873772791024,0.7567739243791346,0.8517543859649123,0.6470588235294118,0.057
11236,37,1.8,7,0,176.55,203,151,321.65,349,293,0.9986395511921458,1.0,0.994109396914446,0.7644430826563986,0.8780701754385964,0.6470588235294118,0.057
11237,38,1.7,6,0,169.55,195,143,328.75,357,301,0.9988148667601682,1.0,0.9956521739130435,0.7745023728602031,0.8947368421052632,0.625,0.057
11238,39,1.55,5,0,161.7,188,135,336.75,365,308,0.9989410939691444,1.0,0.9964936886395512,0.7875210537058851,0.8630434782608696,0.6470588235294118,0.057
11239,40,1.35,5,0,154.8,185,128,343.85,372,312,0.9991093969144462,1.0,0.9966339410939692,0.7943704140060103,0.8648648648648649,0.6470588235294118,0.057
11240,41,1.2,5,0,149.0,176,124,349.8,376,322,0.9992356241234222,1.0,0.9966339410939692,0.8018879648733147,0.9047619047619048,0.6470588235294118,0.057
11241,42,1.15,5,0,142.5,174,115,356.35,384,324,0.9993338008415146,1.0,0.9971949509116409,0.81684981545569,0.9047619047619048,0.7058823529411765,0.057
11242,43,1.0,5,0,136.85,168,110,362.15,389,330,0.9994670406732116,1.0,0.9971949509116409,0.8300515913415311,0.9130434782608695,0.7058823529411765,0.057
11243,44,0.9,5,0,131.65,167,107,367.45,393,331,0.9995301542776998,1.0,0.9974754558204768,0.8357247867441261,0.9130434782608695,0.7391304347826086,0.057
11244,45,0.8,5,0,126.85,164,102,372.35,398,335,0.9996283309957924,1.0,0.9976157082748948,0.8503570747459792,0.9130434782608695,0.7391304347826086,0.057
11245,46,0.7,5,0,121.5,159,95,377.8,405,340,0.9996984572230014,1.0,0.9981767180925666,0.8563797171193307,0.9130434782608695,0.7391304347826086,0.057
11246,47,0.7,5,0,116.3,146,91,383.0,409,353,0.999726507713885,1.0,0.9984572230014025,0.8673150537125622,0.9184413287861564,0.7391304347826086,0.057
11247,48,0.65,5,0,111.3,139,89,388.05,411,360,0.9997545582047683,1.0,0.9984572230014025,0.8703688839403054,0.9184413287861564,0.782608695652174,0.057
11248,49,0.5,5,0,106.8,131,80,392.7,420,368,0.9998387096774192,1.0,0.9985974754558204,0.8975585092901434,0.95,0.8333333333333334,0.057
11249,50,0.45,4,0,102.3,127,77,397.25,423,372,0.9998387096774192,1.0,0.9985974754558204,0.894447587644739,0.95,0.8333333333333334,0.057
11250,51,0.45,4,0,98.0,121,74,401.55,426,378,0.9998387096774192,1.0,0.9985974754558204,0.894447587644739,0.95,0.8333333333333334,0.057
11251,52,0.4,4,0,94.6,114,71,405.0,429,385,0.99984572230014,1.0,0.9985974754558204,0.8833371051736869,0.9130434782608695,0.8333333333333334,0.057
11252,53,0.3,3,0,90.45,107,69,409.25,431,393,0.9998807854137446,1.0,0.9988779803646564,0.8868952428547632,0.9130434782608695,0.8333333333333334,0.057
11253,54,0.25,2,0,86.15,100,68,413.6,432,400,0.9999298737727911,1.0,0.9994389901823282,0.9160700899550225,0.9565217391304348,0.8666666666666667,0.057
11254,55,0.25,2,0,82.95,95,63,416.8,437,405,0.9999298737727911,1.0,0.9994389901823282,0.9160700899550225,0.9565217391304348,0.8666666666666667,0.057
11255,56,0.25,2,0,79.5,90,59,420.25,441,410,0.9999298737727911,1.0,0.9994389901823282,0.9160700899550225,0.9565217391304348,0.8666666666666667,0.057
11256,57,0.25,2,0,76.45,87,55,423.3,445,413,0.9999298737727911,1.0,0.9994389901823282,0.9160700899550225,0.9565217391304348,0.8666666666666667,0.057
11257,58,0.25,2,0,73.6,86,51,426.15,449,414,0.9999298737727911,1.0,0.9994389901823282,0.9160700899550225,0.9565217391304348,0.8666666666666667,0.057
11258,59,0.25,2,0,70.35,82,46,429.4,454,418,0.9999368863955119,1.0,0.9995792426367461,0.9244034232883558,0.9565217391304348,0.9,0.057
11259,60,0.2,1,0,67.45,78,44,432.35,456,422,0.9999438990182327,1.0,0.9995792426367461,0.9218890554722639,0.9565217391304348,0.9,0.057
11260,61,0.15,1,0,65.15,76,41,434.7,459,424,0.9999579242636745,1.0,0.9995792426367461,0.9291854072963518,0.9565217391304348,0.9,0.057
11261,62,0.1,1,0,62.9,75,39,437.0,461,425,0.9999789621318372,1.0,0.9997194950911641,0.9437781109445278,0.9565217391304348,0.9310344827586207,0.057
11262,63,0.1,1,0,60.7,73,39,439.2,461,427,0.9999789621318372,1.0,0.9997194950911641,0.9437781109445278,0.9565217391304348,0.9310344827586207,0.057
11263,64,0.1,1,0,58.1,71,35,441.8,465,429,0.9999789621318372,1.0,0.9997194950911641,0.9437781109445278,0.9565217391304348,0.9310344827586207,0.057
11264,65,0.1,1,0,55.8,70,34,444.1,466,430,0.9999789621318372,1.0,0.9997194950911641,0.9437781109445278,0.9565217391304348,0.9310344827586207,0.057
11265,66,0.1,1,0,53.4,69,33,446.5,467,431,0.9999789621318372,1.0,0.9997194950911641,0.9437781109445278,0.9565217391304348,0.9310344827586207,0.057
11266,67,0.1,1,0,51.05,68,32,448.85,468,432,0.9999789621318372,1.0,0.9997194950911641,0.9437781109445278,0.9565217391304348,0.9310344827586207,0.057
11267,68,0.1,1,0,48.7,63,32,451.2,468,437,0.9999859747545582,1.0,0.999859747545582,0.9610194902548725,0.9655172413793104,0.9565217391304348,0.057
11268,69,0.1,1,0,46.5,59,31,453.4,469,441,0.9999859747545582,1.0,0.999859747545582,0.9610194902548725,0.9655172413793104,0.9565217391304348,0.057
11269,70,0.1,1,0,44.35,58,28,455.55,472,442,0.9999859747545582,1.0,0.999859747545582,0.9610194902548725,0.9655172413793104,0.9565217391304348,0.057
11270,71,0.1,1,0,41.95,51,28,457.95,472,449,0.9999859747545582,1.0,0.999859747545582,0.9610194902548725,0.9655172413793104,0.9565217391304348,0.057
11271,72,0.1,1,0,40.2,48,27,459.7,473,452,0.9999859747545582,1.0,0.999859747545582,0.9610194902548725,0.9655172413793104,0.9565217391304348,0.057
11272,73,0.1,1,0,38.5,47,25,461.4,475,453,0.9999859747545582,1.0,0.999859747545582,0.9610194902548725,0.9655172413793104,0.9565217391304348,0.057
11273,74,0.1,1,0,37.0,44,25,462.9,475,456,0.9999859747545582,1.0,0.999859747545582,0.9610194902548725,0.9655172413793104,0.9565217391304348,0.057
11274,75,0.1,1,0,35.45,42,24,464.45,476,458,0.9999859747545582,1.0,0.999859747545582,0.9610194902548725,0.9655172413793104,0.9565217391304348,0.057
11275,76,0.1,1,0,33.2,39,22,466.7,478,461,0.9999859747545582,1.0,0.999859747545582,0.9610194902548725,0.9655172413793104,0.9565217391304348,0.057
11276,77,0.1,1,0,31.6,38,20,468.3,480,462,0.999992987377279,1.0,0.999859747545582,0.9782608695652174,1.0,0.9565217391304348,0.057
11277,78,0.1,1,0,30.0,38,19,469.9,481,462,0.999992987377279,1.0,0.999859747545582,0.9782608695652174,1.0,0.9565217391304348,0.057
11278,79,0.1,1,0,28.55,37,17,471.35,483,463,0.999992987377279,1.0,0.999859747545582,0.9782608695652174,1.0,0.9565217391304348,0.057
11279,80,0.1,1,0,27.55,35,16,472.35,484,465,0.999992987377279,1.0,0.999859747545582,0.9782608695652174,1.0,0.9565217391304348,0.057
11280,81,0.1,1,0,26.3,34,16,473.6,484,466,0.999992987377279,1.0,0.999859747545582,0.9782608695652174,1.0,0.9565217391304348,0.057
11281,82,0.05,1,0,25.2,31,15,474.75,485,469,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11282,83,0.05,1,0,23.7,30,14,476.25,485,470,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11283,84,0.05,1,0,22.65,29,13,477.3,486,471,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11284,85,0.05,1,0,21.75,29,13,478.2,486,471,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11285,86,0.05,1,0,21.0,28,13,478.95,486,472,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11286,87,0.05,1,0,20.15,28,12,479.8,487,472,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11287,88,0.05,1,0,19.7,26,12,480.25,487,474,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11288,89,0.05,1,0,19.0,24,12,480.95,487,476,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11289,90,0.05,1,0,18.3,24,11,481.65,489,476,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11290,91,0.05,1,0,17.6,23,10,482.35,490,477,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11291,92,0.05,1,0,16.9,23,10,483.05,490,477,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11292,93,0.05,1,0,16.3,23,10,483.65,490,477,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11293,94,0.05,1,0,15.45,23,8,484.5,492,477,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11294,95,0.05,1,0,15.15,22,8,484.8,492,478,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11295,96,0.05,1,0,14.35,20,8,485.6,492,480,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11296,97,0.05,1,0,13.8,19,7,486.15,492,481,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11297,98,0.05,1,0,13.35,19,7,486.6,493,481,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11298,99,0.05,1,0,12.95,19,6,487.0,493,481,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11299,100,0.05,1,0,12.55,19,6,487.4,493,481,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11300,101,0.05,1,0,12.05,19,6,487.9,493,481,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11301,102,0.05,1,0,11.8,19,6,488.15,493,481,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11302,103,0.05,1,0,11.4,19,4,488.55,495,481,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11303,104,0.05,1,0,10.8,15,4,489.15,495,485,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11304,105,0.05,1,0,10.55,15,4,489.4,495,485,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11305,106,0.05,1,0,10.25,15,4,489.7,495,485,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11306,107,0.05,1,0,9.75,15,4,490.2,495,485,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11307,108,0.05,1,0,9.35,15,4,490.6,496,485,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11308,109,0.05,1,0,8.8,15,3,491.15,497,485,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11309,110,0.05,1,0,8.5,15,3,491.45,497,485,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11310,111,0.05,1,0,8.25,15,3,491.7,497,485,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11311,112,0.05,1,0,8.1,15,3,491.85,497,485,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11312,113,0.05,1,0,7.85,14,3,492.1,497,486,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11313,114,0.05,1,0,7.4,14,3,492.55,497,486,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11314,115,0.05,1,0,7.1,13,3,492.85,497,487,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11315,116,0.05,1,0,6.8,12,3,493.15,497,488,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11316,117,0.05,1,0,6.6,12,3,493.35,497,488,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11317,118,0.05,1,0,6.3,12,3,493.65,497,488,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11318,119,0.05,1,0,6.05,11,3,493.9,497,489,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11319,120,0.05,1,0,5.75,11,2,494.2,498,489,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11320,121,0.05,1,0,5.35,10,2,494.6,498,490,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11321,122,0.05,1,0,5.2,9,2,494.75,498,491,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11322,123,0.05,1,0,4.95,9,1,495.0,499,491,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11323,124,0.05,1,0,4.85,9,1,495.1,499,491,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11324,125,0.05,1,0,4.65,9,1,495.3,499,491,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11325,126,0.05,1,0,4.6,9,1,495.35,499,491,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11326,127,0.05,1,0,4.55,9,1,495.4,499,491,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11327,128,0.05,1,0,4.2,9,1,495.75,499,491,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11328,129,0.05,1,0,4.05,9,1,495.9,499,491,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11329,130,0.05,1,0,3.95,9,1,496.0,499,491,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11330,131,0.05,1,0,3.75,8,1,496.2,499,492,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11331,132,0.05,1,0,3.65,8,1,496.3,499,492,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11332,133,0.05,1,0,3.4,8,1,496.55,499,492,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11333,134,0.05,1,0,3.2,6,1,496.75,499,494,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11334,135,0.05,1,0,3.15,6,1,496.8,499,494,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11335,136,0.05,1,0,2.95,6,1,497.0,499,494,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11336,137,0.05,1,0,2.85,6,1,497.1,499,494,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11337,138,0.05,1,0,2.65,6,1,497.3,499,494,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11338,139,0.05,1,0,2.6,6,1,497.35,499,494,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11339,140,0.05,1,0,2.45,6,1,497.5,499,494,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11340,141,0.05,1,0,2.4,6,1,497.55,499,494,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11341,142,0.05,1,0,2.3,6,0,497.65,500,494,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11342,143,0.05,1,0,2.05,5,0,497.9,500,495,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11343,144,0.05,1,0,2.0,5,0,497.95,500,495,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11344,145,0.05,1,0,2.0,5,0,497.95,500,495,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11345,146,0.05,1,0,1.8,5,0,498.15,500,495,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11346,147,0.05,1,0,1.75,5,0,498.2,500,495,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11347,148,0.05,1,0,1.7,4,0,498.25,500,496,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11348,149,0.05,1,0,1.65,4,0,498.3,500,496,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11349,150,0.05,1,0,1.5,4,0,498.45,500,496,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11350,151,0.05,1,0,1.45,4,0,498.5,500,496,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11351,152,0.05,1,0,1.45,4,0,498.5,500,496,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11352,153,0.05,1,0,1.45,4,0,498.5,500,496,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11353,154,0.05,1,0,1.3,4,0,498.65,500,496,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11354,155,0.05,1,0,1.3,4,0,498.65,500,496,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11355,156,0.05,1,0,1.15,3,0,498.8,500,497,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11356,157,0.05,1,0,1.1,3,0,498.85,500,497,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11357,158,0.05,1,0,1.1,3,0,498.85,500,497,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11358,159,0.05,1,0,1.05,3,0,498.9,500,497,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11359,160,0.05,1,0,1.05,3,0,498.9,500,497,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11360,161,0.05,1,0,1.05,3,0,498.9,500,497,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11361,162,0.05,1,0,1.0,3,0,498.95,500,497,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11362,163,0.05,1,0,0.85,3,0,499.1,500,497,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11363,164,0.05,1,0,0.65,2,0,499.3,500,498,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11364,165,0.05,1,0,0.65,2,0,499.3,500,498,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11365,166,0.05,1,0,0.65,2,0,499.3,500,498,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11366,167,0.05,1,0,0.65,2,0,499.3,500,498,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11367,168,0.05,1,0,0.65,2,0,499.3,500,498,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11368,169,0.05,1,0,0.65,2,0,499.3,500,498,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11369,170,0.05,1,0,0.65,2,0,499.3,500,498,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11370,171,0.05,1,0,0.6,2,0,499.35,500,498,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11371,172,0.05,1,0,0.6,2,0,499.35,500,498,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11372,173,0.05,1,0,0.6,2,0,499.35,500,498,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11373,174,0.05,1,0,0.6,2,0,499.35,500,498,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11374,175,0.05,1,0,0.6,2,0,499.35,500,498,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11375,176,0.05,1,0,0.6,2,0,499.35,500,498,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11376,177,0.05,1,0,0.6,2,0,499.35,500,498,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11377,178,0.05,1,0,0.55,2,0,499.4,500,498,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11378,179,0.05,1,0,0.55,2,0,499.4,500,498,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11379,180,0.05,1,0,0.55,2,0,499.4,500,498,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11380,181,0.05,1,0,0.5,2,0,499.45,500,498,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11381,182,0.05,1,0,0.5,2,0,499.45,500,498,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11382,183,0.05,1,0,0.5,2,0,499.45,500,498,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11383,184,0.05,1,0,0.5,2,0,499.45,500,498,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11384,185,0.05,1,0,0.45,2,0,499.5,500,498,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11385,186,0.05,1,0,0.45,2,0,499.5,500,498,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11386,187,0.05,1,0,0.4,1,0,499.55,500,499,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11387,188,0.05,1,0,0.4,1,0,499.55,500,499,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11388,189,0.05,1,0,0.4,1,0,499.55,500,499,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11389,190,0.05,1,0,0.4,1,0,499.55,500,499,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11390,191,0.05,1,0,0.4,1,0,499.55,500,499,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11391,192,0.05,1,0,0.4,1,0,499.55,500,499,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11392,193,0.05,1,0,0.4,1,0,499.55,500,499,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11393,194,0.05,1,0,0.4,1,0,499.55,500,499,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11394,195,0.05,1,0,0.4,1,0,499.55,500,499,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11395,196,0.05,1,0,0.4,1,0,499.55,500,499,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11396,197,0.05,1,0,0.35,1,0,499.6,500,499,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11397,198,0.05,1,0,0.35,1,0,499.6,500,499,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11398,199,0.05,1,0,0.35,1,0,499.6,500,499,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11399,200,0.05,1,0,0.3,1,0,499.65,500,499,1.0,1.0,1.0,1.0,1.0,1.0,0.057
11400,1,497.1,499,493,2.75,6,1,0.15,1,0,0.9992709345924176,1.0,0.995972781558117,0.9996421427526775,1.0,0.9980762008801856,0.058
11401,2,494.05,499,486,5.65,13,1,0.3,1,0,0.9964241077628104,1.0,0.9859741702541314,0.9982513651465655,1.0,0.992943025992789,0.058
11402,3,487.9,497,471,11.3,26,3,0.8,4,0,0.9881405360366617,0.9998611303985557,0.9577836411609498,0.994014266510004,0.9999456196639295,0.9783912138072578,0.058
11403,4,477.3,495,455,21.15,40,5,1.55,6,0,0.9686779613942511,0.9991667823913345,0.9250104152201083,0.9836348397877547,0.9996204293696457,0.9591096779968465,0.058
11404,5,460.95,492,429,35.95,65,7,3.1,8,0,0.9351201222052493,0.9972226079711152,0.8744618802944035,0.9644945293646872,0.998642006715791,0.9270928681394743,0.058
11405,6,439.05,481,404,55.65,87,16,5.3,10,1,0.8918900152756564,0.9813914734064714,0.8286349118178031,0.9373824776338407,0.9904673001248311,0.8953988196423378,0.058
11406,7,409.35,470,367,81.6,117,26,9.05,16,2,0.8389945840855437,0.9583391195667268,0.7725315928343286,0.899514932560032,0.9779340032638103,0.8445342925516068,0.058
11407,8,377.0,456,324,109.65,155,40,13.35,24,3,0.7897583668934869,0.9269545896403277,0.7196222746840717,0.856262257803631,0.9598560441632032,0.7813142543074665,0.058
11408,9,339.9,429,268,140.9,198,65,19.2,34,6,0.7484724343841134,0.8687682266351896,0.7051798361338703,0.8089103971778664,0.9233811052590852,0.7209812047856101,0.058
11409,10,302.65,401,230,169.95,224,93,27.4,49,6,0.7261560894320234,0.8082210804054992,0.6986529648659908,0.7649754271946089,0.8803270551328503,0.6886210885070035,0.058
11410,11,263.6,362,196,201.25,249,129,35.15,55,9,0.7148937647548951,0.7433689765310374,0.6943480072212193,0.7190738244487077,0.8214032330769935,0.6526302620290436,0.058
11411,12,223.7,314,166,232.15,270,171,44.15,67,15,0.7237675322871824,0.7626718511317873,0.6950423552284405,0.6766392477338887,0.7581760072616184,0.6248667246615561,0.058
11412,13,184.8,283,126,261.65,305,191,53.55,76,26,0.7492084432717678,0.8048882099708374,0.6975420080544369,0.6403615216638486,0.7295127128491031,0.5795242759518229,0.058
11413,14,147.6,245,95,287.15,332,225,65.25,88,30,0.7862171920566589,0.84849326482433,0.699902791278989,0.6118992868155144,0.6835520105062424,0.5599771513731453,0.058
11414,15,114.8,204,67,307.95,349,258,77.25,104,38,0.8253437022635746,0.8898764060547146,0.7197611442855159,0.5884414672699789,0.642006650935659,0.5388406455638817,0.058
11415,16,88.15,162,51,320.2,357,285,91.65,118,53,0.8625052076100543,0.9175114567421192,0.7614220247187891,0.5741208685086868,0.6131009766763192,0.5373408334118525,0.058
11416,17,66.45,121,32,328.9,356,306,104.65,130,65,0.8949798639077905,0.9468129426468546,0.8111373420358283,0.563133228087296,0.5836275972632962,0.5374038205111793,0.058
11417,18,50.9,93,23,331.5,358,313,117.6,141,80,0.9201430356894876,0.9623663380086099,0.8543257880849882,0.5585944534996953,0.5900342573335381,0.5256560123208688,0.058
11418,19,37.95,67,16,330.05,355,313,132.0,158,85,0.9413484238300237,0.9759755589501458,0.8907096236633801,0.5597038025212572,0.5910525443126381,0.5193405046822875,0.058
11419,20,29.0,48,13,324.85,355,301,146.15,174,98,0.9561102624635469,0.9812526038050271,0.9222330231912235,0.567453926958024,0.6062448744784436,0.5350834437336498,0.058
