day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std,edgecount_mean,edgecount_min,edgecount_max,edgecount_std,suscedgecount_mean,suscedgecount_min,suscedgecount_max,suscedgecount_std,d
64,10.04,0,499,70.2037323822889,50.06,0,72,10.201821980272527,439.9,1,464,63.43142324231309,0.9999951369751986,0.9998378991732858,1.0,2.7791636893775185e-05,0.9759121336183401,0.9286205983584856,1.0,0.033422990668511336,4
65,10.03,0,499,70.20510427787048,48.21,0,72,10.003327729139222,441.76,1,466,63.6959507458217,0.9999951369751986,0.9998378991732858,1.0,2.7791636893775185e-05,0.9724710098495315,0.9286205983584856,1.0,0.03453635644801298,4
66,10.03,0,499,70.20510427787048,46.35,0,68,9.672803694541276,443.62,1,469,63.93743469639329,0.9999951369751986,0.9998378991732858,1.0,2.7791636893775185e-05,0.9724710098495315,0.9286205983584856,1.0,0.03453635644801298,4
67,10.03,0,499,70.20510427787048,44.59,0,65,9.44852615303818,445.38,1,470,64.18168340615945,0.9999951369751986,0.9998378991732858,1.0,2.7791636893775185e-05,0.9724710098495315,0.9286205983584856,1.0,0.03453635644801298,4
68,10.03,0,499,70.20510427787048,42.72,0,61,9.203732224955639,447.25,1,474,64.43905193391205,0.9999951369751986,0.9998378991732858,1.0,2.7791636893775185e-05,0.9724710098495315,0.9286205983584856,1.0,0.03453635644801298,4
69,10.03,0,499,70.20510427787048,40.96,0,60,8.819079408654943,449.01,1,474,64.66065186023026,0.9999951369751986,0.9998378991732858,1.0,2.7791636893775185e-05,0.9724710098495315,0.9286205983584856,1.0,0.03453635644801298,4
70,10.03,0,499,70.20510427787048,39.25,0,57,8.490487844546026,450.72,1,476,64.88312413856009,0.9999951369751986,0.9998378991732858,1.0,2.7791636893775185e-05,0.9724710098495315,0.9286205983584856,1.0,0.03453635644801298,4
71,10.03,0,499,70.20510427787048,37.85,0,57,8.375499382066117,452.12,1,476,65.08506942937267,0.9999967579834658,0.9998378991732858,1.0,2.2808444502551404e-05,0.9813995812781029,0.9286205983584856,1.0,0.03197237754361332,4
72,10.02,0,499,70.20647470788637,36.57,0,55,8.002846715735318,453.41,1,476,65.23850492809078,0.9999983789917328,0.9998378991732858,1.0,1.6210082671425582e-05,0.9901960784313726,0.9411764705882353,1.0,0.024014605321403718,4
73,10.02,0,499,70.20647470788637,35.01,0,55,7.78173852975378,454.97,1,476,65.45249723226298,0.9999983789917328,0.9998378991732858,1.0,1.6210082671425582e-05,0.9901960784313726,0.9411764705882353,1.0,0.024014605321403718,4
74,10.02,0,499,70.20647470788637,33.51,0,54,7.621732616722267,456.47,1,476,65.66419853844994,0.9999983789917328,0.9998378991732858,1.0,1.6210082671425582e-05,0.9901960784313726,0.9411764705882353,1.0,0.024014605321403718,4
75,10.02,0,499,70.20647470788637,32.16,0,50,7.374156346198651,457.82,1,478,65.84269285213205,0.9999983789917328,0.9998378991732858,1.0,1.6210082671425582e-05,0.9901960784313726,0.9411764705882353,1.0,0.024014605321403718,4
76,10.02,0,499,70.20647470788637,30.86,0,47,7.130840685984291,459.12,1,480,66.014580574937,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
77,10.02,0,499,70.20647470788637,29.58,0,46,6.922631600975764,460.4,1,482,66.18736795467605,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
78,10.02,0,499,70.20647470788637,28.42,0,45,6.715247237037923,461.56,1,483,66.34274640079352,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
79,10.02,0,499,70.20647470788637,27.37,0,43,6.452084464682241,462.61,1,483,66.4751635856383,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
80,10.02,0,499,70.20647470788637,26.36,0,42,6.282121497157668,463.62,1,483,66.6119138796287,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
81,10.01,0,499,70.20784367242247,25.33,0,42,6.098608882608419,464.66,1,485,66.7522511253593,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
82,10.01,0,499,70.20784367242247,24.31,0,40,6.240459384799594,465.68,1,485,66.91935143110396,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
83,10.01,0,499,70.20784367242247,23.19,0,37,5.950460469407372,466.8,1,485,67.06155773058455,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
84,10.01,0,499,70.20784367242247,22.53,0,37,5.747999212725672,467.46,1,486,67.14305848730979,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
85,10.01,0,499,70.20784367242247,21.6,0,36,5.594008338653892,468.39,1,488,67.26953097784907,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
86,10.01,0,499,70.20784367242247,20.77,0,34,5.522872550776563,469.22,1,489,67.38800360823156,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
87,10.01,0,499,70.20784367242247,19.76,0,32,5.3731844478959685,470.23,1,489,67.52685287043859,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
88,10.01,0,499,70.20784367242247,19.02,0,32,5.306713872182307,470.97,1,489,67.63186969158697,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
89,10.01,0,499,70.20784367242247,18.27,0,31,5.151943832431138,471.72,1,490,67.73150796872288,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
90,10.01,0,499,70.20784367242247,17.57,0,29,5.081666393353004,472.42,1,492,67.83002821223596,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
91,10.01,0,499,70.20784367242247,16.97,0,29,4.91638160447377,473.02,1,492,67.9067958991803,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
92,10.01,0,499,70.20784367242247,16.27,0,28,4.840600597179461,473.72,1,493,68.0055077983327,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
93,10.0,0,499,70.20921117156446,15.69,0,27,4.7091035840865265,474.31,1,493,68.08383053117663,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
94,10.0,0,499,70.20921117156446,15.07,0,26,4.531048889650611,474.93,1,493,68.16353701047048,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
95,10.0,0,499,70.20921117156446,14.42,0,25,4.515249134596534,475.58,1,493,68.25830026857945,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
96,10.0,0,499,70.20921117156446,13.78,0,25,4.298414083864376,476.22,1,494,68.33896207416187,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
97,10.0,0,499,70.20921117156446,13.33,0,25,4.2117080678134435,476.67,1,495,68.39990179566462,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
98,10.0,0,499,70.20921117156446,12.77,0,25,4.2112283771418095,477.23,1,495,68.4823733127398,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
99,10.0,0,499,70.20921117156446,12.24,0,25,4.007871043712647,477.76,1,496,68.54787017151229,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
100,10.0,0,499,70.20921117156446,11.78,0,24,3.8784043370979506,478.22,1,496,68.60788599134956,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
101,10.0,0,499,70.20921117156446,11.22,0,23,3.7593788440285314,478.78,1,496,68.68337248974935,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
102,10.0,0,499,70.20921117156446,10.76,0,21,3.565037860878191,479.24,1,496,68.74048988401924,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
103,10.0,0,499,70.20921117156446,10.3,0,21,3.4945845550109675,479.7,1,497,68.80414305120077,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
104,10.0,0,499,70.20921117156446,9.89,0,21,3.4957261062762064,480.11,1,498,68.86436603273792,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
105,10.0,0,499,70.20921117156446,9.39,0,21,3.553046779053353,480.61,1,498,68.94045080774971,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
106,10.0,0,499,70.20921117156446,8.98,0,21,3.4901882673308826,481.02,1,498,68.99699598203863,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
107,10.0,0,499,70.20921117156446,8.59,0,21,3.345719412000711,481.41,1,498,69.04633124638744,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
108,10.0,0,499,70.20921117156446,8.25,0,21,3.3405225503042053,481.75,1,498,69.09565540581836,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
109,10.0,0,499,70.20921117156446,7.97,0,19,3.1986581782700916,482.03,1,498,69.1297206910912,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
110,10.0,0,499,70.20921117156446,7.67,0,17,3.1174160499174355,482.33,1,498,69.16968668105672,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
111,10.0,0,499,70.20921117156446,7.31,0,17,3.0174408850795236,482.69,1,498,69.21766210639265,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
112,10.0,0,499,70.20921117156446,7.02,0,16,2.957544709226,482.98,1,498,69.25738555955931,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
113,10.0,0,499,70.20921117156446,6.72,0,16,2.8782710859897205,483.28,1,498,69.2977880912763,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
114,10.0,0,499,70.20921117156446,6.46,0,15,2.753950330750797,483.54,1,499,69.33062640403413,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
115,10.0,0,499,70.20921117156446,6.26,0,15,2.69537576323794,483.74,1,499,69.35731228700236,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
116,10.0,0,499,70.20921117156446,6.01,0,14,2.6033971590360103,483.99,1,499,69.39005474107725,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
117,10.0,0,499,70.20921117156446,5.85,0,14,2.5638315707612933,484.15,1,499,69.41186912738753,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
118,10.0,0,499,70.20921117156446,5.59,0,13,2.474496173593993,484.41,1,499,69.44630874265239,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
119,10.0,0,499,70.20921117156446,5.34,0,13,2.466830461392214,484.66,1,499,69.48209855928374,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
120,10.0,0,499,70.20921117156446,5.11,0,13,2.4899596361987455,484.89,1,499,69.51635153913884,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
121,10.0,0,499,70.20921117156446,4.92,0,12,2.3981474331473267,485.08,1,500,69.54072711205086,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
122,10.0,0,499,70.20921117156446,4.7,0,10,2.2763607319179844,485.3,1,500,69.5685839929769,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
123,10.0,0,499,70.20921117156446,4.51,0,9,2.2133433734712042,485.49,1,500,69.5938426104848,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
124,10.0,0,499,70.20921117156446,4.32,0,9,2.088351532001287,485.68,1,500,69.61755264560539,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
125,10.0,0,499,70.20921117156446,4.17,0,9,2.030350519571247,485.83,1,500,69.63759796622116,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
126,10.0,0,499,70.20921117156446,3.99,0,9,2.0125615618917196,486.01,1,500,69.66318608095308,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
127,10.0,0,499,70.20921117156446,3.85,0,9,2.0069324297987157,486.15,1,500,69.68317551242157,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
128,10.0,0,499,70.20921117156446,3.66,0,8,1.9705918712996668,486.34,1,500,69.70967499478668,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
129,10.0,0,499,70.20921117156446,3.52,0,8,1.9147487109964654,486.48,1,500,69.72825753587924,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
130,10.0,0,499,70.20921117156446,3.41,0,8,1.9284944669588522,486.59,1,500,69.74456931901545,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
131,10.0,0,499,70.20921117156446,3.29,0,8,1.9347695814575263,486.71,1,500,69.76212034007735,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
132,10.0,0,499,70.20921117156446,3.14,0,8,1.9281015942049728,486.86,1,500,69.78365123578718,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
133,10.0,0,499,70.20921117156446,2.98,0,8,1.87476597866173,487.02,1,500,69.80535419828107,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
134,10.0,0,499,70.20921117156446,2.89,0,8,1.9010629668794254,487.11,1,500,69.81908728632126,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
135,10.0,0,499,70.20921117156446,2.74,0,8,1.8942763336648718,487.26,1,500,69.840600619908,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
136,10.0,0,499,70.20921117156446,2.67,0,8,1.8589396347532552,487.33,1,500,69.84977458876307,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
137,10.0,0,499,70.20921117156446,2.59,0,8,1.8317899839923095,487.41,1,500,69.86048072892692,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
138,10.0,0,499,70.20921117156446,2.51,0,8,1.8284784202536637,487.49,1,500,69.87196009903263,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
139,10.0,0,499,70.20921117156446,2.41,0,8,1.7471188403838596,487.59,1,500,69.88418919176138,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
140,10.0,0,499,70.20921117156446,2.32,0,8,1.728431296718139,487.68,1,500,69.89673190724395,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
141,10.0,0,499,70.20921117156446,2.21,0,8,1.7014254273545124,487.79,1,500,69.91181963911771,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
142,10.0,0,499,70.20921117156446,2.16,0,8,1.674044277318925,487.84,1,500,69.91838243280662,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
143,10.0,0,499,70.20921117156446,2.09,0,8,1.596049415705459,487.91,1,500,69.926670826869,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
144,10.0,0,499,70.20921117156446,2.02,0,8,1.5762120556715855,487.98,1,500,69.93618736412718,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
145,10.0,0,499,70.20921117156446,1.92,0,8,1.4885420974085937,488.08,1,500,69.94870848115653,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
146,10.0,0,499,70.20921117156446,1.83,0,8,1.4774739567685424,488.17,1,500,69.96146919352945,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
147,10.0,0,499,70.20921117156446,1.77,0,7,1.406011624016205,488.23,1,500,69.9686589290036,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
148,10.0,0,499,70.20921117156446,1.66,0,7,1.4229007219923901,488.34,1,500,69.9848785976173,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
149,10.0,0,499,70.20921117156446,1.59,0,6,1.3933101346481087,488.41,1,500,69.99424146587944,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
150,10.0,0,499,70.20921117156446,1.54,0,6,1.4028830343548986,488.46,1,500,70.00164788825121,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
151,10.0,0,499,70.20921117156446,1.47,0,6,1.4031350180178235,488.53,1,500,70.0117529815927,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
152,10.0,0,499,70.20921117156446,1.38,0,6,1.3009708884234314,488.62,1,500,70.02276397534929,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
153,10.0,0,499,70.20921117156446,1.28,0,5,1.2315712227750684,488.72,1,500,70.03593305719515,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
154,10.0,0,499,70.20921117156446,1.24,0,5,1.1557497894257112,488.76,1,500,70.04040969254099,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
155,10.0,0,499,70.20921117156446,1.18,0,5,1.1225871993756296,488.82,1,500,70.04852286490812,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
156,10.0,0,499,70.20921117156446,1.13,0,5,1.1069568805303733,488.87,1,500,70.05548378307589,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
157,10.0,0,499,70.20921117156446,1.09,0,5,1.101835016706405,488.91,1,500,70.06117024256427,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
158,10.0,0,499,70.20921117156446,1.07,0,5,1.0941072648834331,488.93,1,500,70.06393256494133,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
159,10.0,0,499,70.20921117156446,1.03,0,5,1.0773611607567217,488.97,1,500,70.06943958414654,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
160,10.0,0,499,70.20921117156446,1.0,0,5,1.0540925533894598,489.0,1,500,70.07341028009719,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
161,10.0,0,499,70.20921117156446,0.97,0,5,1.0488570017409475,489.03,1,500,70.07751191907201,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
162,10.0,0,499,70.20921117156446,0.93,0,5,1.0274514906585932,489.07,1,500,70.0829602195235,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
163,10.0,0,499,70.20921117156446,0.91,0,5,1.015983376941878,489.09,1,500,70.08567556349813,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
164,10.0,0,499,70.20921117156446,0.85,0,5,0.9782999065065409,489.15,1,500,70.09378637860056,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
165,10.0,0,499,70.20921117156446,0.84,0,5,0.9715134501582483,489.16,1,500,70.0951330462228,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
166,10.0,0,499,70.20921117156446,0.84,0,5,0.9715134501582483,489.16,1,500,70.0951330462228,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
167,10.0,0,499,70.20921117156446,0.8,0,4,0.910100449556437,489.2,1,500,70.10007276758137,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
168,10.0,0,499,70.20921117156446,0.8,0,4,0.910100449556437,489.2,1,500,70.10007276758137,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
169,10.0,0,499,70.20921117156446,0.77,0,4,0.8973023543664171,489.23,1,500,70.10423048085708,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
170,10.0,0,499,70.20921117156446,0.77,0,4,0.8973023543664171,489.23,1,500,70.10423048085708,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
171,10.0,0,499,70.20921117156446,0.74,0,4,0.8832904506457774,489.26,1,500,70.10837498062727,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
172,10.0,0,499,70.20921117156446,0.73,0,4,0.862870473793984,489.27,1,500,70.10956144535925,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
173,10.0,0,499,70.20921117156446,0.69,0,4,0.837203135988567,489.31,1,500,70.11501301793398,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
174,10.0,0,499,70.20921117156446,0.65,0,4,0.8087276451565163,489.35,1,500,70.12044111830916,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
175,10.0,0,499,70.20921117156446,0.64,0,3,0.7722458393307383,489.36,1,500,70.12147036436562,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
176,10.0,0,499,70.20921117156446,0.62,0,3,0.7355338884171829,489.38,1,500,70.12395662631491,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
177,10.0,0,499,70.20921117156446,0.61,0,3,0.723278171336114,489.39,1,500,70.12526958481826,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
178,10.0,0,499,70.20921117156446,0.58,0,3,0.7132228744837538,489.42,1,500,70.12948773878966,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
179,10.0,0,499,70.20921117156446,0.56,0,3,0.6863753427324665,489.44,1,500,70.13210046156834,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
180,10.0,0,499,70.20921117156446,0.54,0,3,0.6878454136877797,489.46,1,500,70.13499537148039,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
181,10.0,0,499,70.20921117156446,0.52,0,3,0.6739001514626731,489.48,1,500,70.13774038463619,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
182,10.0,0,499,70.20921117156446,0.51,0,3,0.6741249472052229,489.49,1,500,70.13918269765445,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
183,10.0,0,499,70.20921117156446,0.51,0,3,0.6741249472052229,489.49,1,500,70.13918269765445,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
184,10.0,0,499,70.20921117156446,0.5,0,2,0.6435381994422819,489.5,1,500,70.14033551863481,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
185,10.0,0,499,70.20921117156446,0.49,0,2,0.6275654418770873,489.51,1,500,70.14163088949661,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
186,10.0,0,499,70.20921117156446,0.45,0,2,0.6092717958449426,489.55,1,500,70.14708572965549,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
187,10.0,0,499,70.20921117156446,0.43,0,2,0.590411600991934,489.57,1,500,70.14980435115304,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
188,10.0,0,499,70.20921117156446,0.37,0,2,0.562372319964831,489.63,1,500,70.15821297955678,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
189,10.0,0,499,70.20921117156446,0.36,0,2,0.5599422769673259,489.64,1,500,70.15963327593825,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
190,10.0,0,499,70.20921117156446,0.34,0,2,0.5359782899266792,489.66,1,500,70.1623254973203,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
191,10.0,0,499,70.20921117156446,0.33,0,2,0.5328596381218921,489.67,1,500,70.16374139155212,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
192,10.0,0,499,70.20921117156446,0.32,0,2,0.5295319068800673,489.68,1,500,70.16515581760714,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
193,10.0,0,499,70.20921117156446,0.28,0,2,0.5140451577852126,489.72,1,500,70.17079884183313,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
194,10.0,0,499,70.20921117156446,0.27,0,2,0.5096047190685833,489.73,1,500,70.1722059283338,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
195,10.0,0,499,70.20921117156446,0.26,0,2,0.5049252369900865,489.74,1,500,70.17361154718886,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
196,10.0,0,499,70.20921117156446,0.25,0,2,0.5,489.75,1,500,70.17501569848652,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
197,10.0,0,499,70.20921117156446,0.22,0,2,0.483672817035849,489.78,1,500,70.17921934791545,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
198,10.0,0,499,70.20921117156446,0.21,0,2,0.47768380565162366,489.79,1,500,70.18061762986338,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
199,10.0,0,499,70.20921117156446,0.21,0,2,0.47768380565162366,489.79,1,500,70.18061762986338,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
200,10.0,0,499,70.20921117156446,0.2,0,2,0.47140452079103173,489.8,1,500,70.1820144446934,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4
1,497.64,495,499,1.2911509234286596,2.23,0,5,1.3015530738469345,0.13,0,1,0.3379976689896311,0.9995430747263208,0.9966682532127559,1.0,0.0006575534721219438,0.9999792082793268,0.9990188208527273,1.0,0.00010960952732394592,5
2,495.36,484,499,3.00343237989572,4.37,0,15,2.949593363516573,0.27,0,2,0.48938221207451904,0.9979295573536412,0.9842931937172775,1.0,0.0027614885023209217,0.9991792484887622,0.9926878837942557,1.0,0.0012057723582208828,5
3,490.49,473,499,6.2093038696342235,8.84,0,26,6.023053354999581,0.67,0,3,0.8534540634292149,0.9922164048865619,0.9614469300333175,1.0,0.008469052440430168,0.9962890614067546,0.9805072560247734,1.0,0.004157584415057369,5
4,482.13,454,499,11.134308612699247,16.64,0,44,10.656737803195712,1.23,0,5,1.1534314198963198,0.9784578772013327,0.9205140409328891,1.0,0.019597233379871213,0.9890422517738108,0.9568954922127851,1.0,0.010234169540036033,5
5,470.01,427,499,17.404570977449893,27.52,0,70,16.33393938269564,2.47,0,8,1.9146168221755435,0.9557782008567349,0.8608599079803269,1.0,0.03403932827625952,0.976306704361562,0.9196096749561103,1.0,0.019034249264078772,5
6,453.15,402,499,23.86213559494445,42.62,0,91,22.048055870683196,4.23,0,13,2.8984670277771163,0.9983674440742503,0.987783595113438,1.0,0.0021897256464741407,0.9992795386345127,0.993524333029472,1.0,0.0010987306795189537,5
7,410.05,315,499,43.63794452102668,82.62,0,167,40.60272668357894,7.33,0,18,4.22607346951008,0.9949167063303189,0.9747739171822941,1.0,0.005258058897278367,0.9968470622840477,0.982969376732562,1.0,0.003597582654955239,5
8,341.25,200,499,70.04203283483685,145.2,0,271,64.14850195468559,13.55,1,32,6.950583145363133,0.9889179755671903,0.9660479136918928,1.0,0.009148550943301909,0.9905631566693741,0.9598963513207035,1.0,0.009052096229529828,5
9,253.12,111,499,92.49158083443339,224.49,0,344,83.54778406530134,22.39,1,48,9.96751795290152,0.9846596858638743,0.9631921307313978,1.0,0.00988464103143617,0.9797908889351216,0.9254803881374201,1.0,0.016833819320121724,5
10,165.26,52,499,104.84308814277233,300.17,0,402,92.71473083135879,34.57,1,67,13.718125589779737,0.9844566079644613,0.9681104236078059,1.0,0.006974223866616779,0.9634023216849746,0.8939668320630325,1.0,0.025282893340112036,5
11,100.12,16,499,107.87134873907846,351.65,0,421,93.53391595749338,48.23,1,80,16.89232387981612,0.9818086625416469,0.9684277328256385,1.0,0.006328018044033478,0.9122722686987433,0.785633585170516,1.0,0.05202417337674231,5
12,62.53,8,499,107.14857569154745,373.99,0,422,90.78340245670552,63.48,1,96,19.924341744193054,0.9823607805806759,0.9673171505632239,1.0,0.005870691753729814,0.8233908574553894,0.6360048877384535,1.0,0.08968978965413499,5
13,43.54,3,499,107.07435535999076,377.56,0,424,88.46369111937756,78.9,1,117,23.21419802403241,0.9846120894811995,0.9701729335237189,1.0,0.006139636861415634,0.7029387047165386,0.5094998144680996,1.0,0.12075012307003628,5
14,34.31,1,499,107.61854586520583,371.24,0,412,86.29747939247673,94.45,1,131,25.838024989413086,0.9887164842138664,0.9736633349198794,1.0,0.005320566744230964,0.5935020196640749,0.45008359869556125,1.0,0.12953171683464576,5
15,30.57,1,499,108.11294645841073,359.43,0,405,83.62678694622612,110.0,1,145,28.587628884755816,0.9916087577344121,0.9766777724892908,1.0,0.004752255101782225,0.5282096459518894,0.4038429306201454,1.0,0.1313704201909497,5
16,28.72,0,499,108.4696187041246,347.14,0,394,80.90560905003791,124.14,1,161,31.299472354929073,0.9938188164366174,0.9803268284943678,1.0,0.004093024290795666,0.5057131766607176,0.3529674800312136,1.0,0.1295925362990754,5
