,day,s,s,s,i,i,i,r,r,r,edgecount,edgecount,edgecount,suscedgecount,suscedgecount,suscedgecount,V,T
,,mean,max,min,mean,max,min,mean,max,min,mean,max,min,mean,max,min,,
11372,173,0.0,0,0,0.6,2,0,499.4,500,498,1.0,1.0,1.0,,,,0.07,21
11373,174,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.07,21
11374,175,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.07,21
11375,176,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,0.07,21
11376,177,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,0.07,21
11377,178,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,0.07,21
11378,179,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,0.07,21
11379,180,0.0,0,0,0.3,1,0,499.7,500,499,1.0,1.0,1.0,,,,0.07,21
11380,181,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.07,21
11381,182,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.07,21
11382,183,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.07,21
11383,184,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.07,21
11384,185,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.07,21
11385,186,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.07,21
11386,187,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.07,21
11387,188,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.07,21
11388,189,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.07,21
11389,190,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.07,21
11390,191,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.07,21
11391,192,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.07,21
11392,193,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.07,21
11393,194,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.07,21
11394,195,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.07,21
11395,196,0.0,0,0,0.1,1,0,499.9,500,499,1.0,1.0,1.0,,,,0.07,21
11396,197,0.0,0,0,0.0,0,0,500.0,500,500,1.0,1.0,1.0,,,,0.07,21
11397,198,0.0,0,0,0.0,0,0,500.0,500,500,1.0,1.0,1.0,,,,0.07,21
11398,199,0.0,0,0,0.0,0,0,500.0,500,500,1.0,1.0,1.0,,,,0.07,21
11399,200,0.0,0,0,0.0,0,0,500.0,500,500,1.0,1.0,1.0,,,,0.07,21
11400,1,497.4,499,495,2.5,4,1,0.1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.07,28
11401,2,494.2,499,490,5.4,10,1,0.4,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.07,28
11402,3,487.4,499,478,12.1,22,1,0.5,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.07,28
11403,4,473.7,498,453,24.2,45,1,2.1,5,0,1.0,1.0,1.0,1.0,1.0,1.0,0.07,28
11404,5,448.7,495,411,47.0,83,4,4.3,7,1,1.0,1.0,1.0,1.0,1.0,1.0,0.07,28
11405,6,402.9,493,350,89.9,142,5,7.2,13,2,1.0,1.0,1.0,1.0,1.0,1.0,0.07,28
11406,7,325.8,488,241,159.2,237,10,15.0,28,2,1.0,1.0,1.0,1.0,1.0,1.0,0.07,28
11407,8,234.8,478,127,240.0,337,20,25.2,37,2,1.0,1.0,1.0,1.0,1.0,1.0,0.07,28
11408,9,147.2,455,55,315.5,393,40,37.3,52,5,1.0,1.0,1.0,1.0,1.0,1.0,0.07,28
11409,10,87.9,417,22,358.1,410,73,54.0,71,10,1.0,1.0,1.0,1.0,1.0,1.0,0.07,28
11410,11,57.9,366,9,371.7,405,120,70.4,91,14,1.0,1.0,1.0,1.0,1.0,1.0,0.07,28
11411,12,35.4,257,3,380.9,407,220,83.7,105,23,1.0,1.0,1.0,1.0,1.0,1.0,0.07,28
11412,13,19.6,156,0,380.5,402,307,99.9,125,37,1.0,1.0,1.0,1.0,1.0,1.0,0.07,28
11413,14,10.1,83,0,373.5,393,357,116.4,143,54,1.0,1.0,1.0,1.0,1.0,1.0,0.07,28
11414,15,4.8,38,0,362.9,397,346,132.3,154,65,1.0,1.0,1.0,1.0,1.0,1.0,0.07,28
11415,16,2.1,16,0,350.0,400,327,147.9,173,84,1.0,1.0,1.0,1.0,1.0,1.0,0.07,28
11416,17,1.2,11,0,336.8,385,309,162.0,191,104,1.0,1.0,1.0,1.0,1.0,1.0,0.07,28
11417,18,0.5,5,0,323.2,375,295,176.3,205,120,1.0,1.0,1.0,1.0,1.0,1.0,0.07,28
11418,19,0.3,3,0,310.3,369,276,189.4,224,128,1.0,1.0,1.0,1.0,1.0,1.0,0.07,28
11419,20,0.1,1,0,298.1,352,261,201.8,239,147,1.0,1.0,1.0,1.0,1.0,1.0,0.07,28
11420,21,0.1,1,0,286.8,336,254,213.1,246,163,1.0,1.0,1.0,1.0,1.0,1.0,0.07,28
11421,22,0.1,1,0,276.4,324,247,223.5,253,175,1.0,1.0,1.0,1.0,1.0,1.0,0.07,28
11422,23,0.1,1,0,264.8,308,237,235.1,263,191,1.0,1.0,1.0,1.0,1.0,1.0,0.07,28
11423,24,0.0,0,0,256.1,295,230,243.9,270,205,1.0,1.0,1.0,,,,0.07,28
11424,25,0.0,0,0,246.2,284,221,253.8,279,216,1.0,1.0,1.0,,,,0.07,28
11425,26,0.0,0,0,235.5,266,211,264.5,289,234,1.0,1.0,1.0,,,,0.07,28
11426,27,0.0,0,0,225.7,250,204,274.3,296,250,1.0,1.0,1.0,,,,0.07,28
11427,28,0.0,0,0,216.8,241,196,283.2,304,259,1.0,1.0,1.0,,,,0.07,28
11428,29,0.0,0,0,205.3,225,188,294.7,312,275,1.0,1.0,1.0,,,,0.07,28
11429,30,0.0,0,0,197.9,219,180,302.1,320,281,1.0,1.0,1.0,,,,0.07,28
11430,31,0.0,0,0,191.0,214,170,309.0,330,286,1.0,1.0,1.0,,,,0.07,28
11431,32,0.0,0,0,182.8,204,159,317.2,341,296,1.0,1.0,1.0,,,,0.07,28
11432,33,0.0,0,0,175.1,201,156,324.9,344,299,1.0,1.0,1.0,,,,0.07,28
11433,34,0.0,0,0,168.9,195,151,331.1,349,305,1.0,1.0,1.0,,,,0.07,28
11434,35,0.0,0,0,161.9,187,143,338.1,357,313,1.0,1.0,1.0,,,,0.07,28
11435,36,0.0,0,0,157.0,183,136,343.0,364,317,1.0,1.0,1.0,,,,0.07,28
11436,37,0.0,0,0,150.6,177,130,349.4,370,323,1.0,1.0,1.0,,,,0.07,28
11437,38,0.0,0,0,144.6,167,126,355.4,374,333,1.0,1.0,1.0,,,,0.07,28
11438,39,0.0,0,0,138.6,161,121,361.4,379,339,1.0,1.0,1.0,,,,0.07,28
11439,40,0.0,0,0,132.8,157,113,367.2,387,343,1.0,1.0,1.0,,,,0.07,28
11440,41,0.0,0,0,127.8,155,110,372.2,390,345,1.0,1.0,1.0,,,,0.07,28
11441,42,0.0,0,0,124.2,152,106,375.8,394,348,1.0,1.0,1.0,,,,0.07,28
11442,43,0.0,0,0,119.1,146,101,380.9,399,354,1.0,1.0,1.0,,,,0.07,28
11443,44,0.0,0,0,113.6,140,94,386.4,406,360,1.0,1.0,1.0,,,,0.07,28
11444,45,0.0,0,0,108.8,133,88,391.2,412,367,1.0,1.0,1.0,,,,0.07,28
11445,46,0.0,0,0,104.6,128,86,395.4,414,372,1.0,1.0,1.0,,,,0.07,28
11446,47,0.0,0,0,101.4,124,84,398.6,416,376,1.0,1.0,1.0,,,,0.07,28
11447,48,0.0,0,0,97.7,122,78,402.3,422,378,1.0,1.0,1.0,,,,0.07,28
11448,49,0.0,0,0,94.5,117,75,405.5,425,383,1.0,1.0,1.0,,,,0.07,28
11449,50,0.0,0,0,90.7,113,71,409.3,429,387,1.0,1.0,1.0,,,,0.07,28
11450,51,0.0,0,0,86.6,107,68,413.4,432,393,1.0,1.0,1.0,,,,0.07,28
11451,52,0.0,0,0,83.5,103,66,416.5,434,397,1.0,1.0,1.0,,,,0.07,28
11452,53,0.0,0,0,79.3,100,60,420.7,440,400,1.0,1.0,1.0,,,,0.07,28
11453,54,0.0,0,0,76.4,96,57,423.6,443,404,1.0,1.0,1.0,,,,0.07,28
11454,55,0.0,0,0,72.9,91,56,427.1,444,409,1.0,1.0,1.0,,,,0.07,28
11455,56,0.0,0,0,70.5,89,52,429.5,448,411,1.0,1.0,1.0,,,,0.07,28
11456,57,0.0,0,0,66.7,87,50,433.3,450,413,1.0,1.0,1.0,,,,0.07,28
11457,58,0.0,0,0,63.8,85,48,436.2,452,415,1.0,1.0,1.0,,,,0.07,28
11458,59,0.0,0,0,61.8,83,47,438.2,453,417,1.0,1.0,1.0,,,,0.07,28
11459,60,0.0,0,0,59.7,80,44,440.3,456,420,1.0,1.0,1.0,,,,0.07,28
11460,61,0.0,0,0,57.6,77,43,442.4,457,423,1.0,1.0,1.0,,,,0.07,28
11461,62,0.0,0,0,55.9,76,41,444.1,459,424,1.0,1.0,1.0,,,,0.07,28
11462,63,0.0,0,0,53.5,73,39,446.5,461,427,1.0,1.0,1.0,,,,0.07,28
11463,64,0.0,0,0,51.7,72,39,448.3,461,428,1.0,1.0,1.0,,,,0.07,28
11464,65,0.0,0,0,49.7,69,37,450.3,463,431,1.0,1.0,1.0,,,,0.07,28
11465,66,0.0,0,0,47.0,66,35,453.0,465,434,1.0,1.0,1.0,,,,0.07,28
11466,67,0.0,0,0,45.2,65,33,454.8,467,435,1.0,1.0,1.0,,,,0.07,28
11467,68,0.0,0,0,43.5,62,33,456.5,467,438,1.0,1.0,1.0,,,,0.07,28
11468,69,0.0,0,0,42.6,62,33,457.4,467,438,1.0,1.0,1.0,,,,0.07,28
11469,70,0.0,0,0,40.7,58,30,459.3,470,442,1.0,1.0,1.0,,,,0.07,28
11470,71,0.0,0,0,39.6,56,29,460.4,471,444,1.0,1.0,1.0,,,,0.07,28
11471,72,0.0,0,0,37.8,52,29,462.2,471,448,1.0,1.0,1.0,,,,0.07,28
11472,73,0.0,0,0,36.5,52,27,463.5,473,448,1.0,1.0,1.0,,,,0.07,28
11473,74,0.0,0,0,34.4,48,25,465.6,475,452,1.0,1.0,1.0,,,,0.07,28
11474,75,0.0,0,0,33.1,47,23,466.9,477,453,1.0,1.0,1.0,,,,0.07,28
11475,76,0.0,0,0,31.7,45,21,468.3,479,455,1.0,1.0,1.0,,,,0.07,28
11476,77,0.0,0,0,30.6,44,21,469.4,479,456,1.0,1.0,1.0,,,,0.07,28
11477,78,0.0,0,0,29.6,43,19,470.4,481,457,1.0,1.0,1.0,,,,0.07,28
11478,79,0.0,0,0,28.1,38,18,471.9,482,462,1.0,1.0,1.0,,,,0.07,28
11479,80,0.0,0,0,26.9,36,18,473.1,482,464,1.0,1.0,1.0,,,,0.07,28
11480,81,0.0,0,0,25.8,35,16,474.2,484,465,1.0,1.0,1.0,,,,0.07,28
11481,82,0.0,0,0,24.7,34,16,475.3,484,466,1.0,1.0,1.0,,,,0.07,28
11482,83,0.0,0,0,24.0,33,16,476.0,484,467,1.0,1.0,1.0,,,,0.07,28
11483,84,0.0,0,0,22.9,31,16,477.1,484,469,1.0,1.0,1.0,,,,0.07,28
11484,85,0.0,0,0,21.8,31,16,478.2,484,469,1.0,1.0,1.0,,,,0.07,28
11485,86,0.0,0,0,21.0,28,16,479.0,484,472,1.0,1.0,1.0,,,,0.07,28
11486,87,0.0,0,0,19.9,27,15,480.1,485,473,1.0,1.0,1.0,,,,0.07,28
11487,88,0.0,0,0,19.3,25,14,480.7,486,475,1.0,1.0,1.0,,,,0.07,28
11488,89,0.0,0,0,18.7,24,14,481.3,486,476,1.0,1.0,1.0,,,,0.07,28
11489,90,0.0,0,0,17.8,24,13,482.2,487,476,1.0,1.0,1.0,,,,0.07,28
11490,91,0.0,0,0,17.4,24,12,482.6,488,476,1.0,1.0,1.0,,,,0.07,28
11491,92,0.0,0,0,16.7,24,11,483.3,489,476,1.0,1.0,1.0,,,,0.07,28
11492,93,0.0,0,0,16.2,23,11,483.8,489,477,1.0,1.0,1.0,,,,0.07,28
11493,94,0.0,0,0,15.8,23,11,484.2,489,477,1.0,1.0,1.0,,,,0.07,28
11494,95,0.0,0,0,14.8,23,10,485.2,490,477,1.0,1.0,1.0,,,,0.07,28
11495,96,0.0,0,0,14.5,23,10,485.5,490,477,1.0,1.0,1.0,,,,0.07,28
11496,97,0.0,0,0,13.7,21,10,486.3,490,479,1.0,1.0,1.0,,,,0.07,28
11497,98,0.0,0,0,13.3,20,9,486.7,491,480,1.0,1.0,1.0,,,,0.07,28
11498,99,0.0,0,0,13.0,20,9,487.0,491,480,1.0,1.0,1.0,,,,0.07,28
11499,100,0.0,0,0,12.6,20,9,487.4,491,480,1.0,1.0,1.0,,,,0.07,28
11500,101,0.0,0,0,12.2,19,9,487.8,491,481,1.0,1.0,1.0,,,,0.07,28
11501,102,0.0,0,0,11.3,18,8,488.7,492,482,1.0,1.0,1.0,,,,0.07,28
11502,103,0.0,0,0,11.0,17,8,489.0,492,483,1.0,1.0,1.0,,,,0.07,28
11503,104,0.0,0,0,10.5,16,8,489.5,492,484,1.0,1.0,1.0,,,,0.07,28
11504,105,0.0,0,0,9.8,14,6,490.2,494,486,1.0,1.0,1.0,,,,0.07,28
11505,106,0.0,0,0,9.2,13,5,490.8,495,487,1.0,1.0,1.0,,,,0.07,28
11506,107,0.0,0,0,8.7,13,4,491.3,496,487,1.0,1.0,1.0,,,,0.07,28
11507,108,0.0,0,0,8.3,11,4,491.7,496,489,1.0,1.0,1.0,,,,0.07,28
11508,109,0.0,0,0,8.1,11,4,491.9,496,489,1.0,1.0,1.0,,,,0.07,28
11509,110,0.0,0,0,7.8,10,4,492.2,496,490,1.0,1.0,1.0,,,,0.07,28
11510,111,0.0,0,0,7.7,10,4,492.3,496,490,1.0,1.0,1.0,,,,0.07,28
11511,112,0.0,0,0,7.2,10,4,492.8,496,490,1.0,1.0,1.0,,,,0.07,28
11512,113,0.0,0,0,7.2,10,4,492.8,496,490,1.0,1.0,1.0,,,,0.07,28
11513,114,0.0,0,0,6.9,9,3,493.1,497,491,1.0,1.0,1.0,,,,0.07,28
11514,115,0.0,0,0,6.9,9,3,493.1,497,491,1.0,1.0,1.0,,,,0.07,28
11515,116,0.0,0,0,6.7,9,3,493.3,497,491,1.0,1.0,1.0,,,,0.07,28
11516,117,0.0,0,0,6.5,9,3,493.5,497,491,1.0,1.0,1.0,,,,0.07,28
11517,118,0.0,0,0,6.2,9,3,493.8,497,491,1.0,1.0,1.0,,,,0.07,28
11518,119,0.0,0,0,6.1,9,3,493.9,497,491,1.0,1.0,1.0,,,,0.07,28
11519,120,0.0,0,0,5.8,9,2,494.2,498,491,1.0,1.0,1.0,,,,0.07,28
11520,121,0.0,0,0,5.8,9,2,494.2,498,491,1.0,1.0,1.0,,,,0.07,28
11521,122,0.0,0,0,5.6,8,2,494.4,498,492,1.0,1.0,1.0,,,,0.07,28
11522,123,0.0,0,0,5.3,7,2,494.7,498,493,1.0,1.0,1.0,,,,0.07,28
11523,124,0.0,0,0,5.3,7,2,494.7,498,493,1.0,1.0,1.0,,,,0.07,28
11524,125,0.0,0,0,5.1,7,2,494.9,498,493,1.0,1.0,1.0,,,,0.07,28
11525,126,0.0,0,0,5.0,7,2,495.0,498,493,1.0,1.0,1.0,,,,0.07,28
11526,127,0.0,0,0,4.7,7,2,495.3,498,493,1.0,1.0,1.0,,,,0.07,28
11527,128,0.0,0,0,4.7,7,2,495.3,498,493,1.0,1.0,1.0,,,,0.07,28
11528,129,0.0,0,0,4.3,6,2,495.7,498,494,1.0,1.0,1.0,,,,0.07,28
11529,130,0.0,0,0,4.1,6,2,495.9,498,494,1.0,1.0,1.0,,,,0.07,28
11530,131,0.0,0,0,3.8,6,1,496.2,499,494,1.0,1.0,1.0,,,,0.07,28
11531,132,0.0,0,0,3.7,6,1,496.3,499,494,1.0,1.0,1.0,,,,0.07,28
11532,133,0.0,0,0,3.5,6,1,496.5,499,494,1.0,1.0,1.0,,,,0.07,28
11533,134,0.0,0,0,3.3,6,1,496.7,499,494,1.0,1.0,1.0,,,,0.07,28
11534,135,0.0,0,0,3.2,6,1,496.8,499,494,1.0,1.0,1.0,,,,0.07,28
11535,136,0.0,0,0,3.0,6,1,497.0,499,494,1.0,1.0,1.0,,,,0.07,28
11536,137,0.0,0,0,3.0,6,1,497.0,499,494,1.0,1.0,1.0,,,,0.07,28
11537,138,0.0,0,0,3.0,6,1,497.0,499,494,1.0,1.0,1.0,,,,0.07,28
11538,139,0.0,0,0,2.9,6,1,497.1,499,494,1.0,1.0,1.0,,,,0.07,28
11539,140,0.0,0,0,2.8,6,1,497.2,499,494,1.0,1.0,1.0,,,,0.07,28
11540,141,0.0,0,0,2.7,6,1,497.3,499,494,1.0,1.0,1.0,,,,0.07,28
11541,142,0.0,0,0,2.7,6,1,497.3,499,494,1.0,1.0,1.0,,,,0.07,28
11542,143,0.0,0,0,2.5,6,0,497.5,500,494,1.0,1.0,1.0,,,,0.07,28
11543,144,0.0,0,0,2.4,6,0,497.6,500,494,1.0,1.0,1.0,,,,0.07,28
11544,145,0.0,0,0,2.3,6,0,497.7,500,494,1.0,1.0,1.0,,,,0.07,28
11545,146,0.0,0,0,2.1,5,0,497.9,500,495,1.0,1.0,1.0,,,,0.07,28
11546,147,0.0,0,0,2.0,5,0,498.0,500,495,1.0,1.0,1.0,,,,0.07,28
11547,148,0.0,0,0,1.9,5,0,498.1,500,495,1.0,1.0,1.0,,,,0.07,28
11548,149,0.0,0,0,1.9,5,0,498.1,500,495,1.0,1.0,1.0,,,,0.07,28
11549,150,0.0,0,0,1.9,5,0,498.1,500,495,1.0,1.0,1.0,,,,0.07,28
11550,151,0.0,0,0,1.8,5,0,498.2,500,495,1.0,1.0,1.0,,,,0.07,28
11551,152,0.0,0,0,1.8,5,0,498.2,500,495,1.0,1.0,1.0,,,,0.07,28
11552,153,0.0,0,0,1.7,5,0,498.3,500,495,1.0,1.0,1.0,,,,0.07,28
11553,154,0.0,0,0,1.7,5,0,498.3,500,495,1.0,1.0,1.0,,,,0.07,28
11554,155,0.0,0,0,1.7,5,0,498.3,500,495,1.0,1.0,1.0,,,,0.07,28
11555,156,0.0,0,0,1.7,5,0,498.3,500,495,1.0,1.0,1.0,,,,0.07,28
11556,157,0.0,0,0,1.6,5,0,498.4,500,495,1.0,1.0,1.0,,,,0.07,28
11557,158,0.0,0,0,1.5,5,0,498.5,500,495,1.0,1.0,1.0,,,,0.07,28
11558,159,0.0,0,0,1.5,5,0,498.5,500,495,1.0,1.0,1.0,,,,0.07,28
11559,160,0.0,0,0,1.5,5,0,498.5,500,495,1.0,1.0,1.0,,,,0.07,28
11560,161,0.0,0,0,1.4,4,0,498.6,500,496,1.0,1.0,1.0,,,,0.07,28
11561,162,0.0,0,0,1.3,4,0,498.7,500,496,1.0,1.0,1.0,,,,0.07,28
11562,163,0.0,0,0,1.3,4,0,498.7,500,496,1.0,1.0,1.0,,,,0.07,28
11563,164,0.0,0,0,1.1,3,0,498.9,500,497,1.0,1.0,1.0,,,,0.07,28
11564,165,0.0,0,0,1.0,3,0,499.0,500,497,1.0,1.0,1.0,,,,0.07,28
11565,166,0.0,0,0,0.9,3,0,499.1,500,497,1.0,1.0,1.0,,,,0.07,28
11566,167,0.0,0,0,0.9,3,0,499.1,500,497,1.0,1.0,1.0,,,,0.07,28
11567,168,0.0,0,0,0.9,3,0,499.1,500,497,1.0,1.0,1.0,,,,0.07,28
11568,169,0.0,0,0,0.9,3,0,499.1,500,497,1.0,1.0,1.0,,,,0.07,28
11569,170,0.0,0,0,0.9,3,0,499.1,500,497,1.0,1.0,1.0,,,,0.07,28
11570,171,0.0,0,0,0.9,3,0,499.1,500,497,1.0,1.0,1.0,,,,0.07,28
11571,172,0.0,0,0,0.9,3,0,499.1,500,497,1.0,1.0,1.0,,,,0.07,28
11572,173,0.0,0,0,0.9,3,0,499.1,500,497,1.0,1.0,1.0,,,,0.07,28
11573,174,0.0,0,0,0.8,3,0,499.2,500,497,1.0,1.0,1.0,,,,0.07,28
11574,175,0.0,0,0,0.8,3,0,499.2,500,497,1.0,1.0,1.0,,,,0.07,28
11575,176,0.0,0,0,0.8,3,0,499.2,500,497,1.0,1.0,1.0,,,,0.07,28
11576,177,0.0,0,0,0.8,3,0,499.2,500,497,1.0,1.0,1.0,,,,0.07,28
11577,178,0.0,0,0,0.7,2,0,499.3,500,498,1.0,1.0,1.0,,,,0.07,28
11578,179,0.0,0,0,0.6,2,0,499.4,500,498,1.0,1.0,1.0,,,,0.07,28
11579,180,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.07,28
11580,181,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.07,28
11581,182,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.07,28
11582,183,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.07,28
11583,184,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.07,28
11584,185,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.07,28
11585,186,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.07,28
11586,187,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.07,28
11587,188,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.07,28
11588,189,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.07,28
11589,190,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.07,28
11590,191,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.07,28
11591,192,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.07,28
11592,193,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.07,28
11593,194,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.07,28
11594,195,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.07,28
11595,196,0.0,0,0,0.5,2,0,499.5,500,498,1.0,1.0,1.0,,,,0.07,28
11596,197,0.0,0,0,0.4,1,0,499.6,500,499,1.0,1.0,1.0,,,,0.07,28
11597,198,0.0,0,0,0.4,1,0,499.6,500,499,1.0,1.0,1.0,,,,0.07,28
11598,199,0.0,0,0,0.4,1,0,499.6,500,499,1.0,1.0,1.0,,,,0.07,28
11599,200,0.0,0,0,0.4,1,0,499.6,500,499,1.0,1.0,1.0,,,,0.07,28
11600,1,498.1,499,496,1.9,4,1,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.07,35
11601,2,494.9,499,489,5.1,11,1,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.07,35
11602,3,488.9,498,477,10.6,22,2,0.5,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.07,35
11603,4,476.6,497,453,22.0,42,3,1.4,5,0,1.0,1.0,1.0,1.0,1.0,1.0,0.07,35
11604,5,453.5,494,411,43.1,78,6,3.4,11,0,1.0,1.0,1.0,1.0,1.0,1.0,0.07,35
11605,6,408.9,488,332,84.1,149,9,7.0,19,0,1.0,1.0,1.0,1.0,1.0,1.0,0.07,35
11606,7,342.7,477,231,145.5,253,20,11.8,25,1,1.0,1.0,1.0,1.0,1.0,1.0,0.07,35
11607,8,262.4,458,134,217.0,332,40,20.6,38,2,1.0,1.0,1.0,1.0,1.0,1.0,0.07,35
11608,9,179.5,413,61,289.1,393,82,31.4,54,5,1.0,1.0,1.0,1.0,1.0,1.0,0.07,35
11609,10,112.2,345,24,340.6,417,145,47.2,77,10,1.0,1.0,1.0,1.0,1.0,1.0,0.07,35
11610,11,62.3,233,11,375.4,421,249,62.3,94,18,1.0,1.0,1.0,1.0,1.0,1.0,0.07,35
11611,12,30.3,132,5,392.1,436,341,77.6,112,27,1.0,1.0,1.0,1.0,1.0,1.0,0.07,35
11612,13,13.6,62,1,392.9,415,371,93.5,127,42,1.0,1.0,1.0,1.0,1.0,1.0,0.07,35
11613,14,6.5,25,0,384.7,417,356,108.8,142,58,1.0,1.0,1.0,1.0,1.0,1.0,0.07,35
11614,15,3.2,12,0,372.1,408,338,124.7,160,80,1.0,1.0,1.0,1.0,1.0,1.0,0.07,35
11615,16,1.5,6,0,359.5,399,328,139.0,172,97,1.0,1.0,1.0,1.0,1.0,1.0,0.07,35
11616,17,0.9,4,0,344.1,383,314,155.0,186,113,1.0,1.0,1.0,1.0,1.0,1.0,0.07,35
11617,18,0.5,2,0,334.4,370,301,165.1,199,128,1.0,1.0,1.0,1.0,1.0,1.0,0.07,35
11618,19,0.3,1,0,323.1,355,290,176.6,210,144,1.0,1.0,1.0,1.0,1.0,1.0,0.07,35
11619,20,0.0,0,0,310.8,343,277,189.2,223,157,1.0,1.0,1.0,,,,0.07,35
11620,21,0.0,0,0,299.1,328,272,200.9,228,172,1.0,1.0,1.0,,,,0.07,35
11621,22,0.0,0,0,285.9,313,263,214.1,237,187,1.0,1.0,1.0,,,,0.07,35
11622,23,0.0,0,0,274.5,303,249,225.5,251,197,1.0,1.0,1.0,,,,0.07,35
11623,24,0.0,0,0,264.2,293,239,235.8,261,207,1.0,1.0,1.0,,,,0.07,35
11624,25,0.0,0,0,252.6,281,231,247.4,269,219,1.0,1.0,1.0,,,,0.07,35
11625,26,0.0,0,0,242.3,269,221,257.7,279,231,1.0,1.0,1.0,,,,0.07,35
11626,27,0.0,0,0,233.3,262,210,266.7,290,238,1.0,1.0,1.0,,,,0.07,35
11627,28,0.0,0,0,225.9,256,200,274.1,300,244,1.0,1.0,1.0,,,,0.07,35
11628,29,0.0,0,0,218.7,249,189,281.3,311,251,1.0,1.0,1.0,,,,0.07,35
11629,30,0.0,0,0,211.3,244,180,288.7,320,256,1.0,1.0,1.0,,,,0.07,35
11630,31,0.0,0,0,203.0,234,171,297.0,329,266,1.0,1.0,1.0,,,,0.07,35
11631,32,0.0,0,0,196.3,229,168,303.7,332,271,1.0,1.0,1.0,,,,0.07,35
11632,33,0.0,0,0,188.9,220,158,311.1,342,280,1.0,1.0,1.0,,,,0.07,35
11633,34,0.0,0,0,181.6,213,146,318.4,354,287,1.0,1.0,1.0,,,,0.07,35
11634,35,0.0,0,0,174.6,210,136,325.4,364,290,1.0,1.0,1.0,,,,0.07,35
11635,36,0.0,0,0,168.2,198,130,331.8,370,302,1.0,1.0,1.0,,,,0.07,35
11636,37,0.0,0,0,160.0,186,125,340.0,375,314,1.0,1.0,1.0,,,,0.07,35
11637,38,0.0,0,0,154.3,178,120,345.7,380,322,1.0,1.0,1.0,,,,0.07,35
11638,39,0.0,0,0,148.1,169,120,351.9,380,331,1.0,1.0,1.0,,,,0.07,35
11639,40,0.0,0,0,142.3,162,114,357.7,386,338,1.0,1.0,1.0,,,,0.07,35
11640,41,0.0,0,0,136.4,153,109,363.6,391,347,1.0,1.0,1.0,,,,0.07,35
11641,42,0.0,0,0,130.8,146,105,369.2,395,354,1.0,1.0,1.0,,,,0.07,35
