day_lags,m,ped
41,5,0.067
0,5,0.067
0,5,0.067
3,5,0.067
0,5,0.067
0,5,0.067
152,5,0.067
85,5,0.067
0,5,0.078
0,5,0.078
0,5,0.078
3,5,0.078
0,5,0.078
26,5,0.078
0,5,0.078
102,5,0.078
0,5,0.078
0,5,0.078
0,5,0.078
0,5,0.078
54,5,0.078
6,5,0.078
0,5,0.078
0,5,0.078
0,5,0.078
0,5,0.078
0,5,0.078
0,5,0.078
0,5,0.078
32,5,0.078
23,5,0.078
0,5,0.078
19,5,0.078
41,5,0.078
1,5,0.078
4,5,0.078
64,5,0.078
0,5,0.078
2,5,0.078
49,5,0.078
3,5,0.078
3,5,0.078
5,5,0.078
0,5,0.078
0,5,0.078
0,5,0.078
0,5,0.078
17,5,0.078
0,5,0.078
24,5,0.078
0,5,0.078
0,5,0.078
0,5,0.078
0,5,0.078
6,5,0.078
0,5,0.078
0,5,0.078
2,5,0.078
3,5,0.089
0,5,0.089
0,5,0.089
0,5,0.089
0,5,0.089
0,5,0.089
27,5,0.089
67,5,0.089
0,5,0.089
0,5,0.089
0,5,0.089
0,5,0.089
0,5,0.089
8,5,0.089
53,5,0.089
0,5,0.089
27,5,0.089
0,5,0.089
0,5,0.089
0,5,0.089
0,5,0.089
28,5,0.089
0,5,0.089
0,5,0.089
0,5,0.089
0,5,0.089
0,5,0.089
0,5,0.089
2,5,0.089
0,5,0.089
20,5,0.089
2,5,0.089
0,5,0.089
0,5,0.089
6,5,0.089
1,5,0.089
116,5,0.089
0,5,0.089
15,5,0.089
0,5,0.089
74,5,0.089
0,5,0.089
0,5,0.089
0,5,0.089
41,5,0.089
0,5,0.089
4,5,0.089
2,5,0.089
106,5,0.089
0,5,0.089
1,5,0.1
0,5,0.1
4,5,0.1
0,5,0.1
0,5,0.1
72,5,0.1
37,5,0.1
0,5,0.1
0,5,0.1
2,5,0.1
0,5,0.1
0,5,0.1
0,5,0.1
11,5,0.1
0,5,0.1
1,5,0.1
42,5,0.1
0,5,0.1
3,5,0.1
2,5,0.1
74,5,0.1
0,5,0.1
0,5,0.1
0,5,0.1
0,5,0.1
7,5,0.1
55,5,0.1
0,5,0.1
0,5,0.1
0,5,0.1
28,5,0.1
0,5,0.1
0,5,0.1
86,5,0.1
0,5,0.1
0,5,0.1
3,5,0.1
0,5,0.1
0,5,0.1
10,5,0.1
11,5,0.1
0,5,0.1
9,5,0.1
3,5,0.1
49,5,0.1
0,5,0.1
12,5,0.1
2,5,0.1
0,5,0.1
0,5,0.1
4,10,0.001
71,10,0.001
0,10,0.001
128,10,0.001
24,10,0.001
172,10,0.001
22,10,0.001
0,10,0.001
0,10,0.001
0,10,0.001
0,10,0.001
185,10,0.001
0,10,0.001
0,10,0.001
0,10,0.001
144,10,0.001
0,10,0.001
37,10,0.001
0,10,0.001
0,10,0.001
16,10,0.001
0,10,0.001
128,10,0.001
10,10,0.001
3,10,0.001
0,10,0.001
49,10,0.001
0,10,0.001
0,10,0.001
0,10,0.001
40,10,0.001
0,10,0.001
0,10,0.001
51,10,0.001
0,10,0.001
0,10,0.001
0,10,0.001
7,10,0.001
0,10,0.001
3,10,0.001
0,10,0.001
0,10,0.001
96,10,0.001
0,10,0.001
0,10,0.001
0,10,0.001
83,10,0.001
0,10,0.001
87,10,0.001
0,10,0.001
23,10,0.012
8,10,0.012
58,10,0.012
19,10,0.012
41,10,0.012
23,10,0.012
72,10,0.012
64,10,0.012
50,10,0.012
84,10,0.012
45,10,0.012
25,10,0.012
55,10,0.012
30,10,0.012
18,10,0.012
159,10,0.012
53,10,0.012
86,10,0.012
8,10,0.012
71,10,0.012
61,10,0.012
52,10,0.012
51,10,0.012
59,10,0.012
47,10,0.012
99,10,0.012
3,10,0.012
17,10,0.012
7,10,0.012
47,10,0.012
77,10,0.012
120,10,0.012
54,10,0.012
30,10,0.012
22,10,0.012
54,10,0.012
61,10,0.012
29,10,0.012
4,10,0.012
42,10,0.012
6,10,0.012
69,10,0.012
30,10,0.012
82,10,0.012
68,10,0.012
68,10,0.012
42,10,0.012
72,10,0.012
68,10,0.012
40,10,0.012
45,10,0.023
27,10,0.023
4,10,0.023
60,10,0.023
40,10,0.023
21,10,0.023
34,10,0.023
0,10,0.023
6,10,0.023
79,10,0.023
59,10,0.023
33,10,0.023
12,10,0.023
0,10,0.023
57,10,0.023
85,10,0.023
41,10,0.023
69,10,0.023
17,10,0.023
38,10,0.023
35,10,0.023
28,10,0.023
27,10,0.023
27,10,0.023
0,10,0.023
0,10,0.023
85,10,0.023
0,10,0.023
75,10,0.023
18,10,0.023
36,10,0.023
65,10,0.023
44,10,0.023
21,10,0.023
16,10,0.023
9,10,0.023
40,10,0.023
35,10,0.023
43,10,0.023
14,10,0.023
36,10,0.023
42,10,0.023
21,10,0.023
39,10,0.023
51,10,0.023
21,10,0.023
11,10,0.023
45,10,0.023
15,10,0.023
44,10,0.023
21,10,0.034
36,10,0.034
16,10,0.034
39,10,0.034
22,10,0.034
17,10,0.034
30,10,0.034
26,10,0.034
0,10,0.034
39,10,0.034
13,10,0.034
45,10,0.034
22,10,0.034
20,10,0.034
8,10,0.034
56,10,0.034
49,10,0.034
86,10,0.034
0,10,0.034
57,10,0.034
24,10,0.034
0,10,0.034
0,10,0.034
29,10,0.034
44,10,0.034
37,10,0.034
31,10,0.034
16,10,0.034
7,10,0.034
35,10,0.034
35,10,0.034
26,10,0.034
10,10,0.034
17,10,0.034
12,10,0.034
51,10,0.034
23,10,0.034
20,10,0.034
21,10,0.034
17,10,0.034
41,10,0.034
0,10,0.034
10,10,0.034
19,10,0.034
39,10,0.034
8,10,0.034
50,10,0.034
7,10,0.034
38,10,0.034
16,10,0.034
24,10,0.045
17,10,0.045
18,10,0.045
13,10,0.045
33,10,0.045
24,10,0.045
23,10,0.045
11,10,0.045
21,10,0.045
21,10,0.045
21,10,0.045
38,10,0.045
26,10,0.045
0,10,0.045
21,10,0.045
32,10,0.045
27,10,0.045
38,10,0.045
38,10,0.045
0,10,0.045
18,10,0.045
30,10,0.045
30,10,0.045
17,10,0.045
44,10,0.045
47,10,0.045
0,10,0.045
21,10,0.045
10,10,0.045
19,10,0.045
36,10,0.045
28,10,0.045
28,10,0.045
1,10,0.045
25,10,0.045
21,10,0.045
26,10,0.045
18,10,0.045
19,10,0.045
30,10,0.045
13,10,0.045
7,10,0.045
18,10,0.045
30,10,0.045
21,10,0.045
22,10,0.045
14,10,0.045
26,10,0.045
26,10,0.045
13,10,0.045
29,10,0.056
29,10,0.056
38,10,0.056
19,10,0.056
11,10,0.056
17,10,0.056
4,10,0.056
0,10,0.056
31,10,0.056
20,10,0.056
33,10,0.056
0,10,0.056
47,10,0.056
16,10,0.056
12,10,0.056
0,10,0.056
0,10,0.056
28,10,0.056
18,10,0.056
12,10,0.056
10,10,0.056
23,10,0.056
25,10,0.056
20,10,0.056
15,10,0.056
29,10,0.056
28,10,0.056
19,10,0.056
17,10,0.056
21,10,0.056
15,10,0.056
19,10,0.056
45,10,0.056
0,10,0.056
23,10,0.056
17,10,0.056
28,10,0.056
15,10,0.056
36,10,0.056
15,10,0.056
8,10,0.056
15,10,0.056
16,10,0.056
21,10,0.056
25,10,0.056
23,10,0.056
4,10,0.056
13,10,0.056
35,10,0.056
20,10,0.056
27,10,0.067
8,10,0.067
9,10,0.067
18,10,0.067
38,10,0.067
19,10,0.067
20,10,0.067
1,10,0.067
14,10,0.067
12,10,0.067
34,10,0.067
40,10,0.067
25,10,0.067
6,10,0.067
12,10,0.067
21,10,0.067
36,10,0.067
21,10,0.067
16,10,0.067
18,10,0.067
18,10,0.067
9,10,0.067
47,10,0.067
18,10,0.067
29,10,0.067
7,10,0.067
17,10,0.067
27,10,0.067
35,10,0.067
19,10,0.067
42,10,0.067
25,10,0.067
14,10,0.067
28,10,0.067
12,10,0.067
23,10,0.067
21,10,0.067
30,10,0.067
17,10,0.067
12,10,0.067
35,10,0.067
13,10,0.067
9,10,0.067
10,10,0.067
32,10,0.067
23,10,0.067
43,10,0.067
34,10,0.067
23,10,0.067
38,10,0.067
17,10,0.078
25,10,0.078
17,10,0.078
21,10,0.078
11,10,0.078
14,10,0.078
0,10,0.078
11,10,0.078
11,10,0.078
26,10,0.078
19,10,0.078
26,10,0.078
18,10,0.078
22,10,0.078
16,10,0.078
8,10,0.078
19,10,0.078
32,10,0.078
15,10,0.078
15,10,0.078
29,10,0.078
39,10,0.078
21,10,0.078
30,10,0.078
23,10,0.078
42,10,0.078
18,10,0.078
18,10,0.078
21,10,0.078
11,10,0.078
13,10,0.078
6,10,0.078
24,10,0.078
36,10,0.078
24,10,0.078
31,10,0.078
26,10,0.078
15,10,0.078
18,10,0.078
22,10,0.078
16,10,0.078
19,10,0.078
15,10,0.078
12,10,0.078
16,10,0.078
28,10,0.078
30,10,0.078
29,10,0.078
18,10,0.078
29,10,0.078
21,10,0.089
0,10,0.089
11,10,0.089
27,10,0.089
13,10,0.089
18,10,0.089
28,10,0.089
37,10,0.089
22,10,0.089
9,10,0.089
0,10,0.089
10,10,0.089
13,10,0.089
20,10,0.089
8,10,0.089
7,10,0.089
20,10,0.089
14,10,0.089
16,10,0.089
17,10,0.089
22,10,0.089
16,10,0.089
8,10,0.089
7,10,0.089
0,10,0.089
6,10,0.089
0,10,0.089
12,10,0.089
14,10,0.089
14,10,0.089
11,10,0.089
13,10,0.089
22,10,0.089
9,10,0.089
17,10,0.089
0,10,0.089
14,10,0.089
10,10,0.089
13,10,0.089
37,10,0.089
11,10,0.089
24,10,0.089
14,10,0.089
22,10,0.089
5,10,0.089
8,10,0.089
18,10,0.089
12,10,0.089
15,10,0.089
20,10,0.089
15,10,0.1
16,10,0.1
0,10,0.1
13,10,0.1
20,10,0.1
12,10,0.1
15,10,0.1
16,10,0.1
22,10,0.1
25,10,0.1
23,10,0.1
14,10,0.1
18,10,0.1
18,10,0.1
9,10,0.1
12,10,0.1
14,10,0.1
18,10,0.1
0,10,0.1
14,10,0.1
7,10,0.1
0,10,0.1
14,10,0.1
22,10,0.1
17,10,0.1
22,10,0.1
9,10,0.1
0,10,0.1
13,10,0.1
10,10,0.1
18,10,0.1
21,10,0.1
17,10,0.1
14,10,0.1
19,10,0.1
0,10,0.1
27,10,0.1
0,10,0.1
0,10,0.1
19,10,0.1
9,10,0.1
18,10,0.1
14,10,0.1
15,10,0.1
7,10,0.1
19,10,0.1
0,10,0.1
22,10,0.1
18,10,0.1
11,10,0.1
102,15,0.001
143,15,0.001
83,15,0.001
118,15,0.001
111,15,0.001
123,15,0.001
97,15,0.001
114,15,0.001
32,15,0.001
57,15,0.001
63,15,0.001
59,15,0.001
17,15,0.001
1,15,0.001
158,15,0.001
122,15,0.001
98,15,0.001
91,15,0.001
150,15,0.001
72,15,0.001
85,15,0.001
26,15,0.001
67,15,0.001
102,15,0.001
5,15,0.001
18,15,0.001
131,15,0.001
151,15,0.001
0,15,0.001
33,15,0.001
14,15,0.001
122,15,0.001
71,15,0.001
97,15,0.001
0,15,0.001
110,15,0.001
126,15,0.001
8,15,0.001
62,15,0.001
28,15,0.001
1,15,0.001
76,15,0.001
49,15,0.001
85,15,0.001
106,15,0.001
124,15,0.001
5,15,0.001
58,15,0.001
167,15,0.001
14,15,0.001
9,15,0.012
70,15,0.012
17,15,0.012
15,15,0.012
17,15,0.012
34,15,0.012
45,15,0.012
45,15,0.012
20,15,0.012
18,15,0.012
26,15,0.012
13,15,0.012
27,15,0.012
0,15,0.012
16,15,0.012
44,15,0.012
19,15,0.012
22,15,0.012
34,15,0.012
56,15,0.012
28,15,0.012
26,15,0.012
41,15,0.012
14,15,0.012
14,15,0.012
47,15,0.012
28,15,0.012
26,15,0.012
22,15,0.012
38,15,0.012
37,15,0.012
56,15,0.012
32,15,0.012
39,15,0.012
27,15,0.012
15,15,0.012
8,15,0.012
12,15,0.012
12,15,0.012
54,15,0.012
57,15,0.012
19,15,0.012
25,15,0.012
29,15,0.012
49,15,0.012
32,15,0.012
24,15,0.012
26,15,0.012
35,15,0.012
31,15,0.012
18,15,0.023
19,15,0.023
0,15,0.023
22,15,0.023
24,15,0.023
14,15,0.023
12,15,0.023
0,15,0.023
13,15,0.023
19,15,0.023
0,15,0.023
22,15,0.023
18,15,0.023
0,15,0.023
11,15,0.023
16,15,0.023
30,15,0.023
11,15,0.023
16,15,0.023
8,15,0.023
19,15,0.023
24,15,0.023
21,15,0.023
27,15,0.023
19,15,0.023
0,15,0.023
21,15,0.023
55,15,0.023
33,15,0.023
3,15,0.023
20,15,0.023
15,15,0.023
9,15,0.023
21,15,0.023
40,15,0.023
48,15,0.023
16,15,0.023
9,15,0.023
50,15,0.023
37,15,0.023
18,15,0.023
10,15,0.023
34,15,0.023
0,15,0.023
24,15,0.023
2,15,0.023
24,15,0.023
19,15,0.023
12,15,0.023
28,15,0.023
12,15,0.034
10,15,0.034
14,15,0.034
13,15,0.034
20,15,0.034
38,15,0.034
12,15,0.034
27,15,0.034
22,15,0.034
31,15,0.034
23,15,0.034
26,15,0.034
29,15,0.034
24,15,0.034
0,15,0.034
16,15,0.034
27,15,0.034
13,15,0.034
10,15,0.034
22,15,0.034
25,15,0.034
15,15,0.034
14,15,0.034
30,15,0.034
12,15,0.034
15,15,0.034
8,15,0.034
11,15,0.034
14,15,0.034
20,15,0.034
14,15,0.034
19,15,0.034
21,15,0.034
24,15,0.034
15,15,0.034
12,15,0.034
14,15,0.034
16,15,0.034
8,15,0.034
25,15,0.034
37,15,0.034
20,15,0.034
31,15,0.034
10,15,0.034
13,15,0.034
9,15,0.034
25,15,0.034
21,15,0.034
20,15,0.034
28,15,0.034
12,15,0.045
13,15,0.045
17,15,0.045
18,15,0.045
26,15,0.045
15,15,0.045
10,15,0.045
16,15,0.045
21,15,0.045
22,15,0.045
23,15,0.045
16,15,0.045
14,15,0.045
11,15,0.045
11,15,0.045
18,15,0.045
0,15,0.045
22,15,0.045
14,15,0.045
39,15,0.045
19,15,0.045
26,15,0.045
15,15,0.045
27,15,0.045
16,15,0.045
19,15,0.045
23,15,0.045
29,15,0.045
24,15,0.045
20,15,0.045
16,15,0.045
17,15,0.045
30,15,0.045
13,15,0.045
12,15,0.045
20,15,0.045
20,15,0.045
3,15,0.045
14,15,0.045
0,15,0.045
18,15,0.045
7,15,0.045
20,15,0.045
24,15,0.045
24,15,0.045
8,15,0.045
27,15,0.045
0,15,0.045
16,15,0.045
0,15,0.045
17,15,0.056
23,15,0.056
17,15,0.056
21,15,0.056
12,15,0.056
21,15,0.056
18,15,0.056
15,15,0.056
0,15,0.056
16,15,0.056
17,15,0.056
26,15,0.056
16,15,0.056
8,15,0.056
17,15,0.056
7,15,0.056
11,15,0.056
18,15,0.056
9,15,0.056
16,15,0.056
19,15,0.056
14,15,0.056
12,15,0.056
19,15,0.056
10,15,0.056
17,15,0.056
20,15,0.056
13,15,0.056
12,15,0.056
19,15,0.056
13,15,0.056
15,15,0.056
10,15,0.056
24,15,0.056
20,15,0.056
17,15,0.056
0,15,0.056
12,15,0.056
13,15,0.056
19,15,0.056
8,15,0.056
21,15,0.056
12,15,0.056
14,15,0.056
28,15,0.056
13,15,0.056
15,15,0.056
17,15,0.056
13,15,0.056
15,15,0.056
12,15,0.067
11,15,0.067
8,15,0.067
12,15,0.067
20,15,0.067
19,15,0.067
15,15,0.067
17,15,0.067
8,15,0.067
14,15,0.067
15,15,0.067
12,15,0.067
12,15,0.067
11,15,0.067
27,15,0.067
10,15,0.067
14,15,0.067
15,15,0.067
9,15,0.067
14,15,0.067
13,15,0.067
15,15,0.067
11,15,0.067
10,15,0.067
27,15,0.067
17,15,0.067
11,15,0.067
14,15,0.067
5,15,0.067
19,15,0.067
6,15,0.067
17,15,0.067
22,15,0.067
14,15,0.067
14,15,0.067
14,15,0.067
4,15,0.067
11,15,0.067
24,15,0.067
10,15,0.067
9,15,0.067
15,15,0.067
7,15,0.067
14,15,0.067
15,15,0.067
4,15,0.067
8,15,0.067
23,15,0.067
11,15,0.067
18,15,0.067
8,15,0.078
9,15,0.078
12,15,0.078
24,15,0.078
10,15,0.078
10,15,0.078
7,15,0.078
17,15,0.078
20,15,0.078
12,15,0.078
12,15,0.078
16,15,0.078
16,15,0.078
13,15,0.078
12,15,0.078
16,15,0.078
12,15,0.078
23,15,0.078
15,15,0.078
7,15,0.078
14,15,0.078
19,15,0.078
20,15,0.078
22,15,0.078
8,15,0.078
8,15,0.078
14,15,0.078
7,15,0.078
9,15,0.078
17,15,0.078
16,15,0.078
10,15,0.078
20,15,0.078
15,15,0.078
6,15,0.078
11,15,0.078
16,15,0.078
15,15,0.078
9,15,0.078
9,15,0.078
17,15,0.078
15,15,0.078
16,15,0.078
17,15,0.078
12,15,0.078
15,15,0.078
17,15,0.078
11,15,0.078
11,15,0.078
7,15,0.078
14,15,0.089
13,15,0.089
11,15,0.089
13,15,0.089
13,15,0.089
14,15,0.089
7,15,0.089
14,15,0.089
21,15,0.089
18,15,0.089
0,15,0.089
18,15,0.089
5,15,0.089
19,15,0.089
12,15,0.089
5,15,0.089
7,15,0.089
23,15,0.089
12,15,0.089
12,15,0.089
8,15,0.089
7,15,0.089
14,15,0.089
19,15,0.089
0,15,0.089
15,15,0.089
13,15,0.089
8,15,0.089
15,15,0.089
11,15,0.089
13,15,0.089
11,15,0.089
16,15,0.089
11,15,0.089
9,15,0.089
18,15,0.089
13,15,0.089
21,15,0.089
10,15,0.089
6,15,0.089
17,15,0.089
15,15,0.089
12,15,0.089
12,15,0.089
15,15,0.089
16,15,0.089
20,15,0.089
11,15,0.089
16,15,0.089
10,15,0.089
19,15,0.1
0,15,0.1
20,15,0.1
11,15,0.1
13,15,0.1
14,15,0.1
11,15,0.1
16,15,0.1
7,15,0.1
8,15,0.1
11,15,0.1
16,15,0.1
8,15,0.1
19,15,0.1
10,15,0.1
10,15,0.1
5,15,0.1
12,15,0.1
7,15,0.1
9,15,0.1
9,15,0.1
7,15,0.1
0,15,0.1
12,15,0.1
10,15,0.1
13,15,0.1
0,15,0.1
9,15,0.1
8,15,0.1
8,15,0.1
15,15,0.1
16,15,0.1
10,15,0.1
8,15,0.1
10,15,0.1
13,15,0.1
10,15,0.1
10,15,0.1
13,15,0.1
15,15,0.1
21,15,0.1
17,15,0.1
10,15,0.1
19,15,0.1
9,15,0.1
19,15,0.1
9,15,0.1
11,15,0.1
6,15,0.1
25,15,0.1
22,20,0.001
30,20,0.001
17,20,0.001
0,20,0.001
20,20,0.001
10,20,0.001
81,20,0.001
52,20,0.001
49,20,0.001
24,20,0.001
44,20,0.001
19,20,0.001
15,20,0.001
104,20,0.001
34,20,0.001
28,20,0.001
40,20,0.001
26,20,0.001
80,20,0.001
29,20,0.001
54,20,0.001
55,20,0.001
42,20,0.001
58,20,0.001
36,20,0.001
7,20,0.001
46,20,0.001
37,20,0.001
26,20,0.001
28,20,0.001
16,20,0.001
14,20,0.001
30,20,0.001
33,20,0.001
39,20,0.001
38,20,0.001
47,20,0.001
12,20,0.001
7,20,0.001
30,20,0.001
24,20,0.001
74,20,0.001
70,20,0.001
23,20,0.001
32,20,0.001
15,20,0.001
28,20,0.001
16,20,0.001
36,20,0.001
35,20,0.001
8,20,0.012
19,20,0.012
17,20,0.012
19,20,0.012
14,20,0.012
10,20,0.012
13,20,0.012
24,20,0.012
33,20,0.012
18,20,0.012
10,20,0.012
11,20,0.012
0,20,0.012
17,20,0.012
14,20,0.012
21,20,0.012
7,20,0.012
11,20,0.012
18,20,0.012
15,20,0.012
6,20,0.012
14,20,0.012
9,20,0.012
8,20,0.012
20,20,0.012
33,20,0.012
15,20,0.012
16,20,0.012
23,20,0.012
9,20,0.012
10,20,0.012
17,20,0.012
18,20,0.012
10,20,0.012
24,20,0.012
29,20,0.012
22,20,0.012
12,20,0.012
15,20,0.012
15,20,0.012
15,20,0.012
15,20,0.012
4,20,0.012
18,20,0.012
16,20,0.012
10,20,0.012
37,20,0.012
12,20,0.012
16,20,0.012
14,20,0.012
24,20,0.023
13,20,0.023
9,20,0.023
12,20,0.023
13,20,0.023
11,20,0.023
11,20,0.023
13,20,0.023
18,20,0.023
9,20,0.023
32,20,0.023
10,20,0.023
23,20,0.023
14,20,0.023
13,20,0.023
12,20,0.023
14,20,0.023
18,20,0.023
16,20,0.023
22,20,0.023
13,20,0.023
11,20,0.023
10,20,0.023
26,20,0.023
23,20,0.023
20,20,0.023
10,20,0.023
15,20,0.023
11,20,0.023
16,20,0.023
20,20,0.023
22,20,0.023
14,20,0.023
7,20,0.023
15,20,0.023
13,20,0.023
10,20,0.023
14,20,0.023
30,20,0.023
24,20,0.023
20,20,0.023
8,20,0.023
8,20,0.023
13,20,0.023
22,20,0.023
15,20,0.023
23,20,0.023
6,20,0.023
15,20,0.023
9,20,0.023
14,20,0.034
10,20,0.034
9,20,0.034
9,20,0.034
15,20,0.034
15,20,0.034
0,20,0.034
18,20,0.034
8,20,0.034
11,20,0.034
11,20,0.034
14,20,0.034
14,20,0.034
14,20,0.034
11,20,0.034
9,20,0.034
24,20,0.034
12,20,0.034
12,20,0.034
7,20,0.034
10,20,0.034
7,20,0.034
14,20,0.034
7,20,0.034
12,20,0.034
8,20,0.034
16,20,0.034
11,20,0.034
20,20,0.034
11,20,0.034
15,20,0.034
14,20,0.034
14,20,0.034
16,20,0.034
9,20,0.034
15,20,0.034
13,20,0.034
7,20,0.034
9,20,0.034
10,20,0.034
13,20,0.034
14,20,0.034
0,20,0.034
18,20,0.034
14,20,0.034
11,20,0.034
11,20,0.034
11,20,0.034
21,20,0.034
15,20,0.034
16,20,0.045
14,20,0.045
14,20,0.045
7,20,0.045
12,20,0.045
11,20,0.045
13,20,0.045
8,20,0.045
39,20,0.045
15,20,0.045
10,20,0.045
11,20,0.045
13,20,0.045
17,20,0.045
14,20,0.045
12,20,0.045
14,20,0.045
8,20,0.045
9,20,0.045
11,20,0.045
12,20,0.045
18,20,0.045
15,20,0.045
9,20,0.045
14,20,0.045
12,20,0.045
10,20,0.045
20,20,0.045
17,20,0.045
11,20,0.045
11,20,0.045
14,20,0.045
12,20,0.045
9,20,0.045
7,20,0.045
7,20,0.045
18,20,0.045
16,20,0.045
28,20,0.045
17,20,0.045
11,20,0.045
12,20,0.045
11,20,0.045
9,20,0.045
10,20,0.045
8,20,0.045
7,20,0.045
